Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,MONTERO (Call Me By Your Name),Lil Nas X,7.101.202,1,1,37
2,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber; Daniel Caesar; Giveon,6.445.643,1,2,44
3,Kiss Me More (feat. SZA),Doja Cat; SZA,4.931.520,3,4,23
4,Your Power,Billie Eilish,4.642.820,3,3,3
5,Levitating (feat. DaBaby),Dua Lipa; DaBaby,4.323.962,5,5,212
6,Astronaut In The Ocean,Masked Wolf,4.097.467,2,6,105
7,Leave The Door Open,Bruno Mars; Anderson .Paak; Silk Sonic,3.836.941,4,9,58
8,RAPSTAR,Polo G,3.834.153,3,8,23
9,Fiel,Los Legendarios; Wisin; Jhayco,3.745.094,7,10,76
10,Save Your Tears (with Ariana Grande) (Remix),The Weeknd; Ariana Grande,3.655.292,3,7,9
11,deja vu,Olivia Rodrigo,3.063.627,5,12,31
12,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Riton; Nightcrawlers; Mufasa & Hypeman; Dopamine,3.040.298,11,11,74
13,Botella Tras Botella,Gera MX; Christian Nodal,2.988.823,4,16,9
14,Pareja Del Año,Sebastian Yatra; Myke Towers,2.981.340,13,13,13
15,Blinding Lights,The Weeknd,2.873.111,1,17,520
16,drivers license,Olivia Rodrigo,2.872.890,1,14,114
17,Heartbreak Anniversary,Giveon,2.841.434,8,15,81
18,AM,Nio Garcia; Flow La Movie,2.810.654,18,18,23
19,DÁKITI,Bad Bunny; Jhayco,2.736.153,1,20,184
20,telepatía,Kali Uchis,2.672.726,2,19,75
21,The Business,Tiësto,2.625.560,8,21,181
22,Runaway,AURORA,2.385.828,16,22,41
23,Save Your Tears,The Weeknd,2.255.779,2,23,116
24,Hold On,Justin Bieber,2.253.007,2,24,58
25,Up,Cardi B,2.229.484,13,25,86
26,Mood (feat. iann dior),24kGoldn; iann dior,2.082.759,1,27,265
27,Bandido,Myke Towers; Juhn,2.021.369,5,29,127
28,911,Sech,1.966.263,22,31,76
29,Heat Waves,Glass Animals,1.960.679,25,32,127
30,Your Love (9PM),ATB; Topic; A7S,1.943.612,24,28,90
31,Goosebumps - Remix,Travis Scott; HVME,1.922.311,31,34,107
32,Arcade,Duncan Laurence,1.889.344,14,30,89
33,Streets,Doja Cat,1.879.142,7,33,111
34,Watermelon Sugar,Harry Styles,1.862.886,4,35,532
35,EL MAKINON,KAROL G; Mariah Angeliq,1.862.590,35,37,37
36,WITHOUT YOU (with Miley Cyrus),The Kid LAROI; Miley Cyrus,1.812.226,26,26,2
37,Dynamite,BTS,1.746.632,1,40,254
38,Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5; Megan Thee Stallion,1.743.894,32,39,55
39,LA NOCHE DE ANOCHE,Bad Bunny; ROSALÍA,1.741.901,2,43,156
40,Calling My Phone,Lil Tjay; 6LACK,1.735.123,3,42,79
41,Batom de Cereja - Ao Vivo,Israel & Rodolffo,1.709.741,28,73,52
42,Don't Start Now,Dua Lipa,1.669.504,2,44,548
43,WITHOUT YOU,The Kid LAROI,1.631.471,6,41,152
44,BED,Joel Corry; RAYE; David Guetta,1.614.739,42,46,48
45,Volta Bebê Volta Neném,Dj Guuga; DJ Ivis,1.601.905,45,71,12
46,Someone You Loved,Lewis Capaldi,1.596.736,4,45,840
47,Head & Heart (feat. MNEK),Joel Corry; MNEK,1.548.123,10,47,293
48,Best Friend (feat. Doja Cat),Saweetie; Doja Cat,1.542.717,42,49,114
49,We're Good,Dua Lipa,1.523.043,10,48,79
50,Talking to the Moon,Bruno Mars,1.469.687,44,50,42
51,Baila Conmigo (with Rauw Alejandro),Selena Gomez; Rauw Alejandro,1.426.160,16,51,93
52,positions,Ariana Grande,1.408.220,1,52,191
53,Ella No Es Tuya - Remix,Rochy RD; Myke Towers; Nicki Nicole,1.405.307,21,56,79
54,I DID IT (feat. Post Malone Megan Thee Stallion Lil Baby & DaBaby),DJ Khaled; Post Malone; DaBaby; Megan Thee Stallion; Lil Baby,1.398.946,36,36,2
55,Paradise (feat. Dermot Kennedy),MEDUZA; Dermot Kennedy,1.394.264,24,53,127
56,Good Days,SZA,1.376.219,5,55,127
57,Dance Monkey,Tones And I,1.360.287,1,65,654
58,ROCKSTAR (feat. Roddy Ricch),DaBaby; Roddy Ricch,1.357.118,1,64,380
59,Lemonade (feat. Gunna Don Toliver & NAV),Internet Money; Gunna; Don Toliver; NAV,1.347.189,2,59,261
60,Hecha Pa' Mi,Boza,1.341.951,14,57,157
61,Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,Nathan Evans; 220 KID; Billen Ted,1.301.453,29,63,82
62,Sweater Weather,The Neighbourhood,1.300.687,33,61,231
63,Disco Arranhado - Funk Remix,Malu; DJ Lucas Beat,1.298.860,58,101,33
64,Cover Me In Sunshine,P!nk; Willow Sage Hart,1.284.708,56,66,35
65,Roses - Imanbek Remix,SAINt JHN; Imanbek,1.276.155,2,68,493
66,My Head & My Heart,Ava Max,1.257.366,56,69,79
67,34+35,Ariana Grande,1.225.557,2,72,184
68,Anyone,Justin Bieber,1.206.101,4,67,121
69,WAP (feat. Megan Thee Stallion),Cardi B; Megan Thee Stallion,1.203.049,1,77,268
70,Liberdade (Quando o Grave Bate Forte),Alok; Mc Don Juan; Dj GBR,1.192.432,70,109,18
71,Wants and Needs (feat. Lil Baby),Drake; Lil Baby,1.191.007,2,74,58
72,Tapão Na Raba,Raí Saia Rodada,1.171.370,54,150,2
73,lovely (with Khalid),Billie Eilish; Khalid,1.146.126,19,75,127
74,Reloj,Rauw Alejandro; Anuel AA,1.143.710,25,85,187
75,Solid (feat. Drake),Young Stoner Life; Young Thug; Gunna; Drake,1.141.710,17,78,16
76,Whoopty,CJ,1.139.890,8,81,189
77,In the morning,ITZY,1.121.143,77,79,2
