Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,STAY (with Justin Bieber),The Kid LAROI; Justin Bieber,9.578.934,1,1,72
2,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X; Jack Harlow,8.262.817,2,2,58
3,Pepas,Farruko,4.991.996,3,6,69
4,Bad Habits,Ed Sheeran,4.795.442,3,5,86
5,THATS WHAT I WANT,Lil Nas X,4.770.346,3,3,2
6,MONTERO (Call Me By Your Name),Lil Nas X,4.629.764,1,4,177
7,Heat Waves,Glass Animals,4.562.049,4,7,267
8,Woman,Doja Cat,4.488.684,5,8,62
9,Beggin',Måneskin,4.152.008,1,10,110
10,Shivers,Ed Sheeran,4.127.713,8,9,9
11,good 4 u,Olivia Rodrigo,3.775.020,1,11,128
12,Way 2 Sexy (with Future & Young Thug),Drake; Future; Young Thug,3.611.858,4,12,16
13,Need to Know,Doja Cat,3.427.964,6,13,100
14,Fair Trade (with Travis Scott),Drake; Travis Scott,3.138.745,3,14,16
15,Kiss Me More (feat. SZA),Doja Cat; SZA,3.015.929,2,15,163
16,Todo De Ti,Rauw Alejandro,2.658.617,2,21,121
17,Yonaguni,Bad Bunny,2.615.553,3,23,107
18,Cold Heart - PNAU Remix,Elton John; Dua Lipa; PNAU,2.608.226,18,24,37
19,Happier Than Ever,Billie Eilish,2.590.395,6,17,51
20,Life Goes On,Oliver Tree,2.582.008,20,22,17
21,Volví,Aventura; Bad Bunny,2.477.271,7,28,47
22,Girls Want Girls (with Lil Baby),Drake; Lil Baby,2.469.915,1,18,16
23,Wildest Dreams (Taylor's Version),Taylor Swift,2.399.096,19,19,2
24,Knife Talk (with 21 Savage ft. Project Pat),Drake; 21 Savage; Project Pat,2.393.632,11,20,16
25,In Da Getto,J Balvin; Skrillex,2.384.428,22,30,79
26,Levitating (feat. DaBaby),Dua Lipa; DaBaby,2.330.700,4,31,352
27,Hurricane,Kanye West,2.292.734,3,27,21
28,LALISA,LISA,2.287.957,15,29,9
29,Qué Más Pues?,J Balvin; Maria Becerra,2.213.643,9,35,114
30,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber; Daniel Caesar; Giveon,2.151.248,1,34,184
31,Take My Breath - Single Version,The Weeknd,2.121.852,7,36,44
32,SCOOP (feat. Doja Cat),Lil Nas X; Doja Cat,2.087.684,16,16,2
33,traitor,Olivia Rodrigo,2.084.111,7,33,121
34,I WANNA BE YOUR SLAVE,Måneskin,2.030.799,8,37,119
35,Blinding Lights,The Weeknd,2.000.963,1,38,660
36,2055,Sleepy Hallow,1.938.343,30,43,64
37,Save Your Tears (with Ariana Grande) (Remix),The Weeknd; Ariana Grande,1.870.540,3,44,149
38,Meet Me At Our Spot,THE ANXIETY; WILLOW; Tyler Cole,1.868.045,37,42,19
39,Get Into It (Yuh),Doja Cat,1.807.426,35,45,46
40,DOLLA SIGN SLIME (feat. Megan Thee Stallion),Lil Nas X; Megan Thee Stallion,1.804.869,26,26,2
41,Cúrame,Rauw Alejandro,1.796.207,34,47,55
42,Ley Seca,Jhayco; Anuel AA,1.721.081,42,50,16
43,love nwantiti (ah ah ah),CKay,1.716.415,43,53,6
44,AM Remix,Nio Garcia; J Balvin; Bad Bunny,1.714.380,11,55,86
45,Don't Be Shy,Tiësto; KAROL G,1.710.123,43,52,37
46,París,Ingratax,1.695.310,24,51,59
47,Volando - Remix,Mora; Bad Bunny; Sech,1.664.562,19,54,73
48,drivers license,Olivia Rodrigo,1.663.964,1,49,254
49,Sobrio,Maluma,1.641.920,36,59,72
50,DEAD RIGHT NOW,Lil Nas X,1.595.002,25,25,2
