Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,MONTERO (Call Me By Your Name),Lil Nas X,7.040.623,1,1,33
2,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber; Daniel Caesar; Giveon,6.156.984,1,2,40
3,Kiss Me More (feat. SZA),Doja Cat; SZA,4.494.740,3,3,19
4,Astronaut In The Ocean,Masked Wolf,3.933.354,2,4,101
5,Levitating (feat. DaBaby),Dua Lipa; DaBaby,3.832.671,5,7,208
6,RAPSTAR,Polo G,3.819.639,3,6,19
7,Save Your Tears (with Ariana Grande) (Remix),The Weeknd; Ariana Grande,3.805.991,3,5,5
8,Leave The Door Open,Bruno Mars; Anderson .Paak; Silk Sonic,3.694.453,4,8,54
9,Fiel,Los Legendarios; Wisin; Jhayco,3.285.259,7,11,72
10,deja vu,Olivia Rodrigo,3.263.989,5,9,27
11,Botella Tras Botella,Gera MX; Christian Nodal,3.073.095,4,10,5
12,Heartbreak Anniversary,Giveon,3.070.782,8,12,77
13,drivers license,Olivia Rodrigo,2.981.913,1,13,110
14,telepatía,Kali Uchis,2.765.398,2,14,71
15,Blinding Lights,The Weeknd,2.688.500,1,15,516
16,Runaway,AURORA,2.550.410,16,16,37
17,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Riton; Nightcrawlers; Mufasa & Hypeman; Dopamine,2.527.168,11,17,70
18,Pareja Del Año,Sebastian Yatra; Myke Towers,2.496.008,18,22,9
19,Save Your Tears,The Weeknd,2.482.584,2,18,112
20,DÁKITI,Bad Bunny; Jhayco,2.450.426,1,19,180
21,The Business,Tiësto,2.430.596,8,20,177
22,Hold On,Justin Bieber,2.357.498,2,21,54
23,AM,Nio Garcia; Flow La Movie,2.296.926,23,24,19
24,Up,Cardi B,2.190.412,13,23,82
25,WITHOUT YOU,The Kid LAROI,1.965.305,6,25,148
26,Arcade,Duncan Laurence,1.938.282,14,26,85
27,Mood (feat. iann dior),24kGoldn; iann dior,1.896.765,1,27,261
28,Streets,Doja Cat,1.842.275,7,29,107
29,Heat Waves,Glass Animals,1.835.687,25,28,123
30,Your Love (9PM),ATB; Topic; A7S,1.802.276,24,30,86
31,Bandido,Myke Towers; Juhn,1.796.951,5,31,123
32,Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5; Megan Thee Stallion,1.784.275,32,32,51
33,Watermelon Sugar,Harry Styles,1.738.324,4,33,528
34,911,Sech,1.717.613,22,35,72
35,Dynamite,BTS,1.710.442,1,34,250
36,Goosebumps - Remix,Travis Scott; HVME,1.702.578,31,36,103
37,Calling My Phone,Lil Tjay; 6LACK,1.671.859,3,37,75
