Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,Easy On Me,Adele,11.333.232,1,1,5
2,STAY (with Justin Bieber),The Kid LAROI; Justin Bieber,6.391.076,1,2,102
3,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X; Jack Harlow,5.351.760,2,3,88
4,Heat Waves,Glass Animals,4.263.002,3,4,297
5,My Universe,Coldplay; BTS,3.932.419,3,5,25
6,Shivers,Ed Sheeran,3.706.885,5,9,39
7,MONEY,LISA,3.703.045,7,7,39
8,Bad Habits,Ed Sheeran,3.615.013,3,8,116
9,Pepas,Farruko,3.455.074,3,6,99
10,Cold Heart - PNAU Remix,Elton John; Dua Lipa; PNAU,3.451.157,8,10,67
11,Woman,Doja Cat,3.313.538,5,11,92
12,love nwantiti (ah ah ah),CKay,3.116.382,9,12,36
13,good 4 u,Olivia Rodrigo,2.846.335,1,13,158
14,love nwantiti (feat. Dj Yo! & AX'EL) - Remix,CKay; Dj Yo!; AX'EL,2.827.180,14,14,34
15,THATS WHAT I WANT,Lil Nas X,2.825.549,3,16,32
16,Beggin',Måneskin,2.710.786,1,15,140
17,Life Goes On,Oliver Tree,2.688.382,14,17,47
18,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy; Bad Bunny; Julieta Venegas,2.626.927,7,20,14
19,Need to Know,Doja Cat,2.621.500,6,18,130
20,MONTERO (Call Me By Your Name),Lil Nas X,2.580.160,1,19,207
21,Happier Than Ever,Billie Eilish,2.490.965,6,21,81
22,Kiss Me More (feat. SZA),Doja Cat; SZA,2.357.093,2,22,193
23,Meet Me At Our Spot,THE ANXIETY; WILLOW; Tyler Cole,1.960.422,23,27,49
24,traitor,Olivia Rodrigo,1.921.684,7,26,151
25,Yonaguni,Bad Bunny,1.899.643,3,23,137
26,Way 2 Sexy (with Future & Young Thug),Drake; Future; Young Thug,1.897.482,4,24,46
27,Levitating (feat. DaBaby),Dua Lipa; DaBaby,1.883.984,4,25,382
28,Rolling in the Deep,Adele,1.774.310,28,32,16
29,When We Were Young,Adele,1.760.078,24,33,9
30,Let Somebody Go,Coldplay; Selena Gomez,1.758.849,21,35,4
31,Knife Talk (with 21 Savage ft. Project Pat),Drake; 21 Savage; Project Pat,1.749.653,11,34,46
32,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber; Daniel Caesar; Giveon,1.746.789,1,31,214
33,Todo De Ti,Rauw Alejandro,1.745.053,2,28,151
34,Blinding Lights,The Weeknd,1.732.030,1,30,690
35,Where Are You Now,Lost Frequencies; Calum Scott,1.721.496,33,38,50
36,Volví,Aventura; Bad Bunny,1.719.892,7,29,77
37,Someone Like You,Adele,1.714.031,31,36,15
38,Take My Breath - Single Version,The Weeknd,1.645.616,7,37,74
39,Fair Trade (with Travis Scott),Drake; Travis Scott,1.611.355,3,39,46
40,Love In The Dark,Adele,1.538.375,40,47,9
41,Save Your Tears (with Ariana Grande) (Remix),The Weeknd; Ariana Grande,1.535.600,3,42,179
42,Don't Be Shy,Tiësto; KAROL G,1.535.129,37,41,67
43,Ghost,Justin Bieber,1.483.239,35,50,11
44,OUT OUT (feat. Charli XCX & Saweetie),Joel Corry; Jax Jones; Charli XCX; Saweetie,1.470.132,40,48,57
45,Sweater Weather,The Neighbourhood,1.466.631,33,46,401
46,drivers license,Olivia Rodrigo,1.466.541,1,44,284
47,I WANNA BE YOUR SLAVE,Måneskin,1.445.272,8,45,149
48,In Da Getto,J Balvin; Skrillex,1.419.603,22,40,109
49,Bubbly (with Drake & Travis Scott),Young Thug; Drake; Travis Scott,1.387.608,28,54,4
50,Índigo,Camilo; Evaluna Montaner,1.380.110,50,59,5
51,Qué Más Pues?,J Balvin; Maria Becerra,1.359.051,9,43,144
52,Butter,BTS,1.349.741,2,51,151
53,2055,Sleepy Hallow,1.339.107,30,49,94
54,LALISA,LISA,1.317.592,15,58,39
55,Bored,Billie Eilish,1.316.388,46,63,29
56,Nostálgico,Rvssian; Rauw Alejandro; Chris Brown,1.314.675,51,60,40
57,Set Fire to the Rain,Adele,1.305.537,46,61,8
58,Don't Go Yet,Camila Cabello,1.290.430,28,68,88
59,Cúrame,Rauw Alejandro,1.289.778,34,53,85
60,Get Into It (Yuh),Doja Cat,1.275.880,35,56,76
61,Ley Seca,Jhayco; Anuel AA,1.272.847,42,57,46
62,Sobrio,Maluma,1.270.713,36,52,102
63,Watermelon Sugar,Harry Styles,1.265.509,4,66,702
64,deja vu,Olivia Rodrigo,1.227.476,3,67,201
65,The Feels,TWICE,1.226.094,52,69,18
66,Volando - Remix,Mora; Bad Bunny; Sech,1.224.034,19,62,103
67,Leave The Door Open,Bruno Mars; Anderson .Paak; Silk Sonic,1.206.456,4,70,228
68,I Love You So,The Walters,1.202.439,68,79,8
69,Happier Than Ever - Edit,Billie Eilish,1.199.643,69,72,40
70,WFM,RealestK,1.191.146,70,85,8
