Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,STAY (with Justin Bieber),The Kid LAROI; Justin Bieber,8.730.165,1,1,67
2,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X; Jack Harlow,5.805.341,2,2,53
3,Bad Habits,Ed Sheeran,4.385.752,3,4,81
4,Heat Waves,Glass Animals,4.082.249,4,6,262
5,Woman,Doja Cat,4.002.809,5,5,57
6,Pepas,Farruko,3.970.640,3,3,64
7,Beggin',Måneskin,3.672.168,1,7,105
8,good 4 u,Olivia Rodrigo,3.594.060,1,8,123
9,Way 2 Sexy (with Future & Young Thug),Drake; Future; Young Thug,3.556.354,4,9,11
10,Fair Trade (with Travis Scott),Drake; Travis Scott,3.555.744,3,10,11
11,Shivers,Ed Sheeran,3.456.042,11,13,4
12,Girls Want Girls (with Lil Baby),Drake; Lil Baby,3.277.456,1,12,11
13,Need to Know,Doja Cat,3.266.428,6,11,95
14,MONTERO (Call Me By Your Name),Lil Nas X,2.872.484,1,14,172
15,Kiss Me More (feat. SZA),Doja Cat; SZA,2.841.768,2,15,158
16,Happier Than Ever,Billie Eilish,2.790.059,6,16,46
17,Hurricane,Kanye West,2.746.100,3,18,16
18,LALISA,LISA,2.628.304,15,17,4
19,Knife Talk (with 21 Savage ft. Project Pat),Drake; 21 Savage; Project Pat,2.626.320,11,21,11
20,Todo De Ti,Rauw Alejandro,2.417.170,2,19,116
21,Yonaguni,Bad Bunny,2.298.025,3,20,102
22,Volví,Aventura; Bad Bunny,2.207.213,7,22,42
23,traitor,Olivia Rodrigo,2.158.994,7,26,116
24,In Da Getto,J Balvin; Skrillex,2.140.066,22,23,74
25,Levitating (feat. DaBaby),Dua Lipa; DaBaby,2.108.869,4,25,347
26,Cold Heart - PNAU Remix,Elton John; Dua Lipa; PNAU,2.046.470,26,27,32
27,Qué Más Pues?,J Balvin; Maria Becerra,2.042.939,9,24,109
28,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber; Daniel Caesar; Giveon,2.014.872,1,29,179
29,family ties (with Kendrick Lamar),Baby Keem; Kendrick Lamar,2.002.378,22,31,18
30,Take My Breath - Single Version,The Weeknd,1.999.204,7,30,39
31,Life Goes On,Oliver Tree,1.953.888,31,32,12
32,I WANNA BE YOUR SLAVE,Måneskin,1.947.758,8,28,114
33,Champagne Poetry,Drake,1.887.703,2,33,11
34,Blinding Lights,The Weeknd,1.789.786,1,34,655
35,Save Your Tears (with Ariana Grande) (Remix),The Weeknd; Ariana Grande,1.755.145,3,35,144
36,Get Into It (Yuh),Doja Cat,1.725.464,36,38,41
37,drivers license,Olivia Rodrigo,1.716.450,1,39,249
38,París,Ingratax,1.622.706,24,37,54
39,deja vu,Olivia Rodrigo,1.620.193,3,42,166
40,2055,Sleepy Hallow,1.611.804,30,36,59
41,Butter,BTS,1.572.284,2,44,116
42,Volando - Remix,Mora; Bad Bunny; Sech,1.532.203,19,41,68
43,Meet Me At Our Spot,THE ANXIETY; WILLOW; Tyler Cole,1.527.415,43,50,14
44,Moon,Kanye West,1.501.845,8,46,16
45,AM Remix,Nio Garcia; J Balvin; Bad Bunny,1.497.149,11,40,81
46,Don't Be Shy,Tiësto; KAROL G,1.485.880,43,47,32
47,Cúrame,Rauw Alejandro,1.479.890,34,43,50
48,Ley Seca,Jhayco; Anuel AA,1.450.395,48,49,11
49,Sobrio,Maluma,1.431.120,36,45,67
50,No Friends In The Industry,Drake,1.415.761,12,53,11
