Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,MONTERO (Call Me By Your Name),Lil Nas X,7.431.064,1,1,36
2,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber; Daniel Caesar; Giveon,6.537.850,1,2,43
3,Your Power,Billie Eilish,6.239.924,3,25,2
4,Kiss Me More (feat. SZA),Doja Cat; SZA,5.175.483,3,3,22
5,Levitating (feat. DaBaby),Dua Lipa; DaBaby,4.371.133,5,5,211
6,Astronaut In The Ocean,Masked Wolf,4.216.211,2,4,104
7,Save Your Tears (with Ariana Grande) (Remix),The Weeknd; Ariana Grande,3.986.580,3,8,8
8,RAPSTAR,Polo G,3.982.893,3,7,22
9,Leave The Door Open,Bruno Mars; Anderson .Paak; Silk Sonic,3.931.158,4,6,57
10,Fiel,Los Legendarios; Wisin; Jhayco,3.739.401,7,9,75
11,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Riton; Nightcrawlers; Mufasa & Hypeman; Dopamine,3.376.346,11,18,73
12,deja vu,Olivia Rodrigo,3.267.379,5,10,30
13,Pareja Del Año,Sebastian Yatra; Myke Towers,3.067.747,13,16,12
14,drivers license,Olivia Rodrigo,3.025.404,1,12,113
15,Heartbreak Anniversary,Giveon,3.001.724,8,11,80
16,Botella Tras Botella,Gera MX; Christian Nodal,2.987.935,4,13,8
17,Blinding Lights,The Weeknd,2.913.977,1,15,519
18,AM,Nio Garcia; Flow La Movie,2.788.728,18,20,22
19,telepatía,Kali Uchis,2.769.257,2,14,74
20,DÁKITI,Bad Bunny; Jhayco,2.716.577,1,19,183
21,The Business,Tiësto,2.695.102,8,21,180
22,Runaway,AURORA,2.552.233,16,17,40
23,Save Your Tears,The Weeknd,2.415.656,2,22,115
24,Hold On,Justin Bieber,2.368.177,2,23,57
25,Up,Cardi B,2.270.961,13,24,85
26,WITHOUT YOU (with Miley Cyrus),The Kid LAROI; Miley Cyrus,2.152.112,26,—,1
27,Mood (feat. iann dior),24kGoldn; iann dior,2.080.977,1,28,264
28,Your Love (9PM),ATB; Topic; A7S,2.012.670,24,32,89
29,Bandido,Myke Towers; Juhn,2.010.630,5,30,126
30,Arcade,Duncan Laurence,1.995.033,14,26,88
31,911,Sech,1.972.416,22,34,75
32,Heat Waves,Glass Animals,1.967.146,25,31,126
33,Streets,Doja Cat,1.946.671,7,29,110
34,Goosebumps - Remix,Travis Scott; HVME,1.934.278,31,37,106
35,Watermelon Sugar,Harry Styles,1.904.336,4,33,531
36,I DID IT (feat. Post Malone Megan Thee Stallion Lil Baby & DaBaby),DJ Khaled; Post Malone; DaBaby; Megan Thee Stallion; Lil Baby,1.873.164,36,—,1
37,EL MAKINON,KAROL G; Mariah Angeliq,1.872.678,37,39,36
38,durag activity (with Travis Scott),Baby Keem; Travis Scott,1.827.979,38,—,1
39,Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5; Megan Thee Stallion,1.826.572,32,35,54
40,Dynamite,BTS,1.818.604,1,36,253
41,WITHOUT YOU,The Kid LAROI,1.793.433,6,27,151
42,Calling My Phone,Lil Tjay; 6LACK,1.767.036,3,38,78
43,LA NOCHE DE ANOCHE,Bad Bunny; ROSALÍA,1.729.660,2,42,155
44,Don't Start Now,Dua Lipa,1.716.108,2,41,547
45,Someone You Loved,Lewis Capaldi,1.688.810,4,40,839
46,BED,Joel Corry; RAYE; David Guetta,1.679.273,42,43,47
47,Head & Heart (feat. MNEK),Joel Corry; MNEK,1.625.585,10,48,292
48,We're Good,Dua Lipa,1.573.967,10,45,78
49,Best Friend (feat. Doja Cat),Saweetie; Doja Cat,1.541.930,42,50,113
50,Talking to the Moon,Bruno Mars,1.526.834,44,44,41
51,Baila Conmigo (with Rauw Alejandro),Selena Gomez; Rauw Alejandro,1.505.853,16,46,92
52,positions,Ariana Grande,1.500.190,1,47,190
53,Paradise (feat. Dermot Kennedy),MEDUZA; Dermot Kennedy,1.483.119,24,51,126
54,Choker,Twenty One Pilots,1.468.478,54,—,1
55,Good Days,SZA,1.446.422,5,49,126
56,Ella No Es Tuya - Remix,Rochy RD; Myke Towers; Nicki Nicole,1.406.929,21,55,78
57,Hecha Pa' Mi,Boza,1.373.683,14,58,156
58,Girl From Rio,Anitta,1.371.070,58,—,1
59,Lemonade (feat. Gunna Don Toliver & NAV),Internet Money; Gunna; Don Toliver; NAV,1.366.470,2,54,260
60,LET IT GO (feat. Justin Bieber & 21 Savage),DJ Khaled; 21 Savage; Justin Bieber,1.364.005,60,—,1
61,Sweater Weather,The Neighbourhood,1.360.318,33,52,230
62,love race (feat. Kellin Quinn),Machine Gun Kelly; Kellin Quinn,1.360.253,62,182,2
63,Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,Nathan Evans; 220 KID; Billen Ted,1.359.513,29,64,81
