Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,Easy On Me,Adele,5.836.768,1,1,27
2,STAY (with Justin Bieber),The Kid LAROI; Justin Bieber,5.359.292,1,2,124
3,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X; Jack Harlow,4.665.869,2,3,110
4,Shivers,Ed Sheeran,3.977.083,4,4,61
5,Heat Waves,Glass Animals,3.957.323,3,5,319
6,Cold Heart - PNAU Remix,Elton John; Dua Lipa; PNAU,3.849.299,5,6,89
7,Bad Habits,Ed Sheeran,3.382.892,3,8,138
8,Pepas,Farruko,3.197.909,3,9,121
9,One Right Now (with The Weeknd),Post Malone; The Weeknd,3.126.902,7,7,5
10,MONEY,LISA,3.085.050,5,11,61
11,My Universe,Coldplay; BTS,3.047.958,3,10,47
12,Woman,Doja Cat,2.843.902,5,12,114
13,love nwantiti (ah ah ah),CKay,2.602.043,9,14,58
14,Smokin Out The Window,Bruno Mars; Anderson .Paak; Silk Sonic,2.594.668,14,22,5
15,love nwantiti (feat. Dj Yo! & AX'EL) - Remix,CKay; Dj Yo!; AX'EL,2.480.839,13,15,56
16,good 4 u,Olivia Rodrigo,2.432.424,1,17,180
17,ESCAPE PLAN,Travis Scott,2.422.439,4,13,5
18,Moth To A Flame (with The Weeknd),Swedish House Mafia; The Weeknd,2.396.202,4,16,19
19,Need to Know,Doja Cat,2.364.394,6,18,152
20,THATS WHAT I WANT,Lil Nas X,2.313.648,3,19,54
21,Beggin',Måneskin,2.290.269,1,20,162
22,Happier Than Ever,Billie Eilish,2.285.870,6,21,103
23,Kiss Me More (feat. SZA),Doja Cat; SZA,2.179.711,2,23,215
24,MONTERO (Call Me By Your Name),Lil Nas X,2.114.067,1,24,229
25,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy; Bad Bunny; Julieta Venegas,2.054.135,7,26,36
26,Life Goes On,Oliver Tree,2.037.822,14,25,69
27,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae; Kali Uchis; Moliy,1.998.205,27,28,9
28,Toxic,BoyWithUke,1.969.591,25,27,24
29,Overpass Graffiti,Ed Sheeran,1.949.611,10,29,12
30,Meet Me At Our Spot,THE ANXIETY; WILLOW; Tyler Cole,1.852.835,23,30,71
31,Ghost,Justin Bieber,1.852.325,28,32,33
32,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons; JID; Arcane; League of Legends,1.831.926,32,38,12
33,traitor,Olivia Rodrigo,1.830.328,7,33,173
34,Yonaguni,Bad Bunny,1.826.537,3,36,159
35,Where Are You Now,Lost Frequencies; Calum Scott,1.809.542,26,34,72
36,Blinding Lights,The Weeknd,1.775.827,1,35,712
