Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,MONTERO (Call Me By Your Name),Lil Nas X,5.946.870,1,1,47
2,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber; Daniel Caesar; Giveon,5.360.863,1,2,54
3,Kiss Me More (feat. SZA),Doja Cat; SZA,5.208.545,3,3,33
4,Levitating (feat. DaBaby),Dua Lipa; DaBaby,4.082.195,4,4,222
5,Astronaut In The Ocean,Masked Wolf,3.530.536,2,5,115
6,Leave The Door Open,Bruno Mars; Anderson .Paak; Silk Sonic,3.469.761,4,6,68
7,RAPSTAR,Polo G,3.164.751,3,7,33
8,Fiel,Los Legendarios; Wisin; Jhayco,3.134.611,7,8,86
9,Your Power,Billie Eilish,3.072.409,3,9,13
10,Pareja Del Año,Sebastian Yatra; Myke Towers,3.005.353,10,10,23
11,deja vu,Olivia Rodrigo,2.988.915,5,11,41
12,Save Your Tears (with Ariana Grande) (Remix),The Weeknd; Ariana Grande,2.980.018,3,12,19
13,drivers license,Olivia Rodrigo,2.695.576,1,13,124
14,Body (Remix) [feat. ArrDee E1 (3x3) ZT (3x3) Bugzy Malone Buni Fivio Foreign & Darkoo],Tion Wayne; Russ Millions; ArrDee; E1 (3x3); ZT (3x3); Bugzy Malone; Buni; Fivio Foreign; Darkoo,2.625.531,14,14,11
15,AM,Nio Garcia; Flow La Movie,2.557.454,12,15,33
16,Heartbreak Anniversary,Giveon,2.497.975,8,17,91
17,Blinding Lights,The Weeknd,2.478.612,1,18,530
18,Miss The Rage (feat. Playboi Carti),Trippie Redd; Playboi Carti,2.358.526,14,16,5
19,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Riton; Nightcrawlers; Mufasa & Hypeman; Dopamine,2.345.113,11,19,84
20,telepatía,Kali Uchis,2.341.535,2,20,85
21,The Business,Tiësto,2.224.351,8,23,191
22,Botella Tras Botella,Gera MX; Christian Nodal,2.206.550,4,21,19
23,Runaway,AURORA,2.180.177,16,24,51
24,DÁKITI,Bad Bunny; Jhayco,2.129.437,1,25,194
