Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,Easy On Me,Adele,7.559.544,1,1,42
2,STAY (with Justin Bieber),The Kid LAROI; Justin Bieber,5.139.845,1,2,139
3,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X; Jack Harlow,4.497.649,2,5,125
4,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,4.395.119,1,4,13
5,Oh My God,Adele,4.312.861,2,3,6
6,Cold Heart - PNAU Remix,Elton John; Dua Lipa; PNAU,3.981.754,5,6,104
7,Heat Waves,Glass Animals,3.910.888,3,7,334
8,Shivers,Ed Sheeran,3.600.056,4,8,76
9,abcdefu,GAYLE,3.338.793,9,11,11
10,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons; JID; Arcane; League of Legends,3.270.970,9,9,27
11,Bad Habits,Ed Sheeran,3.022.015,3,10,153
12,Pepas,Farruko,2.977.302,3,12,136
13,Smokin Out The Window,Bruno Mars; Anderson .Paak; Silk Sonic,2.886.207,6,14,20
14,My Universe,Coldplay; BTS,2.743.943,3,15,62
15,Can I Get It,Adele,2.636.365,7,13,6
16,Woman,Doja Cat,2.611.729,5,18,129
17,MONEY,LISA,2.568.140,5,19,76
18,One Right Now (with The Weeknd),Post Malone; The Weeknd,2.498.713,7,20,20
19,Do It To It,ACRAZE; Cherish,2.417.909,19,21,26
20,I Drink Wine,Adele,2.399.771,8,16,6
21,good 4 u,Olivia Rodrigo,2.346.430,1,23,195
22,love nwantiti (ah ah ah),CKay,2.287.682,9,22,73
23,Toxic,BoyWithUke,2.281.121,19,24,39
24,My Little Love,Adele,2.249.279,5,17,6
25,Need to Know,Doja Cat,2.146.550,6,31,167
26,THATS WHAT I WANT,Lil Nas X,2.138.032,3,29,69
27,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae; Kali Uchis; Moliy,2.121.013,18,26,24
28,love nwantiti (feat. Dj Yo! & AX'EL) - Remix,CKay; Dj Yo!; AX'EL,2.115.453,13,27,71
29,Kiss Me More (feat. SZA),Doja Cat; SZA,2.093.172,2,32,230
30,Beggin',Måneskin,2.071.802,1,33,177
31,All I Want for Christmas Is You,Mariah Carey,2.045.019,1,39,24
32,Happier Than Ever,Billie Eilish,2.041.963,6,34,118
33,MONTERO (Call Me By Your Name),Lil Nas X,2.008.956,1,36,244
34,Ghost,Justin Bieber,1.995.188,28,35,48
35,Moth To A Flame (with The Weeknd),Swedish House Mafia; The Weeknd,1.964.146,4,37,34
36,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy; Bad Bunny; Julieta Venegas,1.922.052,7,38,51
37,Where Are You Now,Lost Frequencies; Calum Scott,1.835.107,26,42,87
38,Blinding Lights,The Weeknd,1.818.159,1,44,727
39,Strangers By Nature,Adele,1.804.033,3,25,6
40,To Be Loved,Adele,1.786.143,13,30,6
41,Yonaguni,Bad Bunny,1.769.205,3,45,174
42,Cry Your Heart Out,Adele,1.765.669,10,28,6
43,traitor,Olivia Rodrigo,1.756.248,7,49,188
44,Meet Me At Our Spot,THE ANXIETY; WILLOW; Tyler Cole,1.739.596,23,47,86
45,LA FAMA,ROSALÍA; The Weeknd,1.715.734,30,46,13
46,Life Goes On,Oliver Tree,1.708.377,14,48,84
47,Better Days (NEIKED x Mae Muller x Polo G),NEIKED; Mae Muller; Polo G,1.678.473,29,50,38
48,I Love You So,The Walters,1.565.302,39,52,45
49,Hold On,Adele,1.542.092,17,40,6
