Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,MONTERO (Call Me By Your Name),Lil Nas X,7.712.111,1,1,21
2,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber; Daniel Caesar; Giveon,7.085.358,1,2,28
3,RAPSTAR,Polo G,4.408.833,3,3,7
4,Astronaut In The Ocean,Masked Wolf,4.224.761,2,4,89
5,deja vu,Olivia Rodrigo,3.770.821,5,5,15
6,Kiss Me More (feat. SZA),Doja Cat; SZA,3.599.436,5,6,7
7,Leave The Door Open,Bruno Mars; Anderson .Paak; Silk Sonic,3.593.664,4,7,42
8,Levitating (feat. DaBaby),Dua Lipa; DaBaby,3.468.047,8,12,196
9,drivers license,Olivia Rodrigo,3.417.341,1,8,98
10,Save Your Tears,The Weeknd,3.396.712,2,9,100
11,Fiel,Los Legendarios; Wisin; Jhayco,3.395.170,7,10,60
12,Heartbreak Anniversary,Giveon,3.337.790,8,11,65
13,telepatía,Kali Uchis,3.150.638,2,13,59
14,Blinding Lights,The Weeknd,2.749.024,1,14,504
15,DÁKITI,Bad Bunny; Jhayco,2.672.707,1,16,168
16,Hold On,Justin Bieber,2.612.419,2,15,42
17,The Business,Tiësto,2.564.890,8,17,165
18,Up,Cardi B,2.484.189,13,18,70
19,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Riton; Nightcrawlers; Mufasa & Hypeman; Dopamine,2.388.506,14,19,58
20,Runaway,AURORA,2.216.468,20,21,25
21,Calling My Phone,Lil Tjay; 6LACK,2.153.559,3,20,63
22,WITHOUT YOU,The Kid LAROI,2.044.676,6,22,136
23,Arcade,Duncan Laurence,2.006.484,14,24,73
24,Mood (feat. iann dior),24kGoldn; iann dior,2.003.506,1,23,249
25,Bandido,Myke Towers; Juhn,1.970.144,5,26,111
26,Streets,Doja Cat,1.960.744,7,25,95
27,911,Sech,1.865.476,24,32,60
28,Heat Waves,Glass Animals,1.821.232,25,28,111
29,Watermelon Sugar,Harry Styles,1.815.161,4,29,516
30,Your Love (9PM),ATB; Topic; A7S,1.805.187,24,30,74
31,LA NOCHE DE ANOCHE,Bad Bunny; ROSALÍA,1.780.534,2,33,140
32,Dynamite,BTS,1.775.602,1,31,238
33,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),Taylor Swift,1.719.836,6,27,9
34,Someone You Loved,Lewis Capaldi,1.714.709,4,35,824
35,Goosebumps - Remix,Travis Scott; HVME,1.696.139,31,34,91
36,Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5; Megan Thee Stallion,1.641.971,36,36,39
37,Don't Start Now,Dua Lipa,1.622.159,2,38,532
38,Baila Conmigo (with Rauw Alejandro),Selena Gomez; Rauw Alejandro,1.616.005,16,37,77
39,Anyone,Justin Bieber,1.586.312,4,40,105
40,Ella No Es Tuya - Remix,Rochy RD; Myke Towers; Nicki Nicole,1.543.118,21,41,63
41,We're Good,Dua Lipa,1.532.478,10,42,63
42,Good Days,SZA,1.531.104,5,39,111
43,positions,Ariana Grande,1.503.097,1,43,175
44,Best Friend (feat. Doja Cat),Saweetie; Doja Cat,1.463.359,44,44,98
45,Head & Heart (feat. MNEK),Joel Corry; MNEK,1.460.531,10,46,277
46,Paradise (feat. Dermot Kennedy),MEDUZA; Dermot Kennedy,1.447.429,24,49,111
47,Met Him Last Night (feat. Ariana Grande),Demi Lovato; Ariana Grande,1.437.919,24,45,14
48,Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,Nathan Evans; 220 KID; Billen Ted,1.434.423,29,47,66
49,Lemonade (feat. Gunna Don Toliver & NAV),Internet Money; Gunna; Don Toliver; NAV,1.430.334,2,48,245
50,Hecha Pa' Mi,Boza,1.398.809,14,50,141
51,EL MAKINON,KAROL G; Mariah Angeliq,1.394.641,51,61,21
52,Sweater Weather,The Neighbourhood,1.341.415,33,51,215
53,AM,Nio Garcia; Flow La Movie,1.335.615,53,60,7
54,you broke me first,Tate McRae,1.319.965,12,52,279
55,Holy (feat. Chance The Rapper),Justin Bieber; Chance the Rapper,1.296.521,4,54,210
56,ROCKSTAR (feat. Roddy Ricch),DaBaby; Roddy Ricch,1.286.456,1,56,364
57,What’s Next,Drake,1.284.818,1,53,42
58,Talking to the Moon,Bruno Mars,1.283.300,58,63,26
59,GIRL LIKE ME,Black Eyed Peas; Shakira,1.282.116,34,55,111
60,My Head & My Heart,Ava Max,1.270.172,56,57,63
61,Dance Monkey,Tones And I,1.269.154,1,62,638
62,34+35,Ariana Grande,1.265.559,2,59,168
63,Whoopty,CJ,1.255.669,8,58,173
64,BED,Joel Corry; RAYE; David Guetta,1.251.065,64,65,32
65,Otra Noche Sin Ti,J Balvin; Khalid,1.201.176,54,67,7
66,Roses - Imanbek Remix,SAINt JHN; Imanbek,1.187.550,2,69,477
67,Before You Go,Lewis Capaldi,1.177.738,17,72,111
68,As I Am (feat. Khalid),Justin Bieber; Khalid,1.175.155,4,68,28
69,WAP (feat. Megan Thee Stallion),Cardi B; Megan Thee Stallion,1.167.619,1,70,252
70,Prisoner (feat. Dua Lipa),Miley Cyrus; Dua Lipa,1.163.371,10,71,147
71,Shy Away,Twenty One Pilots,1.140.820,37,66,9
72,Lonely (with benny blanco),Justin Bieber; benny blanco,1.119.868,5,77,182
73,lovely (with Khalid),Billie Eilish; Khalid,1.115.742,19,76,111
74,Love Story (Taylor’s Version),Taylor Swift,1.113.807,2,64,8
75,Therefore I Am,Billie Eilish,1.110.891,2,75,155
76,On The Ground,ROSÉ,1.108.383,8,73,35
77,Batom de Cereja - Ao Vivo,Israel & Rodolffo,1.102.775,28,92,36
78,Heather,Conan Gray,1.095.240,11,78,268
79,Reloj,Rauw Alejandro; Anuel AA,1.092.724,25,81,171
80,What You Know Bout Love,Pop Smoke,1.092.089,5,74,214
81,Circles,Post Malone,1.072.069,1,82,111
82,Headshot (feat. Polo G & Fivio Foreign),Lil Tjay; Polo G; Fivio Foreign,1.069.826,57,79,28
83,Another Love,Tom Odell,1.068.825,83,83,6
84,Wants and Needs (feat. Lil Baby),Drake; Lil Baby,1.063.788,2,80,42
85,BICHOTA,KAROL G,1.060.988,2,85,175
86,Shallow,Lady Gaga; Bradley Cooper,1.055.659,2,86,111
87,Martin & Gina,Polo G,1.040.271,87,89,75
88,Hawái,Maluma,1.034.637,2,90,259
89,Señorita,Shawn Mendes; Camila Cabello,1.030.946,1,91,111
90,SugarCrash!,ElyOtto,1.030.785,50,84,55
91,Travesuras - Remix,Nio Garcia; Casper Magico; Ozuna; Wisin & Yandel; Myke Towers; Flow La Movie,1.028.367,84,94,32
92,For The Night (feat. Lil Baby & DaBaby),Pop Smoke; Lil Baby; DaBaby,1.018.378,6,93,287
93,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,1.008.551,1,96,111
94,Slumber Party (feat. Princess Nokia),Ashnikko; Princess Nokia,1.003.154,94,95,18
95,HOLIDAY,Lil Nas X,997.993,16,87,154
96,Film out,BTS,997.728,19,88,15
97,Memories Remix (feat. Nipsey Hussle & YG),Maroon 5; Nipsey Hussle; YG,983.823,2,100,111
98,TE MUDASTE,Bad Bunny,982.456,3,111,140
99,Cloud 9,Beach Bunny,980.717,86,97,19
100,Believer,Imagine Dragons,980.602,15,99,111
101,Adore You,Harry Styles,967.215,3,102,111
102,Cover Me In Sunshine,P!nk; Willow Sage Hart,966.757,102,103,19
103,death bed (coffee for your head),Powfu; beabadoobee,966.247,4,101,111
104,Cupid's Chokehold / Breakfast in America,Gym Class Heroes,965.229,74,98,38
105,bad guy,Billie Eilish,960.820,1,104,111
106,Disco Arranhado - Funk Remix,Malu; DJ Lucas Beat,954.810,68,113,17
107,Follow You,Imagine Dragons,949.043,46,105,35
108,Take Me To Church,Hozier,948.425,91,106,89
