Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,MONTERO (Call Me By Your Name),Lil Nas X,6.426.947,1,1,39
2,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber; Daniel Caesar; Giveon,5.736.638,1,2,46
3,Kiss Me More (feat. SZA),Doja Cat; SZA,4.806.239,3,3,25
4,Your Power,Billie Eilish,4.789.081,3,4,5
5,Levitating (feat. DaBaby),Dua Lipa; DaBaby,3.918.859,5,5,214
6,Astronaut In The Ocean,Masked Wolf,3.713.151,2,6,107
7,Leave The Door Open,Bruno Mars; Anderson .Paak; Silk Sonic,3.540.796,4,7,60
8,RAPSTAR,Polo G,3.480.337,3,8,25
9,Save Your Tears (with Ariana Grande) (Remix),The Weeknd; Ariana Grande,3.278.387,3,10,11
10,Fiel,Los Legendarios; Wisin; Jhayco,3.276.692,7,9,78
11,deja vu,Olivia Rodrigo,3.088.243,5,11,33
12,Pareja Del Año,Sebastian Yatra; Myke Towers,2.946.387,12,12,15
13,drivers license,Olivia Rodrigo,2.801.429,1,14,116
14,Heartbreak Anniversary,Giveon,2.711.973,8,15,83
15,Botella Tras Botella,Gera MX; Christian Nodal,2.563.763,4,13,11
16,AM,Nio Garcia; Flow La Movie,2.543.985,16,17,25
17,telepatía,Kali Uchis,2.505.986,2,18,77
18,Blinding Lights,The Weeknd,2.494.108,1,16,522
19,Runaway,AURORA,2.401.488,16,21,43
20,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Riton; Nightcrawlers; Mufasa & Hypeman; Dopamine,2.384.842,11,20,76
21,DÁKITI,Bad Bunny; Jhayco,2.327.865,1,19,186
22,The Business,Tiësto,2.267.179,8,22,183
23,Hold On,Justin Bieber,2.181.580,2,23,60
24,Save Your Tears,The Weeknd,2.026.680,2,24,118
25,Up,Cardi B,1.949.105,13,25,88
26,Arcade,Duncan Laurence,1.859.859,14,27,91
27,Mood (feat. iann dior),24kGoldn; iann dior,1.848.421,1,26,267
28,Heat Waves,Glass Animals,1.769.651,25,29,129
29,Streets,Doja Cat,1.760.431,7,30,113
30,Bandido,Myke Towers; Juhn,1.733.728,5,28,129
31,Goosebumps - Remix,Travis Scott; HVME,1.700.153,31,32,109
32,Your Love (9PM),ATB; Topic; A7S,1.697.723,24,35,92
33,911,Sech,1.692.795,22,31,78
34,WITHOUT YOU (with Miley Cyrus),The Kid LAROI; Miley Cyrus,1.681.933,26,36,4
35,Dynamite,BTS,1.680.181,1,37,256
36,Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5; Megan Thee Stallion,1.675.171,32,39,57
37,Watermelon Sugar,Harry Styles,1.657.066,4,33,534
38,EL MAKINON,KAROL G; Mariah Angeliq,1.645.748,34,34,39
39,Calling My Phone,Lil Tjay; 6LACK,1.596.894,3,38,81
40,Someone You Loved,Lewis Capaldi,1.579.458,4,41,842
41,LA NOCHE DE ANOCHE,Bad Bunny; ROSALÍA,1.507.235,2,40,158
42,Talking to the Moon,Bruno Mars,1.506.631,42,44,44
43,Don't Start Now,Dua Lipa,1.498.221,2,42,550
44,WITHOUT YOU,The Kid LAROI,1.496.401,6,43,154
45,I DID IT (feat. Post Malone Megan Thee Stallion Lil Baby & DaBaby),DJ Khaled; Post Malone; DaBaby; Megan Thee Stallion; Lil Baby,1.433.817,36,46,4
46,BED,Joel Corry; RAYE; David Guetta,1.424.148,42,48,50
47,We're Good,Dua Lipa,1.404.364,10,49,81
48,Best Friend (feat. Doja Cat),Saweetie; Doja Cat,1.349.310,42,47,116
49,Sweater Weather,The Neighbourhood,1.313.169,33,53,233
50,Head & Heart (feat. MNEK),Joel Corry; MNEK,1.305.684,10,51,295
51,positions,Ariana Grande,1.301.526,1,54,193
52,Good Days,SZA,1.290.510,5,52,129
53,Baila Conmigo (with Rauw Alejandro),Selena Gomez; Rauw Alejandro,1.257.394,16,55,95
54,Paradise (feat. Dermot Kennedy),MEDUZA; Dermot Kennedy,1.246.842,24,60,129
55,lovely (with Khalid),Billie Eilish; Khalid,1.219.455,19,62,129
56,In the morning,ITZY,1.197.636,56,66,4
57,Lemonade (feat. Gunna Don Toliver & NAV),Internet Money; Gunna; Don Toliver; NAV,1.194.932,2,57,263
58,Ella No Es Tuya - Remix,Rochy RD; Myke Towers; Nicki Nicole,1.191.530,21,56,81
59,Body (Remix) [feat. ArrDee E1 (3x3) ZT (3x3) Bugzy Malone Buni Fivio Foreign & Darkoo],Tion Wayne; Russ Millions; ArrDee; E1 (3x3); ZT (3x3); Bugzy Malone; Buni; Fivio Foreign; Darkoo,1.185.060,59,95,3
60,Hecha Pa' Mi,Boza,1.174.991,14,61,159
61,ROCKSTAR (feat. Roddy Ricch),DaBaby; Roddy Ricch,1.170.790,1,58,382
62,Cover Me In Sunshine,P!nk; Willow Sage Hart,1.165.321,56,63,37
63,Wants and Needs (feat. Lil Baby),Drake; Lil Baby,1.162.758,2,72,60
64,Anyone,Justin Bieber,1.160.603,4,65,123
65,34+35,Ariana Grande,1.150.563,2,64,186
66,Dance Monkey,Tones And I,1.129.948,1,59,656
67,Before You Go,Lewis Capaldi,1.109.835,17,73,129
68,Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,Nathan Evans; 220 KID; Billen Ted,1.100.262,29,74,84
69,My Head & My Heart,Ava Max,1.093.850,56,69,81
70,Therefore I Am,Billie Eilish,1.093.039,2,91,2
71,Roses - Imanbek Remix,SAINt JHN; Imanbek,1.091.490,2,67,495
72,you broke me first,Tate McRae,1.088.991,12,75,297
73,Another Love,Tom Odell,1.087.073,71,76,24
74,bad guy,Billie Eilish,1.056.037,1,79,129
75,Levitating,Dua Lipa,1.053.431,35,77,22
76,Solid (feat. Drake),Young Stoner Life; Young Thug; Gunna; Drake,1.030.026,17,81,18
77,Heather,Conan Gray,1.017.965,11,85,286
78,Circles,Post Malone,1.012.237,1,82,129
79,Whoopty,CJ,1.004.081,8,80,191
80,WAP (feat. Megan Thee Stallion),Cardi B; Megan Thee Stallion,1.000.613,1,70,270
81,Martin & Gina,Polo G,991.888,77,88,93
82,Reloj,Rauw Alejandro; Anuel AA,980.814,25,78,189
83,Holy (feat. Chance The Rapper),Justin Bieber; Chance the Rapper,980.034,4,90,228
84,Follow You,Imagine Dragons,977.457,46,100,53
85,Shallow,Lady Gaga; Bradley Cooper,975.848,2,86,129
86,Volta Bebê Volta Neném,Dj Guuga; DJ Ivis,975.043,45,50,14
87,Snow Tha Product: Bzrp Music Sessions Vol. 39,Bizarrap; Snow Tha Product,972.110,87,97,4
88,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,959.373,1,87,129
89,What You Know Bout Love,Pop Smoke,947.180,5,84,232
90,Believer,Imagine Dragons,929.575,15,94,129
91,GIRL LIKE ME,Black Eyed Peas; Shakira,919.560,34,103,129
92,durag activity (with Travis Scott),Baby Keem; Travis Scott,915.085,38,68,4
93,Body,Russ Millions; Tion Wayne,914.880,93,115,15
94,Memories Remix (feat. Nipsey Hussle & YG),Maroon 5; Nipsey Hussle; YG,912.693,2,107,129
95,Prisoner (feat. Dua Lipa),Miley Cyrus; Dua Lipa,910.033,10,109,165
96,Take Me To Church,Hozier,908.496,91,113,107
97,Slumber Party (feat. Princess Nokia),Ashnikko; Princess Nokia,906.324,85,108,36
98,Rasputin,Majestic; Boney M.,905.566,80,99,14
99,Hawái,Maluma,902.747,2,92,277
100,Batom de Cereja - Ao Vivo,Israel & Rodolffo,900.880,28,45,54
101,You,Regard; Troye Sivan; Tate McRae,899.949,74,112,18
102,Wasted Love (feat. Lagique),Ofenbach; Lagique,898.503,84,126,39
103,goosebumps,Travis Scott,898.475,10,98,129
104,Lucid Dreams,Juice WRLD,895.688,2,96,129
105,everything i wanted,Billie Eilish,894.417,1,130,8
106,Adore You,Harry Styles,889.774,3,119,129
107,death bed (coffee for your head),Powfu; beabadoobee,889.437,4,101,129
108,Say You Won't Let Go,James Arthur,888.257,7,122,129
109,Shape of You,Ed Sheeran,881.425,1,111,129
110,Miénteme,TINI; Maria Becerra,874.422,110,116,4
111,For The Night (feat. Lil Baby & DaBaby),Pop Smoke; Lil Baby; DaBaby,870.554,6,106,305
112,Cloud 9,Beach Bunny,869.439,73,120,37
113,What’s Next,Drake,867.113,1,117,60
114,Señorita,Shawn Mendes; Camila Cabello,861.831,1,118,129
115,BICHOTA,KAROL G,859.429,2,93,193
116,love race (feat. Kellin Quinn),Machine Gun Kelly; Kellin Quinn,854.321,62,133,5
117,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),DJ Khaled; Lil Baby; Lil Durk,854.144,70,132,4
118,Daddy Issues,The Neighbourhood,852.744,91,131,129
119,Headshot (feat. Polo G & Fivio Foreign),Lil Tjay; Polo G; Fivio Foreign,852.046,57,128,46
120,Perfect,Ed Sheeran,843.817,3,127,129
121,Aloha,Maluma; Beéle; Rauw Alejandro; Mambo Kingz; DJ Luian; Darell,835.090,121,137,18
122,when the party's over,Billie Eilish,833.524,7,165,2
123,Lonely (with benny blanco),Justin Bieber; benny blanco,832.633,5,139,200
124,LET IT GO (feat. Justin Bieber & 21 Savage),DJ Khaled; 21 Savage; Justin Bieber,832.608,60,171,4
125,Travesuras - Remix,Nio Garcia; Casper Magico; Ozuna; Wisin & Yandel; Myke Towers; Flow La Movie,827.681,84,123,50
126,POPSTAR (feat. Drake),DJ Khaled; Drake,825.831,4,121,4
127,Just the Way You Are,Bruno Mars,825.830,115,142,85
128,Shy Away,Twenty One Pilots,824.129,37,149,8
129,At My Worst,Pink Sweat$,819.939,66,136,129
130,Breaking Me,Topic; A7S,819.685,6,143,129
131,On The Ground,ROSÉ,814.707,8,152,53
132,Yellow,Coldplay,812.347,132,158,23
133,The Nights,Avicii,806.119,24,140,23
134,Golden,Harry Styles,805.105,21,147,129
135,All of Me,John Legend,802.004,76,156,122
136,TE MUDASTE,Bad Bunny,800.454,3,129,158
137,Freaks,Surf Curse,800.244,137,179,2
138,Falling,Harry Styles,798.302,18,167,2
