Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,DÁKITI,Bad Bunny; Jhayco,4.461.715,1,1,70
2,Mood (feat. iann dior),24kGoldn; iann dior,3.414.046,1,2,151
3,Blinding Lights,The Weeknd,3.332.131,1,3,406
4,positions,Ariana Grande,3.201.275,1,4,77
5,Anyone,Justin Bieber,3.159.532,4,5,7
6,BICHOTA,KAROL G,3.038.033,2,6,77
7,34+35,Ariana Grande,2.904.036,2,7,70
8,Lemonade (feat. Gunna Don Toliver & NAV),Internet Money; Gunna; Don Toliver; NAV,2.673.584,2,9,147
9,Dynamite,BTS,2.649.780,1,8,140
10,WITHOUT YOU,The Kid LAROI,2.583.402,10,12,38
11,LA NOCHE DE ANOCHE,Bad Bunny; ROSALÍA,2.573.548,2,11,42
12,Whoopty,CJ,2.552.444,10,10,75
13,Therefore I Am,Billie Eilish,2.366.336,2,13,57
14,Levitating (feat. DaBaby),Dua Lipa; DaBaby,2.295.977,11,14,98
15,Monster (Shawn Mendes & Justin Bieber),Shawn Mendes; Justin Bieber,2.225.794,6,15,49
16,Good Days,SZA,2.179.984,16,18,13
17,What You Know Bout Love,Pop Smoke,2.161.160,5,16,116
18,Afterglow,Ed Sheeran,2.119.630,12,17,18
19,you broke me first,Tate McRae,2.041.290,12,19,181
20,Watermelon Sugar,Harry Styles,2.022.380,4,20,418
21,willow,Taylor Swift,2.020.674,1,21,28
22,HOLIDAY,Lil Nas X,1.981.054,16,22,56
23,Head & Heart (feat. MNEK),Joel Corry; MNEK,1.958.493,10,24,179
24,Lonely (with benny blanco),Justin Bieber; benny blanco,1.945.323,5,23,84
25,Bandido,Myke Towers; Juhn,1.918.906,25,30,13
26,Hecha Pa' Mi,Boza,1.897.880,25,27,43
27,Hawái,Maluma,1.881.891,2,26,161
28,The Business,Tiësto,1.836.126,22,33,67
29,WAP (feat. Megan Thee Stallion),Cardi B; Megan Thee Stallion,1.833.441,1,25,154
30,Prisoner (feat. Dua Lipa),Miley Cyrus; Dua Lipa,1.817.801,10,28,49
31,ROCKSTAR (feat. Roddy Ricch),DaBaby; Roddy Ricch,1.789.278,1,29,266
32,Someone You Loved,Lewis Capaldi,1.782.689,4,31,726
33,Snowman,Sia,1.760.732,9,32,29
34,Reloj,Rauw Alejandro; Anuel AA,1.705.133,25,35,73
35,For The Night (feat. Lil Baby & DaBaby),Pop Smoke; Lil Baby; DaBaby,1.696.204,6,34,189
36,La Nota,Manuel Turizo; Rauw Alejandro; Myke Towers,1.657.691,21,37,91
37,Roses - Imanbek Remix,SAINt JHN; Imanbek,1.630.605,2,36,379
38,Goosebumps,HVME,1.618.442,34,39,13
39,Dance Monkey,Tones And I,1.601.861,1,38,540
40,Don't Start Now,Dua Lipa,1.552.721,2,40,434
41,Paradise (feat. Dermot Kennedy),MEDUZA; Dermot Kennedy,1.522.103,41,44,13
42,Chica Ideal,Sebastian Yatra; Guaynaa,1.510.223,32,43,77
43,Sweater Weather,The Neighbourhood,1.505.662,42,42,117
44,Heather,Conan Gray,1.489.373,11,41,170
45,Before You Go,Lewis Capaldi,1.437.129,17,46,13
46,BEBÉ,Camilo; El Alfa,1.436.735,39,49,34
47,Relación - Remix,Sech; Daddy Yankee; J Balvin; ROSALÍA; Farruko,1.430.605,11,48,126
48,Holy (feat. Chance The Rapper),Justin Bieber; Chance the Rapper,1.409.919,4,45,112
49,TE MUDASTE,Bad Bunny,1.378.860,3,50,42
50,Wonder,Shawn Mendes,1.361.696,12,47,13
51,La Tóxica,Farruko,1.325.325,19,51,125
52,Vida de Rico,Camilo,1.320.501,23,54,108
53,Laugh Now Cry Later (feat. Lil Durk),Drake; Lil Durk,1.288.772,2,53,13
54,Life Goes On,BTS,1.264.073,3,55,49
55,Put Your Records On,Ritt Momney,1.250.854,15,52,13
56,Take You Dancing,Jason Derulo,1.250.716,26,56,13
57,Mi Niña,Wisin; Myke Towers; Los Legendarios,1.241.388,37,58,95
58,SO DONE,The Kid LAROI,1.223.508,40,60,13
59,GIRL LIKE ME,Black Eyed Peas; Shakira,1.222.937,57,57,13
60,Savage Love (Laxed - Siren Beat),Jawsh 685; Jason Derulo,1.207.183,1,61,210
61,Breaking Me,Topic; A7S,1.206.801,6,63,13
62,Una Locura,Ozuna; J Balvin; Chencho Corleone,1.206.750,30,67,122
63,death bed (coffee for your head),Powfu; beabadoobee,1.206.194,4,59,13
64,UN DIA (ONE DAY) (Feat. Tainy),J Balvin; Dua Lipa; Bad Bunny; Tainy,1.198.534,9,66,13
65,Circles,Post Malone,1.195.235,1,62,13
66,Golden,Harry Styles,1.167.703,21,65,13
67,The Box,Roddy Ricch,1.161.283,1,64,13
68,Se Te Nota (with Guaynaa),Lele Pons; Guaynaa,1.148.728,23,72,115
69,La Curiosidad,Jay Wheeler; DJ Nelson; Myke Towers,1.145.685,19,73,199
70,Memories Remix (feat. Nipsey Hussle & YG),Maroon 5; Nipsey Hussle; YG,1.141.017,2,71,13
71,pov,Ariana Grande,1.139.371,18,68,13
72,lovely (with Khalid),Billie Eilish; Khalid,1.124.885,19,70,13
73,Adore You,Harry Styles,1.118.494,3,69,13
74,Lucid Dreams,Juice WRLD,1.111.462,2,78,13
75,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,1.109.974,1,76,13
76,Body,Megan Thee Stallion,1.108.180,54,74,13
77,Train Wreck,James Arthur,1.105.910,58,77,13
78,Save Your Tears,The Weeknd,1.099.560,20,144,2
79,Wishing Well,Juice WRLD,1.099.366,6,79,13
80,Jeans,Justin Quiles,1.091.294,31,80,133
81,Blueberry Faygo,Lil Mosey,1.080.890,8,75,13
82,Ay DiOs Mío!,KAROL G,1.076.249,12,81,179
83,At My Worst,Pink Sweat$,1.065.147,82,82,13
84,Parce (feat. Justin Quiles),Maluma; Lenny Tavárez; Justin Quiles,1.061.751,35,87,13
85,Nathy Peluso: Bzrp Music Sessions Vol. 36,Bizarrap; NATHY PELUSO,1.055.404,74,85,13
86,Señorita,Shawn Mendes; Camila Cabello,1.046.907,1,83,13
87,Reminds Me Of You,Juice WRLD; The Kid LAROI,1.037.950,55,88,13
88,Rain On Me (with Ariana Grande),Lady Gaga; Ariana Grande,1.030.684,1,84,13
89,goosebumps,Travis Scott,1.023.850,10,86,13
90,Head Shoulders Knees & Toes (feat. Norma Jean Martine),Ofenbach; Quarterhead; Norma Jean Martine,1.021.730,50,91,13
91,Come & Go (with Marshmello),Juice WRLD; Marshmello,1.001.548,2,90,13
92,Tusa,KAROL G; Nicki Minaj,1.001.537,3,93,13
93,Sofia,Clairo,1.000.039,44,89,13
94,Hawái - Remix,Maluma; The Weeknd,995.175,13,95,13
95,Stuck with U (with Justin Bieber),Ariana Grande; Justin Bieber,988.572,1,94,13
96,Hello (feat. A Boogie Wit da Hoodie),Pop Smoke; A Boogie Wit da Hoodie,984.303,90,97,13
97,Dreams - 2004 Remaster,Fleetwood Mac,984.047,17,92,13
98,Polvo,Nicky Jam; Myke Towers,980.335,94,106,13
99,Robbery,Juice WRLD,974.842,11,99,13
100,bad guy,Billie Eilish,970.779,1,96,13
101,Love Not War (The Tampa Beat),Jason Derulo; Nuka,968.014,101,112,12
102,Falling,Trevor Daniel,962.677,5,98,13
103,Tattoo - Remix with Camilo,Rauw Alejandro; Camilo,960.683,21,108,13
104,Midnight Sky,Miley Cyrus,954.321,10,103,13
105,Heat Waves,Glass Animals,953.810,99,101,13
