Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,Easy On Me,Adele,6.046.613,1,1,48
2,STAY (with Justin Bieber),The Kid LAROI; Justin Bieber,4.766.683,1,2,145
3,abcdefu,GAYLE,4.200.754,3,4,17
4,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X; Jack Harlow,4.143.924,2,3,131
5,Cold Heart - PNAU Remix,Elton John; Dua Lipa; PNAU,3.781.876,4,6,110
6,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons; JID; Arcane; League of Legends,3.724.610,6,8,33
7,Heat Waves,Glass Animals,3.655.539,3,7,340
8,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,3.644.428,1,5,19
9,Shivers,Ed Sheeran,3.244.093,4,9,82
10,All I Want for Christmas Is You,Mariah Carey,3.047.002,1,11,30
11,Oh My God,Adele,2.979.237,2,10,12
12,Pepas,Farruko,2.777.033,3,12,142
13,Bad Habits,Ed Sheeran,2.763.021,3,13,159
14,Do It To It,ACRAZE; Cherish,2.644.338,14,15,32
15,My Universe,Coldplay; BTS,2.593.662,3,14,68
16,Woman,Doja Cat,2.474.051,5,17,135
17,Smokin Out The Window,Bruno Mars; Anderson .Paak; Silk Sonic,2.451.335,6,16,26
18,Last Christmas,Wham!,2.442.794,2,18,18
19,MONEY,LISA,2.276.428,5,19,82
20,One Right Now (with The Weeknd),Post Malone; The Weeknd,2.185.715,7,20,26
21,love nwantiti (ah ah ah),CKay,2.175.209,9,21,79
22,good 4 u,Olivia Rodrigo,2.152.211,1,23,201
23,Toxic,BoyWithUke,2.141.007,19,22,45
24,Need to Know,Doja Cat,2.028.717,6,24,173
25,THATS WHAT I WANT,Lil Nas X,1.977.870,3,25,75
26,love nwantiti (feat. Dj Yo! & AX'EL) - Remix,CKay; Dj Yo!; AX'EL,1.970.098,13,26,77
27,It's Beginning to Look a Lot like Christmas,Michael Bublé,1.960.268,3,28,12
28,Beggin',Måneskin,1.958.591,1,29,183
29,Kiss Me More (feat. SZA),Doja Cat; SZA,1.945.314,2,27,236
30,Ghost,Justin Bieber,1.918.421,28,30,54
31,Jingle Bell Rock,Bobby Helms,1.871.534,4,33,11
32,Happier Than Ever,Billie Eilish,1.869.632,6,32,124
33,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae; Kali Uchis; Moliy,1.868.634,18,31,30
34,MONTERO (Call Me By Your Name),Lil Nas X,1.865.735,1,34,250
