Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,drivers license,Olivia Rodrigo,13.701.177,1,1,7
2,DÁKITI,Bad Bunny; Jhayco,4.349.367,1,2,77
3,Blinding Lights,The Weeknd,3.359.394,1,3,413
4,Mood (feat. iann dior),24kGoldn; iann dior,3.325.239,1,4,158
5,34+35,Ariana Grande,3.159.700,2,6,77
6,positions,Ariana Grande,3.113.144,1,5,84
7,BICHOTA,KAROL G,3.068.696,2,7,84
8,Anyone,Justin Bieber,2.918.220,4,8,14
9,Good Days,SZA,2.858.961,9,9,20
10,WITHOUT YOU,The Kid LAROI,2.765.593,9,10,45
11,Whoopty,CJ,2.666.620,9,11,82
12,Lemonade (feat. Gunna Don Toliver & NAV),Internet Money; Gunna; Don Toliver; NAV,2.609.449,2,12,154
13,Dynamite,BTS,2.592.312,1,13,147
14,LA NOCHE DE ANOCHE,Bad Bunny; ROSALÍA,2.573.178,2,14,49
15,Levitating (feat. DaBaby),Dua Lipa; DaBaby,2.418.275,11,15,105
16,Bandido,Myke Towers; Juhn,2.400.019,16,17,20
17,Therefore I Am,Billie Eilish,2.384.953,2,16,64
18,Hecha Pa' Mi,Boza,2.277.936,17,18,50
19,Save Your Tears,The Weeknd,2.236.741,19,21,9
20,you broke me first,Tate McRae,2.215.420,12,19,188
21,What You Know Bout Love,Pop Smoke,2.154.294,5,20,123
22,Monster (Shawn Mendes & Justin Bieber),Shawn Mendes; Justin Bieber,2.076.244,6,22,56
23,The Business,Tiësto,2.040.582,22,23,74
24,Head & Heart (feat. MNEK),Joel Corry; MNEK,1.976.818,10,24,186
25,Watermelon Sugar,Harry Styles,1.975.897,4,25,425
26,Goosebumps,HVME,1.964.778,26,27,20
27,Lonely (with benny blanco),Justin Bieber; benny blanco,1.891.536,5,28,91
28,Afterglow,Ed Sheeran,1.873.753,12,29,25
29,HOLIDAY,Lil Nas X,1.865.457,16,26,63
30,Hawái,Maluma,1.857.528,2,31,168
31,willow,Taylor Swift,1.846.342,1,30,35
32,Prisoner (feat. Dua Lipa),Miley Cyrus; Dua Lipa,1.834.695,10,32,56
33,Someone You Loved,Lewis Capaldi,1.833.217,4,33,733
34,WAP (feat. Megan Thee Stallion),Cardi B; Megan Thee Stallion,1.813.898,1,34,161
35,Reloj,Rauw Alejandro; Anuel AA,1.729.795,25,37,80
36,Snowman,Sia,1.718.988,9,35,36
37,Heather,Conan Gray,1.717.958,11,36,177
38,Paradise (feat. Dermot Kennedy),MEDUZA; Dermot Kennedy,1.693.167,38,39,20
39,For The Night (feat. Lil Baby & DaBaby),Pop Smoke; Lil Baby; DaBaby,1.678.619,6,38,196
40,ROCKSTAR (feat. Roddy Ricch),DaBaby; Roddy Ricch,1.638.814,1,40,273
41,La Nota,Manuel Turizo; Rauw Alejandro; Myke Towers,1.633.710,21,41,98
42,Roses - Imanbek Remix,SAINt JHN; Imanbek,1.610.141,2,42,386
43,Dance Monkey,Tones And I,1.593.941,1,44,547
44,Sweater Weather,The Neighbourhood,1.590.763,41,43,124
45,Don't Start Now,Dua Lipa,1.534.361,2,45,441
46,Before You Go,Lewis Capaldi,1.490.271,17,46,20
47,Chica Ideal,Sebastian Yatra; Guaynaa,1.489.593,32,47,84
48,BEBÉ,Camilo; El Alfa,1.430.630,39,48,41
49,Relación - Remix,Sech; Daddy Yankee; J Balvin; ROSALÍA; Farruko,1.395.338,11,50,133
50,Wonder,Shawn Mendes,1.368.320,12,49,20
51,GIRL LIKE ME,Black Eyed Peas; Shakira,1.333.437,51,51,20
52,TE MUDASTE,Bad Bunny,1.317.376,3,53,49
53,Train Wreck,James Arthur,1.291.869,52,52,20
54,Laugh Now Cry Later (feat. Lil Durk),Drake; Lil Durk,1.284.220,2,54,20
55,La Tóxica,Farruko,1.282.849,19,56,132
56,Take You Dancing,Jason Derulo,1.276.022,26,55,20
57,Vida de Rico,Camilo,1.259.785,23,59,115
58,Holy (feat. Chance The Rapper),Justin Bieber; Chance the Rapper,1.256.971,4,57,119
59,SO DONE,The Kid LAROI,1.235.568,40,60,20
60,Mi Niña,Wisin; Myke Towers; Los Legendarios,1.221.182,37,62,102
61,Life Goes On,BTS,1.215.847,3,58,56
62,Put Your Records On,Ritt Momney,1.212.820,15,61,20
