Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,Blinding Lights,The Weeknd,5.409.829,1,1,111
2,The Box,Roddy Ricch,5.026.883,1,2,98
3,Dance Monkey,Tones And I,4.623.236,1,3,245
4,Don't Start Now,Dua Lipa,4.232.634,4,4,139
5,Say So,Doja Cat,3.501.018,5,6,84
6,Intentions (feat. Quavo),Justin Bieber; Quavo,3.469.304,4,5,41
7,Falling,Trevor Daniel,3.252.946,5,7,123
8,Tusa,KAROL G; Nicki Minaj,3.115.207,3,8,132
9,ROXANNE,Arizona Zervas,3.074.733,2,9,143
10,death bed (coffee for your head),Powfu; beabadoobee,3.062.913,10,12,34
11,Safaera,Bad Bunny; Jowell & Randy; Ñengo Flow,3.041.005,7,10,19
12,La Difícil,Bad Bunny,2.912.696,4,11,19
13,Roses - Imanbek Remix,SAINt JHN; Imanbek,2.791.419,13,14,84
14,Sunday Best,Surfaces,2.680.917,14,16,61
15,Blueberry Faygo,Lil Mosey,2.640.644,15,17,41
16,Circles,Post Malone,2.629.343,1,18,202
17,Godzilla (feat. Juice WRLD),Eminem; Juice WRLD,2.617.755,3,13,62
18,Si Veo a Tu Mamá,Bad Bunny,2.572.616,6,15,19
19,Someone You Loved,Lewis Capaldi,2.562.750,4,19,431
20,Ignorantes,Bad Bunny; Sech,2.452.386,4,20,34
21,Supalonely,BENEE; Gus Dapperton,2.354.692,21,22,15
22,Memories Remix (feat. Nipsey Hussle & YG),Maroon 5; Nipsey Hussle; YG,2.302.615,2,21,181
23,Adore You,Harry Styles,2.228.574,3,23,104
24,Yummy,Justin Bieber,2.131.956,2,24,76
25,Life Is Good (feat. Drake),Future; Drake,2.062.775,3,25,69
26,Physical (feat. Hwa Sa),Dua Lipa; Hwa Sa,2.049.962,26,—,1
27,everything i wanted,Billie Eilish,2.029.381,1,26,126
28,bad guy,Billie Eilish,2.021.147,1,27,356
29,Rojo,J Balvin,1.966.338,28,28,20
30,Before You Go,Lewis Capaldi,1.880.899,17,30,120
31,Señorita,Shawn Mendes; Camila Cabello,1.845.405,1,31,272
32,La Santa,Bad Bunny; Daddy Yankee,1.779.751,10,32,19
33,Vete,Bad Bunny,1.742.596,6,33,119
34,Stupid Love,Lady Gaga,1.648.935,6,36,20
35,Sigues Con El,Arcángel; Sech; Dímelo Flow,1.646.429,19,38,92
36,No Time To Die,Billie Eilish,1.644.872,1,35,34
37,That Way - Bonus Track,Lil Uzi Vert,1.642.445,15,37,18
38,WHATS POPPIN,Jack Harlow,1.639.563,38,39,45
39,P2,Lil Uzi Vert,1.620.373,16,34,13
40,After Hours,The Weeknd,1.608.513,4,42,29
41,My Oh My (feat. DaBaby),Camila Cabello; DaBaby,1.602.248,14,40,104
42,You should be sad,Halsey,1.587.691,16,41,69
43,Yo Perreo Sola,Bad Bunny,1.562.270,17,43,19
44,RITMO (Bad Boys For Life),Black Eyed Peas; J Balvin,1.541.770,6,45,156
45,Moral of the Story,Ashe,1.539.447,33,44,28
46,Morado,J Balvin,1.514.646,27,48,69
47,High Fashion (feat. Mustard),Roddy Ricch; Mustard,1.506.487,26,47,69
48,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,1.427.699,1,50,518
49,Diosa,Myke Towers,1.415.027,49,49,33
50,Tattoo,Rauw Alejandro,1.414.911,50,51,27
51,Myron,Lil Uzi Vert,1.393.980,14,46,6
52,Ride It,Regard,1.365.090,12,53,195
53,lovely (with Khalid),Billie Eilish; Khalid,1.343.177,19,52,696
54,CITY OF ANGELS,24kGoldn,1.330.433,52,54,27
55,hot girl bummer,blackbear,1.309.590,9,55,209
56,Lose Control,MEDUZA; Becky Hill; Goodboys,1.308.024,27,57,153
57,I Don't Care (with Justin Bieber),Ed Sheeran; Justin Bieber,1.304.521,1,56,314
58,Hola - Remix,Dalex; Lenny Tavárez; Chencho Corleone; Juhn; Dímelo Flow,1.255.133,28,58,127
59,10000 Hours (with Justin Bieber),Dan + Shay; Justin Bieber,1.225.813,5,59,167
60,Lucid Dreams,Juice WRLD,1.204.607,2,61,676
61,If the World Was Ending (feat. Julia Michaels),JP Saxe; Julia Michaels,1.199.858,56,62,84
62,Boss Bitch,Doja Cat,1.198.355,62,64,17
63,What A Man Gotta Do,Jonas Brothers,1.183.943,24,66,62
64,To Die For,Sam Smith,1.171.447,30,60,34
65,Pero Ya No,Bad Bunny,1.160.254,14,63,19
66,What If I Told You That I Love You,Ali Gatie,1.155.295,32,67,55
67,Forever (feat. Post Malone & Clever),Justin Bieber; Post Malone; Clever,1.140.061,12,69,34
68,Beautiful People (feat. Khalid),Ed Sheeran; Khalid,1.124.061,3,70,265
69,when the party's over,Billie Eilish,1.109.552,7,71,519
70,Suicidal (Remix) [feat. Juice WRLD],YNW Melly; Juice WRLD,1.103.230,67,68,6
71,Know Your Worth,Khalid; Disclosure,1.093.072,27,76,41
72,HIGHEST IN THE ROOM,Travis Scott,1.078.281,1,77,167
73,Ballin' (with Roddy Ricch),Mustard; Roddy Ricch,1.077.236,35,74,164
74,Keii,Anuel AA,1.076.956,35,75,41
75,I Love Me,Demi Lovato,1.074.693,38,73,13
76,Baby Pluto,Lil Uzi Vert,1.059.693,6,65,13
77,Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake),Lil Yachty; DaBaby; Drake,1.059.630,50,72,9
78,Never Seen the Rain,Tones And I,1.057.710,70,78,84
79,No Idea,Don Toliver,1.041.989,26,79,109
80,Shallow,Lady Gaga; Bradley Cooper,1.010.534,2,81,538
81,Muévelo,Nicky Jam; Daddy Yankee,1.009.209,35,86,69
82,Watermelon Sugar,Harry Styles,1.007.445,5,84,123
83,Me Gusta,Shakira; Anuel AA,1.007.187,37,82,65
84,Suicidal,YNW Melly,1.005.619,23,80,93
85,Lose You To Love Me,Selena Gomez,1.003.126,1,83,148
86,It's You,Ali Gatie,998.178,27,88,279
87,rockstar (feat. 21 Savage),Post Malone; 21 Savage,992.473,1,87,84
88,Lalala,Y2K; bbno$,989.152,4,92,272
89,Falling,Harry Styles,984.091,18,89,30
90,China,Anuel AA; Daddy Yankee; KAROL G; J Balvin; Ozuna,981.800,2,93,244
91,BOP,DaBaby,978.383,21,85,174
92,7 rings,Ariana Grande,974.453,1,94,426
93,A Tu Merced,Bad Bunny,971.764,39,90,19
94,Goodbyes (feat. Young Thug),Post Malone; Young Thug,971.330,2,96,258
95,Happier,Marshmello; Bastille,966.533,2,101,580
96,Bichiyal,Bad Bunny; Yaviah,954.587,22,91,19
97,Believer,Imagine Dragons,938.280,15,99,84
98,WANNABE,ITZY,936.839,95,95,9
99,Bandit (with YoungBoy Never Broke Again),Juice WRLD; YoungBoy Never Broke Again,929.142,6,98,167
100,Skechers,DripReport,917.739,100,115,4
101,Ransom,Lil Tecca,916.978,3,106,290
