Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,ROCKSTAR (feat. Roddy Ricch),DaBaby; Roddy Ricch,5.434.158,1,1,76
2,Savage Love (Laxed - Siren Beat),Jawsh 685; Jason Derulo,4.633.129,2,2,20
3,Blinding Lights,The Weeknd,4.632.923,1,3,216
4,Roses - Imanbek Remix,SAINt JHN; Imanbek,3.903.956,2,5,189
5,How You Like That,BLACKPINK,3.758.404,2,4,6
6,Watermelon Sugar,Harry Styles,3.573.171,5,6,228
7,death bed (coffee for your head),Powfu; beabadoobee,3.144.099,4,7,139
8,Rain On Me (with Ariana Grande),Lady Gaga; Ariana Grande,3.057.256,1,8,41
9,Toosie Slide,Drake,2.914.226,1,9,90
10,Dance Monkey,Tones And I,2.692.372,1,11,350
11,Party Girl,StaySolidRocky,2.687.860,8,10,62
12,Breaking Me,Topic; A7S,2.663.421,12,12,103
13,ily (i love you baby) (feat. Emilee),Surf Mesa; Emilee,2.612.950,9,13,97
14,Don't Start Now,Dua Lipa,2.605.674,2,14,244
15,Break My Heart,Dua Lipa,2.545.950,6,15,98
16,Blueberry Faygo,Lil Mosey,2.444.466,8,16,146
17,Stuck with U (with Justin Bieber),Ariana Grande; Justin Bieber,2.239.497,1,17,55
18,Supalonely,BENEE; Gus Dapperton,2.166.635,10,18,120
19,The Box,Roddy Ricch,2.149.199,1,19,203
20,MAMACITA,Black Eyed Peas; Ozuna; J. Rey Soul,2.140.756,17,20,75
21,Someone You Loved,Lewis Capaldi,2.067.653,4,22,536
22,THE SCOTTS,THE SCOTTS; Travis Scott; Kid Cudi,2.062.523,1,21,69
23,WHATS POPPIN (feat. DaBaby Tory Lanez & Lil Wayne) - Remix,Jack Harlow; Tory Lanez; DaBaby; Lil Wayne,2.006.578,23,23,8
24,La Jeepeta - Remix,Nio Garcia; Anuel AA; Myke Towers; Brray; Juanka,2.002.456,22,25,47
25,Intentions (feat. Quavo),Justin Bieber; Quavo,1.964.952,4,24,146
26,Wash Us In The Blood,Kanye West; Travis Scott,1.900.497,26,31,2
27,Before You Go,Lewis Capaldi,1.856.486,17,27,225
28,TKN (feat. Travis Scott),ROSALÍA; Travis Scott,1.853.387,8,30,35
