Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,Dance Monkey,Tones And I,6.749.224,1,1,197
2,The Box,Roddy Ricch,6.592.789,2,2,50
3,Blinding Lights,The Weeknd,5.379.156,3,3,63
4,Tusa,KAROL G; Nicki Minaj,4.919.867,3,4,84
5,Godzilla (feat. Juice WRLD),Eminem; Juice WRLD,4.774.608,3,5,14
6,Yummy,Justin Bieber,4.579.953,2,6,28
7,Life Is Good (feat. Drake),Future; Drake,4.352.876,3,7,21
8,Don't Start Now,Dua Lipa,4.284.496,4,9,91
9,ROXANNE,Arizona Zervas,4.200.209,2,8,95
10,Falling,Trevor Daniel,4.080.132,5,10,75
11,everything i wanted,Billie Eilish,4.000.803,1,12,78
12,bad guy,Billie Eilish,3.943.770,1,11,308
13,Memories Remix (feat. Nipsey Hussle & YG),Maroon 5; Nipsey Hussle; YG,3.339.215,2,13,133
14,Circles,Post Malone,3.308.408,1,14,154
15,Someone You Loved,Lewis Capaldi,3.020.804,4,15,383
16,RITMO (Bad Boys For Life),Black Eyed Peas; J Balvin,2.815.826,6,16,108
17,Señorita,Shawn Mendes; Camila Cabello,2.684.360,1,17,224
18,You should be sad,Halsey,2.622.679,16,18,21
19,Lose You To Love Me,Selena Gomez,2.326.356,1,19,100
20,Adore You,Harry Styles,2.300.355,3,20,56
21,Before You Go,Lewis Capaldi,2.268.364,17,22,72
22,My Oh My (feat. DaBaby),Camila Cabello; DaBaby,2.258.704,14,21,56
23,Sigues Con El,Arcángel; Sech; Dímelo Flow,2.206.691,19,23,44
24,Suicidal,YNW Melly,2.148.110,23,24,45
25,Vete,Bad Bunny,2.042.542,6,26,71
26,Rare,Selena Gomez,2.038.905,10,25,21
27,What A Man Gotta Do,Jonas Brothers,1.994.895,24,27,14
28,Say So,Doja Cat,1.972.083,28,29,36
29,BOP,DaBaby,1.965.623,21,30,126
30,Ride It,Regard,1.931.639,12,31,147
31,when the party's over,Billie Eilish,1.929.874,7,28,471
32,What If I Told You That I Love You,Ali Gatie,1.849.957,32,33,7
33,Good News,Mac Miller,1.844.926,9,32,21
34,Lose Control,MEDUZA; Becky Hill; Goodboys,1.840.441,31,34,105
35,Hola - Remix,Dalex; Lenny Tavárez; Chencho Corleone; Juhn; Dímelo Flow,1.818.551,29,35,79
36,SUGAR,BROCKHAMPTON,1.741.165,35,36,29
37,Watermelon Sugar,Harry Styles,1.732.009,5,37,75
38,hot girl bummer,blackbear,1.731.763,9,38,161
39,Fantasias,Rauw Alejandro; Farruko,1.728.561,25,41,129
40,Morado,J Balvin,1.711.589,33,42,21
41,I Don't Care (with Justin Bieber),Ed Sheeran; Justin Bieber,1.711.528,1,40,266
42,Ballin' (with Roddy Ricch),Mustard; Roddy Ricch,1.703.209,39,43,116
43,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,1.688.493,1,44,470
44,HIGHEST IN THE ROOM,Travis Scott,1.658.835,1,45,119
45,Ayy Macarena,Tyga,1.605.126,34,47,74
46,lovely (with Khalid),Billie Eilish; Khalid,1.585.602,19,46,648
47,Muévelo,Nicky Jam; Daddy Yankee,1.575.584,47,52,21
48,Roses - Imanbek Remix,SAINt JHN; Imanbek,1.567.743,48,50,36
49,Bandit (with YoungBoy Never Broke Again),Juice WRLD; YoungBoy Never Broke Again,1.565.338,6,49,119
50,Black Swan,BTS,1.560.962,20,48,14
51,China,Anuel AA; Daddy Yankee; KAROL G; J Balvin; Ozuna,1.559.334,2,51,196
52,No Idea,Don Toliver,1.553.228,26,39,61
53,Beautiful People (feat. Khalid),Ed Sheeran; Khalid,1.477.958,3,54,217
54,High Fashion (feat. Mustard),Roddy Ricch; Mustard,1.464.176,52,55,21
55,Me Gusta,Shakira; Anuel AA,1.430.972,46,57,17
56,10000 Hours (with Justin Bieber),Dan + Shay; Justin Bieber,1.429.995,5,56,119
57,Lucid Dreams,Juice WRLD,1.410.304,2,58,628
58,Get Me,Justin Bieber; Kehlani,1.398.229,53,53,3
59,If the World Was Ending (feat. Julia Michaels),JP Saxe; Julia Michaels,1.380.721,56,59,36
60,7 rings,Ariana Grande,1.337.630,1,60,378
61,Whine Up,Nicky Jam; Anuel AA,1.299.417,41,61,91
62,No Me Conoce - Remix,Jhayco; J Balvin; Bad Bunny,1.262.017,17,63,255
63,LA CANCIÓN,J Balvin; Bad Bunny,1.246.644,16,65,217
64,TOES (feat. Lil Baby & Moneybagg Yo),DaBaby; Lil Baby; Moneybagg Yo,1.242.214,60,64,29
65,Eleven,Khalid,1.223.611,46,62,21
66,Lalala,Y2K; bbno$,1.219.252,4,66,224
67,Forever Yours - Avicii Tribute,Kygo; Avicii; Sandro Cavazza,1.214.675,51,107,7
68,Callaita,Bad Bunny; Tainy,1.199.647,5,67,245
69,Shallow,Lady Gaga; Bradley Cooper,1.174.802,2,70,490
70,Futsal Shuffle 2020,Lil Uzi Vert,1.170.099,8,68,49
71,Adicto (with Anuel AA & Ozuna),Tainy; Anuel AA; Ozuna,1.163.073,21,75,161
72,Old Town Road - Remix,Lil Nas X; Billy Ray Cyrus,1.159.308,2,74,301
73,Heartless,The Weeknd,1.150.531,2,73,65
74,It's You,Ali Gatie,1.147.519,27,76,231
75,Goodbyes (feat. Young Thug),Post Malone; Young Thug,1.137.824,2,77,210
76,bury a friend,Billie Eilish,1.130.584,2,69,36
77,VIBEZ,DaBaby,1.128.753,34,79,36
78,Sunday Best,Surfaces,1.122.162,78,82,13
79,How Do You Sleep?,Sam Smith,1.120.437,7,78,196
80,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran; Camila Cabello; Cardi B,1.108.964,9,81,203
81,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott; ROSALÍA; Lil Baby,1.094.234,4,71,35
82,Blanco,J Balvin,1.087.456,67,85,36
83,OUT WEST (feat. Young Thug),JACKBOYS; Travis Scott; Young Thug,1.086.004,11,83,35
84,Own It (feat. Ed Sheeran & Burna Boy),Stormzy; Burna Boy; Ed Sheeran,1.070.357,24,86,70
85,Without Me,Halsey,1.061.459,3,84,36
86,Alone Pt. II,Alan Walker; Ava Max,1.059.461,86,88,29
87,July,Noah Cyrus,1.048.348,75,87,36
88,Those Kinda Nights (feat. Ed Sheeran),Eminem; Ed Sheeran,1.047.184,14,80,14
89,Que Tire Pa Lante,Daddy Yankee,1.046.849,19,91,105
90,Aventura,Lunay; Ozuna; Anuel AA,1.045.223,47,92,98
91,Never Seen the Rain,Tones And I,1.036.353,90,90,36
92,Yellow Hearts,Ant Saunders,1.033.733,43,89,85
93,Happier,Marshmello; Bastille,1.023.266,2,94,532
94,Bruises,Lewis Capaldi,1.022.346,53,95,30
95,Ransom,Lil Tecca,1.020.036,3,98,242
96,Sucker,Jonas Brothers,1.014.004,2,97,36
97,ocean eyes,Billie Eilish,1.013.200,87,93,12
98,Bellaquita - Remix,Dalex; Lenny Tavárez; Anitta; NATTI NATASHA; Farruko; Justin Quiles,1.007.960,83,101,36
99,Wow.,Post Malone,1.000.844,1,100,403
100,all the good girls go to hell,Billie Eilish,993.649,6,96,6
101,me & ur ghost,blackbear,988.622,98,99,14
102,Robbery,Juice WRLD,980.879,11,102,54
103,Believer,Imagine Dragons,976.134,15,104,36
104,Woah,Lil Baby,972.868,55,105,36
105,Good as Hell (feat. Ariana Grande) - Remix,Lizzo; Ariana Grande,964.299,24,103,36
106,Lights Up,Harry Styles,962.935,3,106,112
107,Anyone,Demi Lovato,961.807,90,138,4
108,rockstar (feat. 21 Savage),Post Malone; 21 Savage,961.743,1,111,36
109,Quizas,Rich Music LTD; Sech; Dalex; Justin Quiles; Lenny Tavárez; Feid; Wisin; Zion,958.981,50,108,133
110,Money In The Grave (Drake ft. Rick Ross),Drake; Rick Ross,954.098,4,113,36
111,Indeciso,Reik; J Balvin; Lalo Ebratt,947.464,55,112,147
112,FML,Arizona Zervas,942.449,104,109,26
113,Trampoline (with ZAYN),SHAED; ZAYN,942.219,18,72,45
114,Bohemian Rhapsody - Remastered 2011,Queen,915.283,10,120,478
115,Yo x Ti Tu x Mi,ROSALÍA; Ozuna,913.629,19,116,168
116,Shape of You,Ed Sheeran,912.230,1,117,36
117,wish you were gay,Billie Eilish,907.012,2,114,4
118,Piece Of Your Heart,MEDUZA; Goodboys,903.658,13,123,36
119,thank u next,Ariana Grande,900.603,1,118,36
120,Truth Hurts,Lizzo,892.400,15,119,36
121,SICKO MODE,Travis Scott,886.236,2,127,36
122,GOODMORNINGTOKYO!,TOKYO’S REVENGE,880.400,122,125,8
123,Dancing With A Stranger (with Normani),Sam Smith; Normani,878.463,6,124,36
124,Darkness,Eminem,877.864,18,110,14
125,Si Te Vas,Sech; Ozuna,877.144,44,130,36
126,Blue World,Mac Miller,873.785,26,115,14
127,Get You The Moon (feat. Snøw),Kina; Snøw,871.975,90,126,29
128,Say You Won't Let Go,James Arthur,871.705,7,128,36
129,i love you,Billie Eilish,870.303,19,122,5
130,SAD!,XXXTENTACION,862.369,1,132,36
131,Sum 2 Prove,Lil Baby,860.978,70,129,21
132,Soltera - Remix,Lunay; Daddy Yankee; Bad Bunny,852.661,7,137,266
133,Eastside (with Halsey & Khalid),benny blanco; Halsey; Khalid,850.890,3,134,36
134,Hate Me (with Juice WRLD),Ellie Goulding; Juice WRLD,850.190,25,131,104
135,Tutu,Camilo; Pedro Capó,842.640,24,139,175
136,You Gon’ Learn (feat. Royce Da 5'9" & White Gold),Eminem; Royce Da 5'9"; White Gold,840.672,16,121,14
137,Liberdade Provisória - Live - Ibirapuera / 2019,Henrique & Juliano,834.920,68,143,49
138,Sweet but Psycho,Ava Max,834.642,5,135,36
139,Higher Love,Kygo; Whitney Houston,830.296,25,140,36
140,No Guidance (feat. Drake),Chris Brown; Drake,828.703,8,142,36
141,you should see me in a crown,Billie Eilish,826.216,11,133,4
142,Jocelyn Flores,XXXTENTACION,820.368,2,141,13
143,Kein Wort,Juju; Loredana; Miksu / Macloud,820.108,72,136,14
144,Perfect,Ed Sheeran,809.881,3,148,36
145,Perreo en La Luna,Rich Music LTD; Sech; Dalex; Justin Quiles; Lenny Tavárez; Feid,808.279,117,150,35
146,Break My Stride,Matthew Wilder,806.120,104,144,13
147,Graveyard,Halsey,806.081,25,145,36
148,Infeliz,Arcángel; Bad Bunny,804.608,123,149,24
149,Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5; Cardi B,801.584,2,152,36
150,Girl,Myke Towers,796.792,150,159,4
151,goosebumps,Travis Scott,795.648,56,153,36
152,Falling,Harry Styles,792.222,18,147,49
153,Psycho,Red Velvet,786.196,53,151,39
154,3 Nights,Dominic Fike,783.125,46,155,29
155,Con Altura,ROSALÍA; J Balvin; El Guincho,781.130,28,154,36
156,Hot (Remix) [feat. Gunna and Travis Scott],Young Thug; Travis Scott; Gunna,779.298,29,160,36
157,Better Now,Post Malone,778.629,1,164,36
158,Can We Kiss Forever?,Kina; Adriana Proenza,776.047,139,161,13
159,EARFQUAKE,Tyler; The Creator,774.053,5,162,4
160,Only Human,Jonas Brothers,771.561,21,157,29
161,Takeaway,The Chainsmokers; ILLENIUM; Lennon Stella,770.289,26,171,11
162,idontwannabeyouanymore,Billie Eilish,769.027,60,156,4
163,If I Can't Have You,Shawn Mendes,769.023,3,168,12
164,I Like Me Better,Lauv,766.747,24,165,11
165,Maniac,Conan Gray,766.368,138,158,12
166,Suge,DaBaby,766.254,23,173,36
167,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake; J Balvin; Tyga,765.485,8,166,36
168,All of Me,John Legend,757.138,77,167,11
169,MIDDLE CHILD,J. Cole,757.047,2,163,10
170,Pa' Olvidarme De Ella,Piso 21; Christian Nodal,755.332,144,169,30
171,I.F.L.Y.,Bazzi,753.969,44,177,5
172,Unaccommodating (feat. Young M.A),Eminem; Young M.A,753.471,12,146,14
173,QUE PRETENDES,J Balvin; Bad Bunny,751.634,11,176,36
174,DJ No Pare (feat. Zion Dalex Lenny Tavárez) - Remix,Justin Quiles; NATTI NATASHA; Farruko; Lenny Tavárez; Dalex; Zion,749.471,75,184,36
175,Talk (feat. Disclosure),Khalid; Disclosure,749.469,10,180,6
176,High Hopes,Panic! At The Disco,749.351,8,179,36
177,Mean It,Lauv; LANY,748.972,24,170,78
178,Liar,Camila Cabello,748.064,20,175,36
179,All I Want - From "High School Musical: The Musical: The Series",Olivia Rodrigo; Disney,747.585,133,172,5
180,Be Alright,Dean Lewis,744.734,12,174,5
181,You Need To Calm Down,Taylor Swift,742.451,3,182,4
182,Moonlight,XXXTENTACION,742.304,2,183,9
183,Donuts,Gzuz,734.428,98,178,7
184,Youngblood,5 Seconds of Summer,732.069,6,185,11
185,Con Calma,Daddy Yankee; Snow,731.822,1,188,10
186,Look At Her Now,Selena Gomez,730.581,8,181,36
187,Turn Me On (feat. Vula),Riton; Oliver Heldens; Vula,729.485,75,187,11
188,Going Bad (feat. Drake),Meek Mill; Drake,726.506,8,192,3
189,The London (feat. J. Cole & Travis Scott),Young Thug; J. Cole; Travis Scott,723.887,4,189,6
190,Let Me Down Slowly,Alec Benjamin,722.587,21,190,5
191,Otro Trago - Remix,Sech; Ozuna; Anuel AA; Darell; Nicky Jam,720.420,9,191,10
192,Panini,Lil Nas X,711.745,6,193,6
193,Post Malone (feat. RANI),Sam Feldt; RANI,705.846,57,194,4
194,xanny,Billie Eilish,705.330,7,186,4
195,God's Plan,Drake,705.074,1,197,2
196,11 PM,Maluma,700.467,28,196,3
197,Que Calor,Major Lazer; J Balvin; El Alfa; Diplo,693.594,59,199,2
