Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,ROCKSTAR (feat. Roddy Ricch),DaBaby; Roddy Ricch,4.791.574,1,2,60
2,Blinding Lights,The Weeknd,4.670.785,1,1,200
3,Roses - Imanbek Remix,SAINt JHN; Imanbek,3.954.544,2,3,173
4,Rain On Me (with Ariana Grande),Lady Gaga; Ariana Grande,3.442.993,1,4,25
5,Toosie Slide,Drake,3.277.597,1,5,74
6,death bed (coffee for your head),Powfu; beabadoobee,3.277.341,4,6,123
7,Watermelon Sugar,Harry Styles,2.907.788,5,7,212
8,Don't Start Now,Dua Lipa,2.801.803,2,8,228
9,Party Girl,StaySolidRocky,2.738.799,9,10,46
10,ily (i love you baby) (feat. Emilee),Surf Mesa; Emilee,2.649.740,9,11,81
11,Break My Heart,Dua Lipa,2.621.602,6,12,82
12,Dance Monkey,Tones And I,2.605.010,1,9,334
13,Blueberry Faygo,Lil Mosey,2.507.662,8,13,130
14,THE SCOTTS,THE SCOTTS; Travis Scott; Kid Cudi,2.482.368,1,14,53
15,Supalonely,BENEE; Gus Dapperton,2.347.621,10,15,104
16,The Box,Roddy Ricch,2.301.108,1,16,187
17,Stuck with U (with Justin Bieber),Ariana Grande; Justin Bieber,2.301.012,1,17,39
18,GOOBA,6ix9ine,2.266.307,2,18,39
19,Breaking Me,Topic; A7S,2.234.676,19,19,87
20,Intentions (feat. Quavo),Justin Bieber; Quavo,2.102.916,4,20,130
21,Someone You Loved,Lewis Capaldi,2.026.053,4,21,520
22,Falling,Trevor Daniel,1.918.601,5,24,212
23,Savage Remix (feat. Beyoncé),Megan Thee Stallion; Beyoncé,1.890.202,11,23,48
24,Sunday Best,Surfaces,1.881.038,12,22,150
25,WHATS POPPIN,Jack Harlow,1.860.711,23,25,134
26,TROLLZ (with Nicki Minaj),6ix9ine; Nicki Minaj,1.804.554,25,27,4
27,MAMACITA,Black Eyed Peas; Ozuna; J. Rey Soul,1.713.282,26,29,59
28,Circles,Post Malone,1.705.167,1,28,291
29,TKN (feat. Travis Scott),ROSALÍA; Travis Scott,1.684.811,8,26,19
30,Say So,Doja Cat,1.674.416,5,30,173
31,In Your Eyes,The Weeknd,1.667.845,4,34,88
32,Play Date,Melanie Martinez,1.654.042,27,35,51
33,goosebumps,Travis Scott,1.651.792,10,32,173
34,Before You Go,Lewis Capaldi,1.614.180,17,38,209
35,ROXANNE,Arizona Zervas,1.577.395,2,37,232
36,Lose Somebody,Kygo; OneRepublic,1.569.776,30,43,32
37,Sour Candy (with BLACKPINK),Lady Gaga; BLACKPINK,1.559.812,2,40,19
38,Tusa,KAROL G; Nicki Minaj,1.552.450,3,33,221
39,Life Is Good (feat. Drake),Future; Drake,1.546.138,3,42,158
40,Yo Perreo Sola,Bad Bunny,1.544.979,16,31,108
41,Be Kind (with Halsey),Marshmello; Halsey,1.531.710,19,47,46
42,HIGHEST IN THE ROOM,Travis Scott,1.520.063,1,44,256
43,The Bigger Picture,Lil Baby,1.511.007,38,41,4
44,Adore You,Harry Styles,1.510.530,3,46,193
45,Hasta Que Dios Diga,Anuel AA; Bad Bunny,1.507.826,23,39,18
46,SICKO MODE,Travis Scott,1.497.043,2,45,173
47,Safaera,Bad Bunny; Jowell & Randy; Ñengo Flow,1.463.944,7,36,31
48,Boss Bitch,Doja Cat,1.461.724,18,49,106
49,Memories Remix (feat. Nipsey Hussle & YG),Maroon 5; Nipsey Hussle; YG,1.456.116,2,48,270
50,Señorita,Shawn Mendes; Camila Cabello,1.381.197,1,50,361
51,After Party,Don Toliver,1.373.247,40,52,60
52,Kings & Queens,Ava Max,1.353.842,52,58,78
53,Relación,Sech,1.330.622,53,54,39
54,bad guy,Billie Eilish,1.312.144,1,53,445
55,La Jeepeta - Remix,Nio Garcia; Anuel AA; Myke Towers; Brray; Juanka,1.310.823,51,51,31
56,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,1.293.779,1,57,607
57,Savage Love (Laxed - Siren Beat),Jawsh 685; Jason Derulo,1.293.214,57,71,4
58,Tommy Lee (feat. Post Malone),Tyla Yaweh; Post Malone,1.270.789,52,74,4
59,Rojo,J Balvin,1.224.107,14,56,109
60,Walk Em Down (feat. Roddy Ricch),NLE Choppa; Roddy Ricch,1.179.684,48,64,88
61,GO (feat. Juice WRLD),The Kid LAROI; Juice WRLD,1.173.393,54,69,4
62,Elegí (feat. Dímelo Flow),Rauw Alejandro; Dalex; Lenny Tavárez; Dímelo Flow,1.168.586,53,59,74
63,Chicago Freestyle (feat. Giveon),Drake; Giveon,1.164.360,8,63,46
64,PORFA,Feid; Justin Quiles,1.160.838,51,60,73
65,Favorito,Camilo,1.156.496,28,61,72
66,If the World Was Ending (feat. Julia Michaels),JP Saxe; Julia Michaels,1.154.762,37,62,173
67,Ride It,Regard,1.126.484,12,65,284
68,everything i wanted,Billie Eilish,1.119.498,1,66,215
69,lovely (with Khalid),Billie Eilish; Khalid,1.105.660,19,67,785
70,Godzilla (feat. Juice WRLD),Eminem; Juice WRLD,1.090.590,3,70,151
71,Lucid Dreams,Juice WRLD,1.088.870,2,68,765
72,Physical,Dua Lipa,1.058.681,8,77,89
73,Secrets,Regard; RAYE,1.040.994,66,80,11
74,Say So (feat. Nicki Minaj),Doja Cat; Nicki Minaj,1.037.529,22,72,46
75,Deep End Freestyle,Sleepy Hallow; Fousheé,1.031.512,67,75,31
76,Tak Tiki Tak,Harry Nach,1.013.541,73,73,13
77,hot girl bummer,blackbear,1.002.635,9,79,298
78,Rover (feat. DTG),S1mba; DTG,984.059,78,84,23
79,Skechers,DripReport,982.163,32,82,93
80,Lose Control,MEDUZA; Becky Hill; Goodboys,977.794,27,85,242
81,Shallow,Lady Gaga; Bradley Cooper,974.901,2,78,627
82,I Don't Care (with Justin Bieber),Ed Sheeran; Justin Bieber,970.521,1,83,403
83,Savage,Megan Thee Stallion,962.945,15,81,89
84,Tattoo,Rauw Alejandro,942.382,41,76,116
85,Righteous,Juice WRLD,929.568,7,89,53
86,CÓMO SE SIENTE - Remix,Jhayco; Bad Bunny,918.029,21,87,37
87,Azul,J Balvin,888.999,37,86,88
88,Amarillo,J Balvin,885.247,17,88,88
89,ROCKSTAR (feat. Roddy Ricch) - BLM REMIX,DaBaby; Roddy Ricch,884.898,55,55,4
90,Shotta Flow 5,NLE Choppa,865.981,90,90,4
91,Believer,Imagine Dragons,860.462,15,93,173
92,7 rings,Ariana Grande,857.449,1,99,515
93,Ballin' (with Roddy Ricch),Mustard; Roddy Ricch,843.014,35,97,253
94,RITMO (Bad Boys For Life),Black Eyed Peas; J Balvin,840.849,6,92,245
95,when the party's over,Billie Eilish,834.529,7,102,608
96,rockstar (feat. 21 Savage),Post Malone; 21 Savage,833.036,1,98,173
97,La Difícil,Bad Bunny,830.832,4,91,108
98,MORE & MORE,TWICE,828.564,58,100,15
99,This City,Sam Fischer,826.987,98,108,60
100,Caramelo,Ozuna,826.574,87,118,4
101,Diosa,Myke Towers,824.243,49,94,122
102,Jocelyn Flores,XXXTENTACION,817.932,2,103,150
103,Falling,Harry Styles,814.690,18,112,119
104,Some Say - Felix Jaehn Remix,Nea; Felix Jaehn,814.427,104,132,4
105,Know Your Worth,Khalid; Disclosure,811.403,27,110,130
106,Robbery,Juice WRLD,810.325,11,107,191
107,10000 Hours (with Justin Bieber),Dan + Shay; Justin Bieber,805.502,5,111,256
108,DOLLAZ ON MY HEAD (feat. Young Thug),Gunna; Young Thug,800.844,53,116,13
109,Djomb - Bien ou quoi,Bosh,799.176,98,123,7
110,Make It Rain,Pop Smoke; Rowdy Rebel,798.995,63,95,4
111,Beautiful People (feat. Khalid),Ed Sheeran; Khalid,797.906,3,109,354
112,SAD!,XXXTENTACION,797.246,1,106,173
113,Morado,J Balvin,794.267,27,96,158
114,Happier,Marshmello; Bastille,790.039,2,113,669
115,Ignorantes,Bad Bunny; Sech,786.071,4,104,123
116,Go Crazy,Chris Brown; Young Thug,783.664,116,122,22
117,El Efecto,Rauw Alejandro; Chencho Corleone,782.371,91,105,41
118,Ransom,Lil Tecca,772.863,3,117,379
119,Say You Won't Let Go,James Arthur,769.121,7,126,173
120,Shape of You,Ed Sheeran,767.058,1,115,173
121,High Fashion (feat. Mustard),Roddy Ricch; Mustard,764.765,26,129,158
122,Daisies,Katy Perry,760.543,39,130,32
123,Yummy,Justin Bieber,758.554,2,124,165
124,OUT WEST (feat. Young Thug),JACKBOYS; Travis Scott; Young Thug,750.058,11,125,172
125,Myron,Lil Uzi Vert,749.598,14,133,95
126,Bohemian Rhapsody - Remastered 2011,Queen,744.494,10,101,615
127,Perfect,Ed Sheeran,744.262,3,120,173
128,Salt,Ava Max,742.126,63,138,83
129,Tell Me U Luv Me (with Trippie Redd),Juice WRLD; Trippie Redd,741.280,38,127,18
130,PAM,Justin Quiles; Daddy Yankee; El Alfa,733.670,107,131,33
131,Emotionally Scarred,Lil Baby,733.254,113,137,4
132,Si Veo a Tu Mamá,Bad Bunny,728.167,6,114,108
133,Without Me,Halsey,724.530,3,141,173
134,Jangueo,Alex Rose; Rafa Pabön,720.750,113,119,96
135,Bandit (with YoungBoy Never Broke Again),Juice WRLD; YoungBoy Never Broke Again,718.419,6,134,256
136,Stupid Love,Lady Gaga,718.414,6,140,25
137,Hola - Remix,Dalex; Lenny Tavárez; Chencho Corleone; Juhn; Dímelo Flow,717.776,28,121,216
138,Goodbyes (feat. Young Thug),Post Malone; Young Thug,712.361,2,135,347
139,It's You,Ali Gatie,708.956,27,143,368
140,Youngblood,5 Seconds of Summer,706.583,6,155,79
141,Dior,Pop Smoke,703.534,57,149,13
142,Flex (feat. Juice WRLD),Polo G; Juice WRLD,702.895,75,168,32
143,China,Anuel AA; Daddy Yankee; KAROL G; Ozuna; J Balvin,702.186,2,128,333
144,P2,Lil Uzi Vert,701.272,16,152,102
145,Selfish,Madison Beer,698.055,77,148,74
146,IDK You Yet,Alexander 23,687.791,120,159,9
147,BOP,DaBaby,686.203,21,142,263
148,Emotions 2.0,Ufo361; CÉLINE,685.240,116,—,1
149,Lalala,Y2K; bbno$,682.650,4,144,361
150,PA' ROMPERLA,Bad Bunny; Don Omar,681.902,11,136,37
151,July,Noah Cyrus,677.494,75,167,2
152,All of Me,John Legend,677.494,77,147,17
153,No Idea,Don Toliver,674.339,26,157,71
