Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,DÁKITI,Bad Bunny; Jhayco,6.644.196,1,1,28
2,positions,Ariana Grande,4.501.770,1,2,35
3,Dynamite,BTS,4.178.035,1,5,98
4,Mood (feat. iann dior),24kGoldn; iann dior,4.092.716,1,4,109
5,Therefore I Am,Billie Eilish,4.086.845,2,3,15
6,Monster (Shawn Mendes & Justin Bieber),Shawn Mendes; Justin Bieber,3.809.308,6,6,7
7,Life Goes On,BTS,3.773.673,3,7,7
8,Lemonade (feat. Gunna Don Toliver & NAV),Internet Money; Gunna; Don Toliver; NAV,3.490.326,2,8,105
9,BICHOTA,KAROL G,3.230.383,9,9,35
10,Lonely (with benny blanco),Justin Bieber; benny blanco,2.965.819,5,10,42
11,Blinding Lights,The Weeknd,2.964.055,1,11,364
12,All I Want for Christmas Is You,Mariah Carey,2.879.860,1,16,26
13,What You Know Bout Love,Pop Smoke,2.795.129,5,12,74
14,Prisoner (feat. Dua Lipa),Miley Cyrus; Dua Lipa,2.714.061,10,13,7
15,WAP (feat. Megan Thee Stallion),Cardi B; Megan Thee Stallion,2.556.532,1,15,112
16,34+35,Ariana Grande,2.539.687,2,14,28
17,Watermelon Sugar,Harry Styles,2.459.676,4,18,376
18,Last Christmas,Wham!,2.348.114,2,24,20
19,Hawái,Maluma,2.329.851,2,21,119
20,Holy (feat. Chance The Rapper),Justin Bieber; Chance the Rapper,2.320.346,4,17,70
21,you broke me first,Tate McRae,2.286.872,12,19,139
22,For The Night (feat. Lil Baby & DaBaby),Pop Smoke; Lil Baby; DaBaby,2.257.618,6,20,147
23,Head & Heart (feat. MNEK),Joel Corry; MNEK,2.145.491,11,22,137
24,Levitating (feat. DaBaby),Dua Lipa; DaBaby,2.044.013,21,23,56
25,Santa Tell Me,Ariana Grande,1.962.891,3,40,16
26,Relación - Remix,Sech; Daddy Yankee; J Balvin; ROSALÍA; Farruko,1.934.285,11,27,84
27,pov,Ariana Grande,1.928.082,18,25,28
28,La Nota,Manuel Turizo; Rauw Alejandro; Myke Towers,1.917.003,21,31,49
29,Whoopty,CJ,1.876.149,26,26,33
30,Heather,Conan Gray,1.840.897,11,29,128
31,ROCKSTAR (feat. Roddy Ricch),DaBaby; Roddy Ricch,1.834.365,1,28,224
32,It's Beginning to Look a Lot like Christmas,Michael Bublé,1.823.562,3,47,14
33,Someone You Loved,Lewis Capaldi,1.822.261,4,32,684
34,HOLIDAY,Lil Nas X,1.794.294,34,34,14
35,Wonder,Shawn Mendes,1.792.131,12,30,56
36,Hawái - Remix,Maluma; The Weeknd,1.788.751,13,33,22
37,Rockin' Around The Christmas Tree,Brenda Lee,1.767.432,3,52,13
38,Blue & Grey,BTS,1.745.885,9,37,7
39,Chica Ideal,Sebastian Yatra; Guaynaa,1.742.993,35,39,35
40,Se Te Nota (with Guaynaa),Lele Pons; Guaynaa,1.741.583,23,38,73
41,Put Your Records On,Ritt Momney,1.739.640,15,35,76
42,Vida de Rico,Camilo,1.726.172,23,43,66
43,Jingle Bell Rock,Bobby Helms,1.715.620,4,57,13
44,La Tóxica,Farruko,1.714.532,19,42,83
45,Fly To My Room,BTS,1.704.559,8,41,7
46,Laugh Now Cry Later (feat. Lil Durk),Drake; Lil Durk,1.687.862,2,36,105
47,UN DIA (ONE DAY) (Feat. Tainy),J Balvin; Dua Lipa; Bad Bunny; Tainy,1.597.488,9,50,126
48,Telepathy,BTS,1.580.822,10,44,7
49,La Curiosidad,Jay Wheeler; DJ Nelson; Myke Towers,1.579.871,19,46,157
50,Jeans,Justin Quiles,1.575.485,31,48,91
51,Mi Niña,Wisin; Myke Towers; Los Legendarios,1.562.822,37,49,53
52,It's the Most Wonderful Time of the Year,Andy Williams,1.562.682,6,72,13
53,Before You Go,Lewis Capaldi,1.523.918,17,45,373
54,Parce (feat. Justin Quiles),Maluma; Lenny Tavárez; Justin Quiles,1.479.989,35,54,98
55,Dance Monkey,Tones And I,1.474.863,1,55,498
56,Dis-ease,BTS,1.473.192,12,53,7
57,Take You Dancing,Jason Derulo,1.468.952,26,51,116
58,Una Locura,Ozuna; J Balvin; Chencho Corleone,1.458.351,30,60,80
59,Reloj,Rauw Alejandro; Anuel AA,1.452.496,59,62,31
60,Roses - Imanbek Remix,SAINt JHN; Imanbek,1.450.584,2,56,337
61,Stay,BTS,1.430.458,13,59,7
62,Midnight Sky,Miley Cyrus,1.422.220,10,58,105
63,Underneath the Tree,Kelly Clarkson,1.399.067,17,82,10
64,Ay DiOs Mío!,KAROL G,1.364.109,12,66,137
65,Golden,Harry Styles,1.350.517,21,61,32
66,Breaking Me,Topic; A7S,1.340.473,6,63,251
67,Don't Start Now,Dua Lipa,1.312.665,2,65,392
68,SO DONE,The Kid LAROI,1.297.764,40,64,35
69,Savage Love (Laxed - Siren Beat),Jawsh 685; Jason Derulo,1.292.015,1,69,168
70,Paradise (feat. Dermot Kennedy),MEDUZA; Dermot Kennedy,1.273.445,67,71,25
71,Sofia,Clairo,1.264.211,44,68,54
72,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,1.256.102,1,70,771
73,lovely (with Khalid),Billie Eilish; Khalid,1.246.716,19,73,949
74,Come & Go (with Marshmello),Juice WRLD; Marshmello,1.246.248,2,67,141
75,Dreams - 2004 Remaster,Fleetwood Mac,1.243.864,17,81,62
76,Despeinada,Ozuna; Camilo,1.237.774,33,83,84
77,Body,Megan Thee Stallion,1.231.665,74,74,6
78,The Business,Tiësto,1.220.733,74,78,25
79,Train Wreck,James Arthur,1.210.829,58,75,47
80,Mistletoe,Justin Bieber,1.202.483,11,101,9
81,Sweater Weather,The Neighbourhood,1.188.588,72,76,75
82,Daisy,Ashnikko,1.164.940,44,79,73
83,Circles,Post Malone,1.160.033,1,80,455
84,death bed (coffee for your head),Powfu; beabadoobee,1.156.751,4,84,287
85,Tattoo - Remix with Camilo,Rauw Alejandro; Camilo,1.150.549,21,95,140
86,Deep End,Fousheé,1.142.945,62,88,45
87,Tyler Herro,Jack Harlow,1.138.699,57,77,35
88,POPSTAR (feat. Drake),DJ Khaled; Drake,1.136.642,4,85,133
89,Stuck with U (with Justin Bieber),Ariana Grande; Justin Bieber,1.130.797,1,86,203
90,Señorita,Shawn Mendes; Camila Cabello,1.128.761,1,90,525
91,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,1.121.505,24,120,6
92,Memories Remix (feat. Nipsey Hussle & YG),Maroon 5; Nipsey Hussle; YG,1.120.279,2,93,434
93,Lucid Dreams,Juice WRLD,1.119.100,2,89,929
94,Mood Swings (feat. Lil Tjay),Pop Smoke; Lil Tjay,1.112.336,10,92,130
95,goosebumps,Travis Scott,1.107.016,10,94,337
96,Wishing Well,Juice WRLD,1.105.453,6,87,140
97,Tú Me Dejaste De Querer,C. Tangana; Niño de Elche; La Húngara,1.098.961,31,99,21
98,Adore You,Harry Styles,1.097.734,3,91,357
99,Feliz Navidad,José Feliciano,1.066.422,10,139,6
100,Sleigh Ride,The Ronettes,1.056.912,20,134,6
101,The Box,Roddy Ricch,1.056.649,1,97,351
102,Blueberry Faygo,Lil Mosey,1.055.597,8,96,294
103,Diamonds,Sam Smith,1.049.908,36,98,70
104,Mi Cuarto,Jerry Di,1.046.934,43,106,102
105,La Luz,Sech; J Balvin,1.041.050,57,110,25
106,La Jeepeta - Remix,Nio Garcia; Anuel AA; Myke Towers; Brray; Juanka,1.033.234,12,111,195
107,bad guy,Billie Eilish,1.024.456,1,102,609
108,How You Like That,BLACKPINK,1.020.270,2,108,154
109,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra; B. Swanson Quartet,1.019.308,11,150,6
110,Ice Cream (with Selena Gomez),BLACKPINK; Selena Gomez,1.018.360,4,104,91
111,Shallow,Lady Gaga; Bradley Cooper,1.016.688,2,107,791
112,HIGHEST IN THE ROOM,Travis Scott,1.016.041,1,105,420
113,Rain On Me (with Ariana Grande),Lady Gaga; Ariana Grande,1.015.672,1,103,189
114,Lovesick Girls,BLACKPINK,1.008.460,3,113,56
115,Head Shoulders Knees & Toes (feat. Norma Jean Martine),Ofenbach; Quarterhead; Norma Jean Martine,1.001.582,111,112,53
116,Holly Jolly Christmas,Michael Bublé,998.304,12,144,6
117,Robbery,Juice WRLD,987.097,11,109,355
118,Break My Heart,Dua Lipa,981.366,6,114,246
119,my ex's best friend (with blackbear),Machine Gun Kelly; blackbear,976.548,36,100,112
120,Mood (Remix) feat. Justin Bieber J Balvin & iann dior,24kGoldn; Justin Bieber; J Balvin; iann dior,973.251,32,115,21
121,Do They Know It's Christmas? - 1984 Version,Band Aid,958.325,3,160,3
122,Tusa,KAROL G; Nicki Minaj,952.816,3,122,385
123,Say You Won't Let Go,James Arthur,944.766,7,116,337
124,If the World Was Ending (feat. Julia Michaels),JP Saxe; Julia Michaels,931.352,37,118,337
125,Falling,Harry Styles,927.621,18,117,283
126,Hello (feat. A Boogie Wit da Hoodie),Pop Smoke; A Boogie Wit da Hoodie,922.345,119,119,7
127,Believer,Imagine Dragons,921.405,15,123,337
128,Falling,Trevor Daniel,916.998,5,121,376
129,Space Legend,Porky Slim,915.017,129,165,2
130,I CAN'T STOP ME,TWICE,901.306,46,131,32
131,Jocelyn Flores,XXXTENTACION,898.593,2,127,314
132,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,895.062,10,179,2
133,Caramelo,Ozuna,889.950,15,137,168
134,Fever,Dua Lipa; Angèle,888.728,49,126,28
135,Dior,Pop Smoke,887.253,34,129,177
136,everything i wanted,Billie Eilish,878.450,1,125,379
137,Mad at Disney,salem ilese,877.299,40,133,84
138,Life Is Good (feat. Drake),Future; Drake,875.331,3,132,322
139,All Girls Are The Same,Juice WRLD,871.913,22,130,145
140,WHATS POPPIN (feat. DaBaby Tory Lanez & Lil Wayne) - Remix,Jack Harlow; Tory Lanez; DaBaby; Lil Wayne,871.524,11,124,156
141,Tick Tock (feat. 24kGoldn),Clean Bandit; Mabel; 24kGoldn,871.156,82,135,77
142,Polvo,Nicky Jam; Myke Towers,865.820,142,142,7
143,SICKO MODE,Travis Scott,864.965,2,136,337
144,De Cora <3,Rauw Alejandro; J Balvin,863.630,106,148,14
145,Azul,J Balvin,860.709,37,145,252
146,Martin & Gina,Polo G,855.679,110,128,88
147,Perfect,Ed Sheeran,852.219,3,143,337
148,ily (i love you baby) (feat. Emilee),Surf Mesa; Emilee,842.307,9,140,245
149,Intentions (feat. Quavo),Justin Bieber; Quavo,838.766,4,138,294
150,Driving Home for Christmas - 2019 Remaster,Chris Rea,833.087,8,192,2
151,Go Crazy,Chris Brown; Young Thug,832.289,36,141,186
152,Dime Cómo Quieres,Christian Nodal; Ángela Aguilar,829.634,120,151,10
153,Ride It,Regard,823.603,12,154,448
154,At My Worst,Pink Sweat$,817.656,137,149,19
155,ROXANNE,Arizona Zervas,815.870,2,146,396
156,7 rings,Ariana Grande,811.638,1,153,679
157,Toosie Slide,Drake,807.297,1,156,238
158,Electric Love,BØRNS,805.875,60,147,119
159,In Your Eyes,The Weeknd,803.063,4,152,3
160,Daddy Issues,The Neighbourhood,794.733,125,157,26
161,The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke; 50 Cent; Roddy Ricch,790.639,12,158,147
162,All of Me,John Legend,786.045,77,161,124
163,Photograph,Ed Sheeran,784.595,40,—,1
164,SAD!,XXXTENTACION,780.089,1,162,337
165,motive (with Doja Cat),Ariana Grande; Doja Cat,778.444,4,155,28
166,Shape of You,Ed Sheeran,776.823,1,164,337
167,Bohemian Rhapsody - Remastered 2011,Queen,773.227,10,167,779
168,when the party's over,Billie Eilish,770.150,7,159,19
169,Riptide,Vance Joy,762.755,163,—,1
