Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,Blinding Lights,The Weeknd,6.064.776,1,1,90
2,The Box,Roddy Ricch,5.498.589,1,2,77
3,Dance Monkey,Tones And I,5.487.618,1,3,224
4,Don't Start Now,Dua Lipa,4.642.075,4,4,118
5,Intentions (feat. Quavo),Justin Bieber; Quavo,4.321.947,4,5,20
6,Tusa,KAROL G; Nicki Minaj,3.850.170,3,6,111
7,Falling,Trevor Daniel,3.674.019,5,7,102
8,ROXANNE,Arizona Zervas,3.500.692,2,8,122
9,No Time To Die,Billie Eilish,3.338.024,1,9,13
10,After Hours,The Weeknd,3.198.764,4,10,8
11,Yummy,Justin Bieber,3.032.356,2,12,55
12,Life Is Good (feat. Drake),Future; Drake,3.024.825,3,11,48
13,everything i wanted,Billie Eilish,2.978.539,1,13,105
14,Circles,Post Malone,2.902.710,1,14,181
15,Someone You Loved,Lewis Capaldi,2.775.539,4,15,410
16,Ignorantes,Bad Bunny; Sech,2.752.564,14,16,13
17,Say So,Doja Cat,2.692.040,17,17,63
18,Godzilla (feat. Juice WRLD),Eminem; Juice WRLD,2.633.830,3,19,41
19,Memories Remix (feat. Nipsey Hussle & YG),Maroon 5; Nipsey Hussle; YG,2.627.951,2,18,160
20,Adore You,Harry Styles,2.460.854,3,20,83
21,bad guy,Billie Eilish,2.353.336,1,21,335
22,Blueberry Faygo,Lil Mosey,2.329.404,22,22,20
23,Roses - Imanbek Remix,SAINt JHN; Imanbek,2.187.770,23,23,63
24,Sunday Best,Surfaces,2.182.206,24,27,40
25,Before You Go,Lewis Capaldi,2.148.852,17,24,99
26,Señorita,Shawn Mendes; Camila Cabello,2.119.230,1,26,251
27,You should be sad,Halsey,2.095.067,16,25,48
28,My Oh My (feat. DaBaby),Camila Cabello; DaBaby,2.066.789,14,28,83
29,Sigues Con El,Arcángel; Sech; Dímelo Flow,2.046.768,19,30,71
30,Forever (feat. Post Malone & Clever),Justin Bieber; Post Malone; Clever,2.025.031,12,29,13
31,RITMO (Bad Boys For Life),Black Eyed Peas; J Balvin,2.008.754,6,31,135
32,Physical,Dua Lipa,1.979.238,17,33,27
33,ON,BTS,1.956.070,21,32,6
34,Moral of the Story,Ashe,1.857.976,34,35,7
35,death bed (coffee for your head),Powfu; beabadoobee,1.838.330,35,36,13
36,Lose Control,MEDUZA; Becky Hill; Goodboys,1.802.320,27,34,132
37,Morado,J Balvin,1.752.626,30,37,48
38,High Fashion (feat. Mustard),Roddy Ricch; Mustard,1.741.376,26,38,48
39,To Die For,Sam Smith,1.685.875,30,39,13
40,Vete,Bad Bunny,1.683.796,6,41,98
41,Hola - Remix,Dalex; Lenny Tavárez; Chencho Corleone; Juhn; Dímelo Flow,1.667.152,28,42,106
42,ON (Feat. Sia),BTS; Sia,1.638.613,24,40,6
43,Suicidal,YNW Melly,1.602.064,23,44,72
44,Ride It,Regard,1.600.515,12,43,174
45,Keii,Anuel AA,1.584.221,35,45,20
46,Feel Me,Selena Gomez,1.505.302,32,46,6
47,I Don't Care (with Justin Bieber),Ed Sheeran; Justin Bieber,1.489.439,1,48,293
48,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,1.470.096,1,49,497
49,Fantasias,Rauw Alejandro; Farruko,1.445.608,25,47,156
50,What A Man Gotta Do,Jonas Brothers,1.443.765,24,51,41
51,Muévelo,Nicky Jam; Daddy Yankee,1.428.638,35,50,48
52,What If I Told You That I Love You,Ali Gatie,1.411.002,32,52,34
53,WHATS POPPIN,Jack Harlow,1.407.982,53,55,24
54,SUGAR,BROCKHAMPTON,1.400.045,34,54,56
55,hot girl bummer,blackbear,1.394.045,9,56,188
56,Diosa,Myke Towers,1.392.094,56,58,12
57,Know Your Worth,Khalid; Disclosure,1.390.154,27,53,20
58,10000 Hours (with Justin Bieber),Dan + Shay; Justin Bieber,1.380.029,5,57,146
59,BOP,DaBaby,1.365.497,21,59,153
60,when the party's over,Billie Eilish,1.329.290,7,60,498
61,Ballin' (with Roddy Ricch),Mustard; Roddy Ricch,1.319.685,35,63,143
62,lovely (with Khalid),Billie Eilish; Khalid,1.318.706,19,62,675
63,HIGHEST IN THE ROOM,Travis Scott,1.310.091,1,66,146
64,Lose You To Love Me,Selena Gomez,1.281.841,1,64,127
