Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,ROCKSTAR (feat. Roddy Ricch),DaBaby; Roddy Ricch,5.602.189,1,1,64
2,Blinding Lights,The Weeknd,5.123.147,1,2,204
3,Roses - Imanbek Remix,SAINt JHN; Imanbek,4.371.366,2,3,177
4,Rain On Me (with Ariana Grande),Lady Gaga; Ariana Grande,3.608.213,1,4,29
5,death bed (coffee for your head),Powfu; beabadoobee,3.485.441,4,5,127
6,Toosie Slide,Drake,3.427.684,1,6,78
7,Watermelon Sugar,Harry Styles,3.319.257,5,7,216
8,Don't Start Now,Dua Lipa,2.971.941,2,9,232
9,Party Girl,StaySolidRocky,2.946.506,8,8,50
10,Dance Monkey,Tones And I,2.910.663,1,12,338
11,Savage Love (Laxed - Siren Beat),Jawsh 685; Jason Derulo,2.903.375,11,17,8
12,ily (i love you baby) (feat. Emilee),Surf Mesa; Emilee,2.898.749,9,10,85
13,Break My Heart,Dua Lipa,2.830.113,6,11,86
14,Breaking Me,Topic; A7S,2.650.791,14,14,91
15,Blueberry Faygo,Lil Mosey,2.627.547,8,13,134
16,Supalonely,BENEE; Gus Dapperton,2.472.649,10,16,108
17,THE SCOTTS,THE SCOTTS; Travis Scott; Kid Cudi,2.399.523,1,15,57
18,The Box,Roddy Ricch,2.394.446,1,19,191
19,Stuck with U (with Justin Bieber),Ariana Grande; Justin Bieber,2.372.403,1,18,43
20,GOOBA,6ix9ine,2.319.731,2,20,43
21,MAMACITA,Black Eyed Peas; Ozuna; J. Rey Soul,2.246.191,21,27,63
22,Intentions (feat. Quavo),Justin Bieber; Quavo,2.204.782,4,21,134
23,Someone You Loved,Lewis Capaldi,2.106.112,4,22,524
24,Savage Remix (feat. Beyoncé),Megan Thee Stallion; Beyoncé,2.042.611,11,23,52
25,Stay Gold,BTS,2.028.372,25,—,1
26,Sunday Best,Surfaces,1.985.019,12,24,154
27,Falling,Trevor Daniel,1.934.651,5,26,216
28,TROLLZ (with Nicki Minaj),6ix9ine; Nicki Minaj,1.891.728,25,28,8
29,In Your Eyes,The Weeknd,1.855.525,4,29,92
30,Say So,Doja Cat,1.824.081,5,30,177
31,WHATS POPPIN,Jack Harlow,1.819.478,23,25,138
32,Circles,Post Malone,1.764.725,1,31,295
33,Tusa,KAROL G; Nicki Minaj,1.758.029,3,39,225
34,Before You Go,Lewis Capaldi,1.722.073,17,32,213
35,Play Date,Melanie Martinez,1.719.158,27,33,55
36,Lose Somebody,Kygo; OneRepublic,1.706.603,30,35,36
37,goosebumps,Travis Scott,1.698.362,10,37,177
38,TKN (feat. Travis Scott),ROSALÍA; Travis Scott,1.696.323,8,34,23
