Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,DÁKITI,Bad Bunny; Jhayco,5.921.656,1,1,63
2,Blinding Lights,The Weeknd,5.446.743,1,4,399
3,Mood (feat. iann dior),24kGoldn; iann dior,4.737.332,1,2,144
4,positions,Ariana Grande,4.023.107,1,3,70
5,BICHOTA,KAROL G,3.903.196,2,5,70
6,34+35,Ariana Grande,3.261.914,2,6,63
7,Roses - Imanbek Remix,SAINt JHN; Imanbek,3.250.424,2,33,372
8,Lemonade (feat. Gunna Don Toliver & NAV),Internet Money; Gunna; Don Toliver; NAV,3.236.226,2,7,140
9,Dynamite,BTS,3.215.839,1,8,133
10,Head & Heart (feat. MNEK),Joel Corry; MNEK,3.187.107,10,23,172
11,LA NOCHE DE ANOCHE,Bad Bunny; ROSALÍA,3.057.940,2,9,35
12,Watermelon Sugar,Harry Styles,3.002.862,4,19,411
13,Dance Monkey,Tones And I,2.953.746,1,30,533
14,Levitating (feat. DaBaby),Dua Lipa; DaBaby,2.822.246,14,16,91
15,Therefore I Am,Billie Eilish,2.723.720,2,10,50
16,Whoopty,CJ,2.702.390,12,12,68
17,WAP (feat. Megan Thee Stallion),Cardi B; Megan Thee Stallion,2.677.539,1,24,147
18,What You Know Bout Love,Pop Smoke,2.653.569,5,13,109
19,WITHOUT YOU,The Kid LAROI,2.580.455,11,11,31
20,Hawái,Maluma,2.558.725,2,20,154
21,HOLIDAY,Lil Nas X,2.424.589,16,17,49
22,The Business,Tiësto,2.418.066,22,34,60
23,ROCKSTAR (feat. Roddy Ricch),DaBaby; Roddy Ricch,2.398.402,1,27,259
24,Monster (Shawn Mendes & Justin Bieber),Shawn Mendes; Justin Bieber,2.387.858,6,15,42
25,Afterglow,Ed Sheeran,2.368.447,12,14,11
26,Don't Start Now,Dua Lipa,2.346.546,2,37,427
27,Savage Love (Laxed - Siren Beat),Jawsh 685; Jason Derulo,2.261.592,1,51,203
28,Prisoner (feat. Dua Lipa),Miley Cyrus; Dua Lipa,2.211.632,10,28,42
29,Hecha Pa' Mi,Boza,2.171.409,26,26,36
30,Snowman,Sia,2.161.806,9,21,22
31,willow,Taylor Swift,2.158.627,1,18,21
32,you broke me first,Tate McRae,2.140.305,12,22,174
33,Reloj,Rauw Alejandro; Anuel AA,2.076.454,25,29,66
34,Goosebumps,HVME,2.073.656,34,49,6
35,La Nota,Manuel Turizo; Rauw Alejandro; Myke Towers,2.048.342,21,32,84
36,Lonely (with benny blanco),Justin Bieber; benny blanco,2.013.447,5,25,77
37,Breaking Me,Topic; A7S,1.940.055,6,56,6
38,Someone You Loved,Lewis Capaldi,1.937.278,4,31,719
39,Chica Ideal,Sebastian Yatra; Guaynaa,1.907.168,35,36,70
40,For The Night (feat. Lil Baby & DaBaby),Pop Smoke; Lil Baby; DaBaby,1.905.745,6,35,182
41,Paradise (feat. Dermot Kennedy),MEDUZA; Dermot Kennedy,1.846.717,41,48,6
42,Relación - Remix,Sech; Daddy Yankee; J Balvin; ROSALÍA; Farruko,1.829.249,11,38,119
43,BEBÉ,Camilo; El Alfa,1.796.933,39,40,27
44,Vida de Rico,Camilo,1.785.789,23,44,101
45,Circles,Post Malone,1.766.460,1,61,6
46,La Tóxica,Farruko,1.764.928,19,41,118
47,Holy (feat. Chance The Rapper),Justin Bieber; Chance the Rapper,1.735.617,4,39,105
48,Rain On Me (with Ariana Grande),Lady Gaga; Ariana Grande,1.706.869,1,82,6
49,Take You Dancing,Jason Derulo,1.670.599,26,58,6
50,Head Shoulders Knees & Toes (feat. Norma Jean Martine),Ofenbach; Quarterhead; Norma Jean Martine,1.660.605,50,91,6
51,TE MUDASTE,Bad Bunny,1.657.540,3,42,35
52,Bandido,Myke Towers; Juhn,1.635.785,47,47,6
53,Put Your Records On,Ritt Momney,1.607.449,15,57,6
54,bad guy,Billie Eilish,1.603.929,1,84,6
55,Laugh Now Cry Later (feat. Lil Durk),Drake; Lil Durk,1.587.468,2,50,6
56,Say So,Doja Cat,1.550.511,5,137,6
57,Before You Go,Lewis Capaldi,1.546.055,17,46,6
58,Una Locura,Ozuna; J Balvin; Chencho Corleone,1.543.498,30,53,115
59,Dreams - 2004 Remaster,Fleetwood Mac,1.526.428,17,88,6
60,Mi Niña,Wisin; Myke Towers; Los Legendarios,1.509.040,37,52,88
61,I Gotta Feeling,Black Eyed Peas,1.501.071,61,—,1
62,The Box,Roddy Ricch,1.497.465,1,63,6
63,Blueberry Faygo,Lil Mosey,1.495.270,8,77,6
64,Sweater Weather,The Neighbourhood,1.484.363,45,45,110
65,GIRL LIKE ME,Black Eyed Peas; Shakira,1.481.873,65,66,6
66,Tusa,KAROL G; Nicki Minaj,1.469.326,3,78,6
67,Se Te Nota (with Guaynaa),Lele Pons; Guaynaa,1.459.607,23,60,108
68,La Curiosidad,Jay Wheeler; DJ Nelson; Myke Towers,1.454.137,19,59,192
69,Heather,Conan Gray,1.453.867,11,43,163
70,UN DIA (ONE DAY) (Feat. Tainy),J Balvin; Dua Lipa; Bad Bunny; Tainy,1.433.678,9,62,6
71,Don't Stop Me Now - Remastered 2011,Queen,1.413.587,47,—,1
72,Señorita,Shawn Mendes; Camila Cabello,1.402.499,1,81,6
73,Ride It,Regard,1.402.220,12,111,6
