Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,ROCKSTAR (feat. Roddy Ricch),DaBaby; Roddy Ricch,5.886.504,1,1,78
2,Savage Love (Laxed - Siren Beat),Jawsh 685; Jason Derulo,5.216.820,2,2,22
3,Blinding Lights,The Weeknd,4.937.220,1,3,218
4,Roses - Imanbek Remix,SAINt JHN; Imanbek,4.193.824,2,4,191
5,Watermelon Sugar,Harry Styles,3.943.774,5,5,230
6,How You Like That,BLACKPINK,3.436.803,2,6,8
7,Rain On Me (with Ariana Grande),Lady Gaga; Ariana Grande,3.197.792,1,8,43
8,death bed (coffee for your head),Powfu; beabadoobee,3.180.547,4,7,141
9,For The Night (feat. Lil Baby & DaBaby),Pop Smoke; Lil Baby; DaBaby,3.029.109,9,—,1
10,Toosie Slide,Drake,3.011.959,1,9,92
11,Breaking Me,Topic; A7S,2.920.338,10,10,105
12,The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke; 50 Cent; Roddy Ricch,2.918.502,12,—,1
13,Dance Monkey,Tones And I,2.899.829,1,12,352
14,Party Girl,StaySolidRocky,2.763.051,8,11,64
15,ily (i love you baby) (feat. Emilee),Surf Mesa; Emilee,2.735.931,9,13,99
16,Don't Start Now,Dua Lipa,2.713.408,2,14,246
17,Break My Heart,Dua Lipa,2.658.402,6,15,100
18,Blueberry Faygo,Lil Mosey,2.555.477,8,16,148
19,Aim For The Moon (feat. Quavo),Pop Smoke; Quavo,2.489.981,19,—,1
20,MAMACITA,Black Eyed Peas; Ozuna; J. Rey Soul,2.350.884,17,19,77
21,Supalonely,BENEE; Gus Dapperton,2.293.512,10,18,122
22,La Jeepeta - Remix,Nio Garcia; Anuel AA; Myke Towers; Brray; Juanka,2.273.795,21,21,49
23,Stuck with U (with Justin Bieber),Ariana Grande; Justin Bieber,2.264.952,1,17,57
24,The Box,Roddy Ricch,2.197.686,1,20,205
25,44 BullDog,Pop Smoke,2.185.344,25,—,1
26,Gangstas,Pop Smoke,2.159.149,26,—,1
27,Someone You Loved,Lewis Capaldi,2.088.065,4,22,538
28,WHATS POPPIN (feat. DaBaby Tory Lanez & Lil Wayne) - Remix,Jack Harlow; Tory Lanez; DaBaby; Lil Wayne,2.082.057,23,23,10
29,TKN (feat. Travis Scott),ROSALÍA; Travis Scott,2.060.480,8,26,37
30,Bad Bitch From Tokyo (Intro),Pop Smoke,2.055.674,30,—,1
31,THE SCOTTS,THE SCOTTS; Travis Scott; Kid Cudi,2.044.371,1,24,71
32,Intentions (feat. Quavo),Justin Bieber; Quavo,2.007.219,4,25,148
33,Relación,Sech,1.944.445,27,28,57
34,Dior,Pop Smoke,1.894.448,34,112,31
35,Say So,Doja Cat,1.881.910,5,29,191
36,Before You Go,Lewis Capaldi,1.870.861,17,27,227
37,Creature (feat. Swae Lee),Pop Smoke; Swae Lee,1.865.552,37,—,1
38,Sunday Best,Surfaces,1.845.204,12,30,168
39,Wash Us In The Blood,Kanye West; Travis Scott,1.841.764,26,47,4
40,Make It Rain (feat. Rowdy Rebel),Pop Smoke; Rowdy Rebel,1.831.675,40,—,1
41,GOOBA,6ix9ine,1.829.398,2,31,57
42,Yea Yea,Pop Smoke,1.827.057,42,—,1
43,Hasta Que Dios Diga,Anuel AA; Bad Bunny,1.773.758,23,45,36
44,Got It On Me,Pop Smoke,1.757.836,44,—,1
45,In Your Eyes,The Weeknd,1.754.309,4,35,106
46,Savage Remix (feat. Beyoncé),Megan Thee Stallion; Beyoncé,1.753.609,11,33,66
47,Bläulich,Apache 207,1.729.674,47,—,1
48,Circles,Post Malone,1.719.095,1,34,309
49,Snitching (feat. Quavo & Future),Pop Smoke; Quavo; Future,1.694.663,49,—,1
50,Tusa,KAROL G; Nicki Minaj,1.685.223,3,39,239
51,Falling,Trevor Daniel,1.655.743,5,32,230
52,Caramelo,Ozuna,1.634.156,43,43,22
53,Something Special,Pop Smoke,1.633.149,53,—,1
54,Kings & Queens,Ava Max,1.617.529,37,41,96
55,Be Kind (with Halsey),Marshmello; Halsey,1.614.168,19,37,64
56,Mood Swings (feat. Lil Tjay),Pop Smoke; Lil Tjay,1.613.739,56,—,1
57,goosebumps,Travis Scott,1.600.375,10,38,191
58,Señorita,Shawn Mendes; Camila Cabello,1.595.943,1,42,379
59,Play Date,Melanie Martinez,1.594.900,27,36,69
60,Adore You,Harry Styles,1.568.890,3,40,211
61,Ego Death (feat. Kanye West FKA twigs & Skrillex),Ty Dolla $ign; FKA twigs; Skrillex; Kanye West,1.535.232,61,—,1
62,Lose Somebody,Kygo; OneRepublic,1.520.017,30,44,50
63,West Coast Shit (feat. Tyga & Quavo),Pop Smoke; Tyga; Quavo,1.495.603,63,—,1
64,Memories Remix (feat. Nipsey Hussle & YG),Maroon 5; Nipsey Hussle; YG,1.483.408,2,48,288
65,Enjoy Yourself (feat. Karol G),Pop Smoke; KAROL G,1.483.136,65,—,1
66,Safaera,Bad Bunny; Jowell & Randy; Ñengo Flow,1.456.624,7,50,49
67,What You Know Bout Love,Pop Smoke,1.450.065,67,—,1
68,Yo Perreo Sola,Bad Bunny,1.447.213,16,46,126
69,HIGHEST IN THE ROOM,Travis Scott,1.445.027,1,49,274
70,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,1.372.635,1,51,625
71,bad guy,Billie Eilish,1.356.668,1,52,463
72,Life Is Good (feat. Drake),Future; Drake,1.352.040,3,53,176
73,SICKO MODE,Travis Scott,1.317.397,2,54,191
74,ROXANNE,Arizona Zervas,1.291.146,2,58,250
75,Elegí (feat. Dímelo Flow),Rauw Alejandro; Dalex; Lenny Tavárez; Dímelo Flow,1.287.112,53,59,92
76,WHATS POPPIN,Jack Harlow,1.286.365,23,57,152
77,Ride It,Regard,1.268.621,12,61,302
78,After Party,Don Toliver,1.255.269,40,56,78
79,Banana (feat. Shaggy) - DJ FLe - Minisiren Remix,Conkarah; Shaggy; DJ Fle,1.252.723,66,66,22
80,Go Crazy,Chris Brown; Young Thug,1.232.716,80,80,40
81,Rojo,J Balvin,1.226.338,14,64,127
82,Chicago Freestyle (feat. Giveon),Drake; Giveon,1.212.444,8,55,64
83,Azul,J Balvin,1.201.119,37,67,106
84,Tunnel Vision (Outro),Pop Smoke,1.189.267,84,—,1
85,Lucid Dreams,Juice WRLD,1.170.088,2,63,783
86,Secrets,Regard; RAYE,1.169.710,59,69,29
87,Sour Candy (with BLACKPINK),Lady Gaga; BLACKPINK,1.163.277,2,60,37
88,Stunnin' (feat. Harm Franklin),Curtis Waters; Harm Franklin,1.152.036,78,78,14
89,La Curiosidad,Jay Wheeler; DJ Nelson; Myke Towers,1.150.392,85,85,11
90,Favorito,Camilo,1.148.727,28,74,90
91,We Paid (feat. 42 Dugg),Lil Baby; 42 Dugg,1.140.796,61,62,13
92,Rover (feat. DTG),S1mba; DTG,1.126.252,69,76,41
93,Tak Tiki Tak,Harry Nach,1.114.486,69,75,31
94,GO (feat. Juice WRLD),The Kid LAROI; Juice WRLD,1.111.316,54,65,22
95,Boss Bitch,Doja Cat,1.105.293,18,71,124
96,everything i wanted,Billie Eilish,1.100.901,1,70,233
97,PORFA Remix ( Feat. Maluma Nicky Jam Sech) - Remix,Feid; J Balvin; Maluma; Nicky Jam; Sech; Justin Quiles,1.100.112,97,171,7
98,If the World Was Ending (feat. Julia Michaels),JP Saxe; Julia Michaels,1.099.057,37,68,191
99,Godzilla (feat. Juice WRLD),Eminem; Juice WRLD,1.083.111,3,77,169
100,lovely (with Khalid),Billie Eilish; Khalid,1.080.433,19,72,803
101,Diana (feat. King Combs),Pop Smoke; King Combs,1.072.778,101,—,1
102,Shallow,Lady Gaga; Bradley Cooper,1.068.403,2,79,645
103,I Don't Care (with Justin Bieber),Ed Sheeran; Justin Bieber,1.057.365,1,83,421
104,Some Say - Felix Jaehn Remix,Nea; Felix Jaehn,1.049.725,72,86,22
105,PORFA,Feid; Justin Quiles,1.034.884,51,73,91
106,The Bigger Picture,Lil Baby,1.028.626,38,81,22
107,Desce Pro Play (PA PA PA),ZAAC; Anitta; Tyga,1.023.434,95,118,8
108,Physical,Dua Lipa,1.016.086,8,88,107
109,CÓMO SE SIENTE - Remix,Jhayco; Bad Bunny,1.014.223,21,90,55
110,TROLLZ (with Nicki Minaj),6ix9ine; Nicki Minaj,1.010.890,25,84,22
111,Djadja (feat. Maluma) - Remix,Aya Nakamura; Maluma,1.004.163,94,94,8
112,hot girl bummer,blackbear,992.738,9,87,316
113,Lose Control,MEDUZA; Becky Hill; Goodboys,975.634,27,93,260
114,Believer,Imagine Dragons,972.450,15,91,191
115,RITMO (Bad Boys For Life),Black Eyed Peas; J Balvin,962.503,6,96,263
116,Walk Em Down (feat. Roddy Ricch),NLE Choppa; Roddy Ricch,950.115,48,82,106
117,Tattoo,Rauw Alejandro,946.295,41,98,134
118,rockstar (feat. 21 Savage),Post Malone; 21 Savage,916.235,1,97,191
119,Amarillo,J Balvin,915.082,17,103,106
120,Nacht zu kurz,Luciano,898.062,120,—,1
121,Tommy Lee (feat. Post Malone),Tyla Yaweh; Post Malone,897.785,52,92,22
122,Jocelyn Flores,XXXTENTACION,887.836,2,95,168
123,7 rings,Ariana Grande,885.094,1,100,533
124,Beautiful People (feat. Khalid),Ed Sheeran; Khalid,883.868,3,102,372
125,Skechers,DripReport,883.469,32,106,111
126,Past Life (with Selena Gomez),Trevor Daniel; Selena Gomez,880.480,90,137,8
127,Robbery,Juice WRLD,873.747,11,101,209
128,Shape of You,Ed Sheeran,873.538,1,108,191
129,Bohemian Rhapsody - Remastered 2011,Queen,871.200,10,120,633
130,Savage,Megan Thee Stallion,870.654,15,99,107
131,Are You Bored Yet? (feat. Clairo),Wallows; Clairo,867.518,131,131,13
132,Reggaetonera,Anuel AA,864.549,81,119,9
133,SAD!,XXXTENTACION,862.900,1,105,191
134,PAM,Justin Quiles; Daddy Yankee; El Alfa,853.778,101,117,51
135,Righteous,Juice WRLD,847.994,7,104,71
136,La Difícil,Bad Bunny,847.068,4,114,126
137,This City,Sam Fischer,834.590,95,107,78
138,El Efecto,Rauw Alejandro; Chencho Corleone,827.846,91,123,59
139,Morado,J Balvin,826.269,27,126,176
