Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,positions,Ariana Grande,6.517.132,1,1,2
2,Mood (feat. iann dior),24kGoldn; iann dior,5.445.359,1,2,76
3,Lemonade (feat. Gunna Don Toliver & NAV),Internet Money; Gunna; Don Toliver; NAV,4.539.019,2,3,72
4,WAP (feat. Megan Thee Stallion),Cardi B; Megan Thee Stallion,3.983.595,1,4,79
5,Hawái,Maluma,3.877.996,2,7,86
6,What You Know Bout Love,Pop Smoke,3.740.442,5,5,41
7,Dynamite,BTS,3.701.364,1,6,65
8,Blinding Lights,The Weeknd,3.544.628,1,8,331
9,Holy (feat. Chance The Rapper),Justin Bieber; Chance the Rapper,3.173.724,4,9,37
10,For The Night (feat. Lil Baby & DaBaby),Pop Smoke; Lil Baby; DaBaby,3.110.298,6,10,114
11,Watermelon Sugar,Harry Styles,3.048.280,4,12,343
12,Lonely (with benny blanco),Justin Bieber; benny blanco,2.944.364,10,11,9
13,Head & Heart (feat. MNEK),Joel Corry; MNEK,2.922.821,11,13,104
14,you broke me first,Tate McRae,2.714.294,12,14,106
15,Relación - Remix,Sech; Daddy Yankee; J Balvin; ROSALÍA; Farruko,2.617.749,11,17,51
16,ROCKSTAR (feat. Roddy Ricch),DaBaby; Roddy Ricch,2.562.540,1,16,191
17,Laugh Now Cry Later (feat. Lil Durk),Drake; Lil Durk,2.467.015,2,18,72
18,Put Your Records On,Ritt Momney,2.324.500,17,19,43
19,Savage Love (Laxed - Siren Beat),Jawsh 685; Jason Derulo,2.304.159,1,21,135
20,La Tóxica,Farruko,2.237.945,19,23,50
21,Wonder,Shawn Mendes,2.202.954,12,20,23
22,Heather,Conan Gray,2.167.247,11,22,95
23,Forever After All,Luke Combs,2.140.500,15,15,2
24,Vida de Rico,Camilo,2.134.320,23,31,33
25,La Curiosidad,Jay Wheeler; DJ Nelson; Myke Towers,2.134.199,19,27,124
26,Dreams - 2004 Remaster,Fleetwood Mac,2.095.870,17,24,29
27,Roses - Imanbek Remix,SAINt JHN; Imanbek,2.087.407,2,26,304
28,UN DIA (ONE DAY) (Feat. Tainy),J Balvin; Dua Lipa; Bad Bunny; Tainy,2.047.273,9,28,93
29,Se Te Nota (with Guaynaa),Lele Pons; Guaynaa,2.032.620,29,32,40
30,Take You Dancing,Jason Derulo,1.935.216,28,30,83
31,Breaking Me,Topic; A7S,1.915.803,6,33,218
32,Someone You Loved,Lewis Capaldi,1.911.252,4,29,651
33,Ay DiOs Mío!,KAROL G,1.885.409,12,40,104
34,Una Locura,Ozuna; J Balvin; Chencho Corleone,1.877.976,34,39,47
35,Dance Monkey,Tones And I,1.869.612,1,37,465
36,Ice Cream (with Selena Gomez),BLACKPINK; Selena Gomez,1.832.642,4,35,58
37,Midnight Sky,Miley Cyrus,1.831.114,10,34,72
38,Despeinada,Ozuna; Camilo,1.808.977,33,42,51
39,POPSTAR (feat. Drake),DJ Khaled; Drake,1.798.248,4,38,100
40,Lovesick Girls,BLACKPINK,1.754.283,3,36,23
41,Jeans,Justin Quiles,1.753.045,41,45,58
42,Tattoo - Remix with Camilo,Rauw Alejandro; Camilo,1.705.591,21,46,107
43,Before You Go,Lewis Capaldi,1.704.138,17,41,340
44,La Jeepeta - Remix,Nio Garcia; Anuel AA; Myke Towers; Brray; Juanka,1.665.280,12,47,162
45,Mood Swings (feat. Lil Tjay),Pop Smoke; Lil Tjay,1.652.140,10,43,97
46,Come & Go (with Marshmello),Juice WRLD; Marshmello,1.620.101,2,44,108
47,La Nota,Manuel Turizo; Rauw Alejandro; Myke Towers,1.613.151,47,50,16
48,Spicy (feat. Post Malone),Ty Dolla $ign; Post Malone,1.544.068,25,25,2
49,Parce (feat. Justin Quiles),Maluma; Lenny Tavárez; Justin Quiles,1.533.213,49,55,65
50,Daisy,Ashnikko,1.524.882,45,48,40
51,Levitating (feat. DaBaby),Dua Lipa; DaBaby,1.513.341,49,49,23
52,How You Like That,BLACKPINK,1.483.431,2,51,121
53,Don't Start Now,Dua Lipa,1.481.864,2,52,359
54,Mi Cuarto,Jerry Di,1.464.605,43,56,69
55,death bed (coffee for your head),Powfu; beabadoobee,1.416.599,4,53,254
56,Rain On Me (with Ariana Grande),Lady Gaga; Ariana Grande,1.397.725,1,54,156
57,Caramelo,Ozuna,1.392.332,15,64,135
58,Mi Niña,Wisin; Myke Towers; Los Legendarios,1.376.126,58,62,20
59,Blueberry Faygo,Lil Mosey,1.368.891,8,65,261
60,Wishing Well,Juice WRLD,1.356.442,6,57,107
61,Go Crazy,Chris Brown; Young Thug,1.340.034,36,60,153
62,Circles,Post Malone,1.292.890,1,63,422
63,Sofia,Clairo,1.289.457,51,67,21
64,my ex's best friend (with blackbear),Machine Gun Kelly; blackbear,1.270.984,36,66,79
65,goosebumps,Travis Scott,1.255.083,10,68,304
66,Stuck with U (with Justin Bieber),Ariana Grande; Justin Bieber,1.245.317,1,61,170
67,Señorita,Shawn Mendes; Camila Cabello,1.212.798,1,70,492
68,The Box,Roddy Ricch,1.208.746,1,74,318
69,Memories Remix (feat. Nipsey Hussle & YG),Maroon 5; Nipsey Hussle; YG,1.205.423,2,69,401
70,Lucid Dreams,Juice WRLD,1.189.207,2,73,896
71,Tyler Herro,Jack Harlow,1.177.112,58,58,2
72,Adore You,Harry Styles,1.170.440,3,71,324
73,Jerusalema (feat. Nomcebo Zikode),Master KG; Nomcebo Zikode,1.170.202,68,83,46
74,WHATS POPPIN (feat. DaBaby Tory Lanez & Lil Wayne) - Remix,Jack Harlow; Tory Lanez; DaBaby; Lil Wayne,1.159.566,11,72,123
75,Deep End,Fousheé,1.155.443,71,75,12
76,Agua (with J Balvin),Tainy; J Balvin,1.149.001,16,90,107
77,Mad at Disney,salem ilese,1.147.186,40,77,51
78,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,1.140.098,1,79,738
79,Angeklagt,Bonez MC,1.133.342,59,59,2
80,Robbery,Juice WRLD,1.128.939,11,82,322
81,Tusa,KAROL G; Nicki Minaj,1.119.429,3,99,352
82,Tick Tock (feat. 24kGoldn),Clean Bandit; Mabel; 24kGoldn,1.116.103,82,84,44
83,Kings & Queens,Ava Max,1.115.047,37,80,209
84,ily (i love you baby) (feat. Emilee),Surf Mesa; Emilee,1.110.913,9,89,212
85,Falling,Trevor Daniel,1.109.762,5,91,343
86,SO DONE,The Kid LAROI,1.106.839,78,78,2
87,HIGHEST IN THE ROOM,Travis Scott,1.105.238,1,87,387
88,The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke; 50 Cent; Roddy Ricch,1.104.189,12,81,114
89,Pretty Savage,BLACKPINK,1.100.823,8,76,23
90,bad guy,Billie Eilish,1.097.716,1,93,576
91,Recairei - Ao Vivo,Os Barões Da Pisadinha,1.084.029,91,133,4
92,Diamonds,Sam Smith,1.082.173,36,86,37
93,Toosie Slide,Drake,1.078.656,1,100,205
94,Shallow,Lady Gaga; Bradley Cooper,1.064.085,2,96,758
95,Break My Heart,Dua Lipa,1.062.660,6,94,213
96,Intentions (feat. Quavo),Justin Bieber; Quavo,1.056.362,4,88,261
97,Runnin,21 Savage; Metro Boomin,1.045.454,9,85,23
98,Djadja (feat. Maluma) - Remix,Aya Nakamura; Maluma,1.041.753,33,102,121
99,lovely (with Khalid),Billie Eilish; Khalid,1.041.492,19,95,916
100,SICKO MODE,Travis Scott,1.027.763,2,103,304
101,Bet You Wanna (Feat. Cardi B),BLACKPINK; Cardi B,1.026.364,4,92,23
102,Train Wreck,James Arthur,1.017.125,80,97,14
103,Me Gusta (with Cardi B & Myke Towers),Anitta; Myke Towers; Cardi B,1.007.740,24,107,37
104,Party Girl,StaySolidRocky,999.429,8,118,88
105,7 rings,Ariana Grande,998.069,1,98,646
106,Lean,Super Yei; Jone Quest; Towy; Osquel; Sammy & Falsetto; Beltito; Sammy,987.689,71,122,74
107,Believer,Imagine Dragons,985.553,15,112,304
108,Azul,J Balvin,982.888,37,126,219
109,Investe Em Mim,Jonas Esticado,976.910,109,141,4
110,ROXANNE,Arizona Zervas,961.275,2,125,363
111,Dior,Pop Smoke,960.699,34,109,144
112,Electric Love,BØRNS,959.475,60,108,86
113,Life Is Good (feat. Drake),Future; Drake,959.018,3,119,289
114,If the World Was Ending (feat. Julia Michaels),JP Saxe; Julia Michaels,956.855,37,105,304
115,Sweater Weather,The Neighbourhood,947.299,98,114,42
116,Ride It,Regard,938.730,12,123,415
117,Don Don,Daddy Yankee; Anuel AA; Kendo Kaponi,933.251,86,128,44
118,Be Like That - feat. Swae Lee & Khalid,Kane Brown; Swae Lee; Khalid,930.727,81,116,102
119,Ayer Me Llamó Mi Ex (feat. Lenny Santos),KHEA; Lenny Santos,930.066,48,129,64
120,You Got It,Vedo,928.002,79,113,46
121,GREECE (feat. Drake),DJ Khaled; Drake,924.643,18,117,100
122,Falling,Harry Styles,907.790,18,120,250
123,Smile (with The Weeknd),Juice WRLD; The Weeknd,898.546,5,121,79
124,Mr. Right Now (feat. Drake),21 Savage; Metro Boomin; Drake,896.197,14,115,23
125,Say You Won't Let Go,James Arthur,892.570,7,124,304
126,Favorito,Camilo,887.666,28,132,203
127,Caramelo - Remix,Ozuna; KAROL G; Myke Towers,877.708,79,146,67
128,All Girls Are The Same,Juice WRLD,872.887,22,138,112
129,Be Kind (with Halsey),Marshmello; Halsey,870.168,19,127,177
130,Quiéreme Mientras Se Pueda,Manuel Turizo,860.372,123,134,62
131,Martin & Gina,Polo G,857.172,110,130,55
132,Madrid (feat. Myke Towers),Maluma; Myke Towers,856.748,119,154,60
133,BICHOTA,KAROL G,849.962,133,150,2
134,Savage Love (Laxed – Siren Beat) [BTS Remix],Jawsh 685; Jason Derulo; BTS,848.780,37,131,23
135,Someone To You,BANNERS,847.951,119,136,63
136,Chica Ideal,Sebastian Yatra; Guaynaa,844.416,136,167,2
137,Sweet Melody,Little Mix,842.814,104,104,2
138,Bohemian Rhapsody - Remastered 2011,Queen,838.074,10,158,746
139,Relación,Sech,837.637,21,153,170
140,Jocelyn Flores,XXXTENTACION,836.466,2,139,281
141,Perfect,Ed Sheeran,826.153,3,143,304
142,FRANCHISE (feat. Young Thug & M.I.A.),Travis Scott; Young Thug; M.I.A.,825.472,7,110,30
143,I Don't Care (with Justin Bieber),Ed Sheeran; Justin Bieber,822.896,1,142,534
144,Say So,Doja Cat,820.445,5,155,304
145,Got It On Me,Pop Smoke,819.580,36,135,114
146,Shape of You,Ed Sheeran,817.224,1,151,304
147,MAMACITA,Black Eyed Peas; Ozuna; J. Rey Soul,815.528,17,160,190
148,everything i wanted,Billie Eilish,815.307,1,140,346
149,Head Shoulders Knees & Toes (feat. Norma Jean Martine),Ofenbach; Quarterhead; Norma Jean Martine,808.283,142,149,20
150,Enchule,Rauw Alejandro,808.283,150,163,9
151,Nada,Cali Y El Dandee; Danna Paola,805.197,151,172,2
152,Hello (feat. A Boogie Wit da Hoodie),Pop Smoke; A Boogie Wit da Hoodie,803.538,121,144,50
153,All of Me,John Legend,794.636,77,157,91
154,Still Don't Know My Name,Labrinth,794.183,51,137,76
155,In Your Eyes,The Weeknd,794.023,4,159,219
156,hot girl bummer,blackbear,793.938,9,161,429
157,Rojo,J Balvin,790.637,14,176,240
158,Wolves (feat. Post Malone),Big Sean; Post Malone,789.918,75,148,51
159,SAD!,XXXTENTACION,786.673,1,165,304
160,After Party,Don Toliver,784.545,40,169,191
161,De Menina pra Mulher - Ao Vivo,Gusttavo Lima,783.629,161,—,1
162,Mamichula - con Nicki Nicole,Trueno; Nicki Nicole; Bizarrap; Taiu; TATOOL,781.581,33,175,93
163,24 (feat. Lil Baby),Money Man; Lil Baby,776.613,125,145,47
164,Blueberry Eyes (feat. SUGA of BTS),MAX; SUGA,773.352,164,170,2
165,rockstar (feat. 21 Savage),Post Malone; 21 Savage,768.795,1,164,304
166,THE SCOTTS,THE SCOTTS; Travis Scott; Kid Cudi,768.458,1,181,184
167,thank u next,Ariana Grande,767.301,1,156,3
168,Sunday Best,Surfaces,762.076,12,173,281
169,Godzilla (feat. Juice WRLD),Eminem; Juice WRLD,759.583,3,166,282
170,Be Alright,Dean Lewis,757.874,12,162,22
171,Hasta Que Dios Diga,Anuel AA; Bad Bunny,756.708,23,183,149
172,Heart Of Glass (Live from the iHeart Festival),Miley Cyrus,751.040,78,152,25
173,Bande organisée,13 Organisé; SCH; Kofs; Jul; Naps; Soso Maness; Elams; Solda; Houari,748.842,85,185,68
174,Oh Juliana,Niack,748.400,72,—,1
175,Safaera,Bad Bunny; Jowell & Randy; Ñengo Flow,744.809,7,—,1
176,Daddy Issues,The Neighbourhood,737.993,144,174,14
177,Yo Perreo Sola,Bad Bunny,731.646,16,—,1
178,Fake,Lauv; Conan Gray,730.213,77,168,9
179,Beautiful People (feat. Khalid),Ed Sheeran; Khalid,729.466,3,177,485
180,OK Not To Be OK,Marshmello; Demi Lovato,728.186,32,171,44
181,Without Me,Halsey,723.424,3,179,22
182,Lose Control,MEDUZA; Becky Hill; Goodboys,720.785,27,186,6
183,Are You Bored Yet? (feat. Clairo),Wallows; Clairo,717.716,96,178,22
184,10000 Hours (with Justin Bieber),Dan + Shay; Justin Bieber,717.589,5,180,14
185,Happier,Marshmello; Bastille,714.479,2,189,22
186,The Less I Know The Better,Tame Impala,710.182,139,187,22
187,CÓMO SE SIENTE - Remix,Jhayco; Bad Bunny,709.539,21,196,4
188,The Business,Tiësto,700.741,188,—,1
189,when the party's over,Billie Eilish,698.918,7,184,14
190,Lose Somebody,Kygo; OneRepublic,696.366,30,182,13
191,Wonderwall - Remastered,Oasis,693.850,135,—,1
192,Promiscuous,Nelly Furtado; Timbaland,692.843,185,191,5
193,Every Breath You Take,The Police,687.832,148,—,1
194,Moonlight,XXXTENTACION,685.236,2,—,1
195,Goosebumps,HVME,684.766,192,192,2
196,Play Date,Melanie Martinez,682.051,27,—,1
197,Something Just Like This,The Chainsmokers; Coldplay,681.283,2,—,1
198,Take Me To Church,Hozier,680.882,91,193,21
199,Get You The Moon (feat. Snøw),Kina; Snøw,679.838,90,199,7
200,Só Você,MC Rogerinho,679.521,189,—,1
