Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,ROCKSTAR (feat. Roddy Ricch),DaBaby; Roddy Ricch,4.954.729,1,1,61
2,Blinding Lights,The Weeknd,4.750.173,1,2,201
3,Roses - Imanbek Remix,SAINt JHN; Imanbek,4.017.526,2,3,174
4,Rain On Me (with Ariana Grande),Lady Gaga; Ariana Grande,3.500.256,1,4,26
5,death bed (coffee for your head),Powfu; beabadoobee,3.321.833,4,6,124
6,Toosie Slide,Drake,3.293.985,1,5,75
7,Watermelon Sugar,Harry Styles,2.987.244,5,7,213
8,Don't Start Now,Dua Lipa,2.880.915,2,8,229
9,Party Girl,StaySolidRocky,2.831.432,9,9,47
10,Break My Heart,Dua Lipa,2.703.630,6,11,83
11,ily (i love you baby) (feat. Emilee),Surf Mesa; Emilee,2.692.232,9,10,82
12,Dance Monkey,Tones And I,2.647.239,1,12,335
13,Blueberry Faygo,Lil Mosey,2.536.776,8,13,131
14,THE SCOTTS,THE SCOTTS; Travis Scott; Kid Cudi,2.477.585,1,14,54
15,Supalonely,BENEE; Gus Dapperton,2.376.675,10,15,105
16,Stuck with U (with Justin Bieber),Ariana Grande; Justin Bieber,2.339.692,1,17,40
17,The Box,Roddy Ricch,2.325.236,1,16,188
18,Breaking Me,Topic; A7S,2.276.412,18,19,88
19,GOOBA,6ix9ine,2.254.068,2,18,40
20,Intentions (feat. Quavo),Justin Bieber; Quavo,2.143.723,4,20,131
21,Someone You Loved,Lewis Capaldi,2.073.846,4,21,521
22,Falling,Trevor Daniel,1.947.319,5,22,213
23,Savage Remix (feat. Beyoncé),Megan Thee Stallion; Beyoncé,1.929.001,11,23,49
24,WHATS POPPIN,Jack Harlow,1.920.310,23,25,135
25,Sunday Best,Surfaces,1.905.299,12,24,151
26,TROLLZ (with Nicki Minaj),6ix9ine; Nicki Minaj,1.771.933,25,26,5
27,MAMACITA,Black Eyed Peas; Ozuna; J. Rey Soul,1.760.623,26,27,60
28,Circles,Post Malone,1.731.404,1,28,292
29,In Your Eyes,The Weeknd,1.706.695,4,31,89
30,Say So,Doja Cat,1.696.043,5,30,174
31,TKN (feat. Travis Scott),ROSALÍA; Travis Scott,1.689.631,8,29,20
32,Play Date,Melanie Martinez,1.684.688,27,32,52
33,Before You Go,Lewis Capaldi,1.648.764,17,34,210
34,goosebumps,Travis Scott,1.644.518,10,33,174
35,ROXANNE,Arizona Zervas,1.593.460,2,35,233
36,Sour Candy (with BLACKPINK),Lady Gaga; BLACKPINK,1.589.449,2,37,20
37,Lose Somebody,Kygo; OneRepublic,1.585.679,30,36,33
38,Be Kind (with Halsey),Marshmello; Halsey,1.575.282,19,41,47
39,Tusa,KAROL G; Nicki Minaj,1.573.109,3,38,222
40,Life Is Good (feat. Drake),Future; Drake,1.566.440,3,39,159
41,Yo Perreo Sola,Bad Bunny,1.566.344,16,40,109
42,Adore You,Harry Styles,1.538.387,3,44,194
43,Hasta Que Dios Diga,Anuel AA; Bad Bunny,1.516.200,23,45,19
44,HIGHEST IN THE ROOM,Travis Scott,1.510.331,1,42,257
45,SICKO MODE,Travis Scott,1.495.658,2,46,174
46,Memories Remix (feat. Nipsey Hussle & YG),Maroon 5; Nipsey Hussle; YG,1.487.915,2,49,271
47,Savage Love (Laxed - Siren Beat),Jawsh 685; Jason Derulo,1.482.844,47,57,5
48,Boss Bitch,Doja Cat,1.479.614,18,48,107
49,Safaera,Bad Bunny; Jowell & Randy; Ñengo Flow,1.473.722,7,47,32
50,Señorita,Shawn Mendes; Camila Cabello,1.422.910,1,50,362
51,Kings & Queens,Ava Max,1.404.550,51,52,79
52,Relación,Sech,1.403.473,52,53,40
53,After Party,Don Toliver,1.385.269,40,51,61
54,The Bigger Picture,Lil Baby,1.369.137,38,43,5
55,La Jeepeta - Remix,Nio Garcia; Anuel AA; Myke Towers; Brray; Juanka,1.348.491,51,55,32
56,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,1.333.587,1,56,608
57,bad guy,Billie Eilish,1.332.227,1,54,446
58,Rojo,J Balvin,1.253.443,14,59,110
59,Walk Em Down (feat. Roddy Ricch),NLE Choppa; Roddy Ricch,1.248.729,48,60,89
60,Elegí (feat. Dímelo Flow),Rauw Alejandro; Dalex; Lenny Tavárez; Dímelo Flow,1.201.603,53,62,75
61,PORFA,Feid; Justin Quiles,1.195.886,51,64,74
