Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,DÁKITI,Bad Bunny; Jhayco,6.878.035,1,1,21
2,Therefore I Am,Billie Eilish,4.939.636,2,2,8
3,positions,Ariana Grande,4.852.483,1,3,28
4,Mood (feat. iann dior),24kGoldn; iann dior,4.319.897,1,4,102
5,Lemonade (feat. Gunna Don Toliver & NAV),Internet Money; Gunna; Don Toliver; NAV,3.622.912,2,5,98
6,Dynamite,BTS,3.197.534,1,7,91
7,Lonely (with benny blanco),Justin Bieber; benny blanco,3.152.699,5,6,35
8,What You Know Bout Love,Pop Smoke,3.040.177,5,8,67
9,Blinding Lights,The Weeknd,2.805.531,1,9,357
10,WAP (feat. Megan Thee Stallion),Cardi B; Megan Thee Stallion,2.641.643,1,10,105
11,34+35,Ariana Grande,2.557.137,2,11,21
12,BICHOTA,KAROL G,2.500.520,12,17,28
13,For The Night (feat. Lil Baby & DaBaby),Pop Smoke; Lil Baby; DaBaby,2.496.844,6,12,140
14,Watermelon Sugar,Harry Styles,2.495.303,4,15,369
15,you broke me first,Tate McRae,2.483.841,12,13,132
16,Hawái,Maluma,2.481.427,2,16,112
17,Holy (feat. Chance The Rapper),Justin Bieber; Chance the Rapper,2.472.973,4,14,63
18,Head & Heart (feat. MNEK),Joel Corry; MNEK,2.321.854,11,18,130
19,pov,Ariana Grande,2.187.943,18,19,21
20,Hawái - Remix,Maluma; The Weeknd,2.071.059,13,20,15
21,Levitating (feat. DaBaby),Dua Lipa; DaBaby,2.054.154,21,21,49
22,Relación - Remix,Sech; Daddy Yankee; J Balvin; ROSALÍA; Farruko,1.984.689,11,24,77
23,Heather,Conan Gray,1.972.616,11,22,121
24,Put Your Records On,Ritt Momney,1.964.828,15,23,69
25,ROCKSTAR (feat. Roddy Ricch),DaBaby; Roddy Ricch,1.924.701,1,25,217
26,Someone You Loved,Lewis Capaldi,1.912.480,4,26,677
27,La Nota,Manuel Turizo; Rauw Alejandro; Myke Towers,1.903.602,21,27,42
28,Laugh Now Cry Later (feat. Lil Durk),Drake; Lil Durk,1.824.026,2,29,98
29,Se Te Nota (with Guaynaa),Lele Pons; Guaynaa,1.807.893,23,30,66
30,Wonder,Shawn Mendes,1.794.916,12,28,49
31,La Tóxica,Farruko,1.761.356,19,31,76
32,Vida de Rico,Camilo,1.731.410,23,33,59
33,All I Want for Christmas Is You,Mariah Carey,1.712.476,1,36,19
34,Take You Dancing,Jason Derulo,1.681.150,26,32,109
35,Chica Ideal,Sebastian Yatra; Guaynaa,1.656.745,35,35,28
36,La Curiosidad,Jay Wheeler; DJ Nelson; Myke Towers,1.639.038,19,37,150
37,UN DIA (ONE DAY) (Feat. Tainy),J Balvin; Dua Lipa; Bad Bunny; Tainy,1.627.152,9,38,119
38,Before You Go,Lewis Capaldi,1.610.541,17,34,366
39,Mi Niña,Wisin; Myke Towers; Los Legendarios,1.607.908,37,40,46
40,Jeans,Justin Quiles,1.600.923,31,39,84
41,HOLIDAY,Lil Nas X,1.584.699,41,49,7
42,Parce (feat. Justin Quiles),Maluma; Lenny Tavárez; Justin Quiles,1.572.983,35,46,91
43,Dance Monkey,Tones And I,1.570.049,1,45,491
44,Midnight Sky,Miley Cyrus,1.569.815,10,41,98
45,Una Locura,Ozuna; J Balvin; Chencho Corleone,1.569.746,30,43,73
46,Savage Love (Laxed - Siren Beat),Jawsh 685; Jason Derulo,1.543.892,1,42,161
47,Roses - Imanbek Remix,SAINt JHN; Imanbek,1.538.858,2,44,330
48,Sofia,Clairo,1.504.986,44,47,47
49,Golden,Harry Styles,1.499.106,21,48,25
50,Breaking Me,Topic; A7S,1.485.118,6,50,244
51,SO DONE,The Kid LAROI,1.438.058,40,51,28
52,Whoopty,CJ,1.400.681,52,52,26
53,Ay DiOs Mío!,KAROL G,1.368.650,12,54,130
54,Come & Go (with Marshmello),Juice WRLD; Marshmello,1.340.969,2,55,134
55,Daisy,Ashnikko,1.325.087,44,53,66
56,lovely (with Khalid),Billie Eilish; Khalid,1.324.046,19,56,942
57,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,1.320.319,1,57,764
58,Last Christmas,Wham!,1.316.157,2,64,13
59,Reloj,Rauw Alejandro; Anuel AA,1.305.641,59,61,24
60,Don't Start Now,Dua Lipa,1.287.110,2,60,385
61,Despeinada,Ozuna; Camilo,1.281.861,33,63,77
62,Train Wreck,James Arthur,1.278.471,58,59,40
63,Dreams - 2004 Remaster,Fleetwood Mac,1.270.847,17,62,55
64,Ice Cream (with Selena Gomez),BLACKPINK; Selena Gomez,1.268.014,4,58,84
65,Tyler Herro,Jack Harlow,1.218.268,57,69,28
66,death bed (coffee for your head),Powfu; beabadoobee,1.214.964,4,66,280
67,Deep End,Fousheé,1.210.753,62,65,38
68,Paradise (feat. Dermot Kennedy),MEDUZA; Dermot Kennedy,1.208.505,67,67,18
69,Tú Me Dejaste De Querer,C. Tangana; Niño de Elche; La Húngara,1.202.881,31,71,14
70,POPSTAR (feat. Drake),DJ Khaled; Drake,1.198.453,4,68,126
71,Circles,Post Malone,1.189.448,1,72,448
72,Sweater Weather,The Neighbourhood,1.183.365,72,74,68
73,Stuck with U (with Justin Bieber),Ariana Grande; Justin Bieber,1.182.056,1,70,196
74,The Business,Tiësto,1.161.289,74,76,18
75,Tattoo - Remix with Camilo,Rauw Alejandro; Camilo,1.156.329,21,80,133
76,Memories Remix (feat. Nipsey Hussle & YG),Maroon 5; Nipsey Hussle; YG,1.155.171,2,77,427
77,Mood Swings (feat. Lil Tjay),Pop Smoke; Lil Tjay,1.152.227,10,73,123
78,Lovesick Girls,BLACKPINK,1.137.097,3,75,49
79,Adore You,Harry Styles,1.135.698,3,78,350
80,Lucid Dreams,Juice WRLD,1.133.235,2,81,922
81,Wishing Well,Juice WRLD,1.130.185,6,79,133
82,goosebumps,Travis Scott,1.117.969,10,83,330
83,Santa Tell Me,Ariana Grande,1.116.610,3,92,9
84,How You Like That,BLACKPINK,1.100.310,2,82,147
85,La Luz,Sech; J Balvin,1.099.725,57,84,18
86,bad guy,Billie Eilish,1.095.545,1,86,602
87,Mi Cuarto,Jerry Di,1.090.891,43,89,95
88,Señorita,Shawn Mendes; Camila Cabello,1.087.768,1,87,518
89,Diamonds,Sam Smith,1.069.012,36,85,63
90,Blueberry Faygo,Lil Mosey,1.067.486,8,88,287
91,my ex's best friend (with blackbear),Machine Gun Kelly; blackbear,1.065.561,36,90,105
92,La Jeepeta - Remix,Nio Garcia; Anuel AA; Myke Towers; Brray; Juanka,1.053.796,12,98,188
93,Mood (Remix) feat. Justin Bieber J Balvin & iann dior,24kGoldn; Justin Bieber; J Balvin; iann dior,1.045.220,32,94,14
94,The Box,Roddy Ricch,1.043.784,1,95,344
95,Rain On Me (with Ariana Grande),Lady Gaga; Ariana Grande,1.037.753,1,96,182
96,motive (with Doja Cat),Ariana Grande; Doja Cat,1.037.183,4,91,21
97,HIGHEST IN THE ROOM,Travis Scott,1.030.026,1,97,413
98,I CAN'T STOP ME,TWICE,1.017.547,46,93,25
99,Go Crazy,Chris Brown; Young Thug,1.010.933,36,99,179
100,Robbery,Juice WRLD,1.008.151,11,101,348
101,Shallow,Lady Gaga; Bradley Cooper,1.006.143,2,103,784
102,If the World Was Ending (feat. Julia Michaels),JP Saxe; Julia Michaels,999.415,37,100,330
103,It's Beginning to Look a Lot like Christmas,Michael Bublé,993.182,3,112,7
104,Fever,Dua Lipa; Angèle,991.815,49,102,21
105,Say You Won't Let Go,James Arthur,973.757,7,106,330
106,Mad at Disney,salem ilese,968.107,40,104,77
107,Falling,Harry Styles,964.513,18,105,276
108,Caramelo,Ozuna,961.541,15,109,161
109,everything i wanted,Billie Eilish,950.844,1,110,372
110,Rockin' Around The Christmas Tree,Brenda Lee,950.714,3,115,6
111,Falling,Trevor Daniel,947.791,5,107,369
112,Jingle Bell Rock,Bobby Helms,940.682,4,118,6
113,Tusa,KAROL G; Nicki Minaj,940.446,3,114,378
114,Tick Tock (feat. 24kGoldn),Clean Bandit; Mabel; 24kGoldn,937.965,82,108,70
115,Believer,Imagine Dragons,937.072,15,111,330
116,Break My Heart,Dua Lipa,930.936,6,117,239
117,Jocelyn Flores,XXXTENTACION,912.661,2,116,307
118,WHATS POPPIN (feat. DaBaby Tory Lanez & Lil Wayne) - Remix,Jack Harlow; Tory Lanez; DaBaby; Lil Wayne,911.863,11,113,149
119,De Cora <3,Rauw Alejandro; J Balvin,910.941,106,122,7
120,Life Is Good (feat. Drake),Future; Drake,903.287,3,121,315
121,ily (i love you baby) (feat. Emilee),Surf Mesa; Emilee,895.293,9,119,238
122,Dior,Pop Smoke,893.778,34,120,170
123,Be Like That - feat. Swae Lee & Khalid,Kane Brown; Swae Lee; Khalid,883.915,81,123,128
124,Martin & Gina,Polo G,880.263,110,125,81
125,SICKO MODE,Travis Scott,874.845,2,126,330
126,All Girls Are The Same,Juice WRLD,871.537,22,128,138
127,Electric Love,BØRNS,870.951,60,124,112
128,Perfect,Ed Sheeran,862.950,3,130,330
129,It's the Most Wonderful Time of the Year,Andy Williams,857.032,6,145,6
130,Azul,J Balvin,852.921,37,133,245
131,Ride It,Regard,844.479,12,135,441
132,7 rings,Ariana Grande,842.186,1,134,672
133,when the party's over,Billie Eilish,833.247,7,131,12
134,Head Shoulders Knees & Toes (feat. Norma Jean Martine),Ofenbach; Quarterhead; Norma Jean Martine,832.048,121,129,46
135,Daddy Issues,The Neighbourhood,831.235,125,132,19
136,Intentions (feat. Quavo),Justin Bieber; Quavo,825.176,4,136,287
137,Dime Cómo Quieres,Christian Nodal; Ángela Aguilar,823.142,127,127,3
138,ROXANNE,Arizona Zervas,821.271,2,137,389
139,Toosie Slide,Drake,818.188,1,138,231
140,At My Worst,Pink Sweat$,816.468,140,140,12
141,All of Me,John Legend,809.888,77,143,117
142,Runnin,21 Savage; Metro Boomin,805.071,9,142,49
143,Someone To You,BANNERS,803.402,114,139,89
144,Kings & Queens,Ava Max,800.027,37,144,235
145,The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke; 50 Cent; Roddy Ricch,796.483,12,146,140
146,ALWAYS DO,The Kid LAROI,795.998,125,141,14
147,Shape of You,Ed Sheeran,788.159,1,153,330
148,Pretty Savage,BLACKPINK,785.073,8,148,49
149,Be Alright,Dean Lewis,784.903,12,147,19
150,SAD!,XXXTENTACION,781.729,1,151,330
151,Spicy (feat. Post Malone),Ty Dolla $ign; Post Malone,776.193,25,154,28
152,Underneath the Tree,Kelly Clarkson,770.302,17,172,3
153,Agua (with J Balvin),Tainy; J Balvin,770.147,16,160,133
154,Jerusalema (feat. Nomcebo Zikode),Master KG; Nomcebo Zikode,768.073,68,150,72
155,Be Kind (with Halsey),Marshmello; Halsey,764.715,19,156,203
156,Blueberry Eyes (feat. SUGA of BTS),MAX; SUGA,764.432,133,158,28
157,Star Shopping,Lil Peep,761.309,149,159,5
158,Bohemian Rhapsody - Remastered 2011,Queen,759.423,10,170,772
159,You Got It,Vedo,755.345,79,157,72
160,I Don't Care (with Justin Bieber),Ed Sheeran; Justin Bieber,754.522,1,164,560
161,hot girl bummer,blackbear,754.077,9,161,455
162,Djadja (feat. Maluma) - Remix,Aya Nakamura; Maluma,752.063,33,169,147
163,MORE,K/DA; Madison Beer; (G)I-DLE; Lexie Liu; Jaira Burns; Seraphine; League of Legends,751.264,50,149,23
164,Enchule,Rauw Alejandro,748.831,134,162,35
165,off the table (with The Weeknd),Ariana Grande; The Weeknd,748.669,6,152,21
166,Smile (with The Weeknd),Juice WRLD; The Weeknd,747.366,5,165,105
167,Godzilla (feat. Juice WRLD),Eminem; Juice WRLD,744.653,3,167,308
168,Yellow,Coldplay,740.599,168,171,5
169,Are You Bored Yet? (feat. Clairo),Wallows; Clairo,738.539,96,166,12
170,Without Me,Halsey,735.816,3,168,12
171,Drankin N Smokin,Future; Lil Uzi Vert,734.887,40,155,7
172,Eenie Meenie,Sean Kingston; Justin Bieber,734.343,172,—,1
173,Mirrors,Justin Timberlake,734.319,173,—,1
174,rockstar (feat. 21 Savage),Post Malone; 21 Savage,727.946,1,174,330
175,Quiéreme Mientras Se Pueda,Manuel Turizo,726.830,123,181,88
176,Papi Chulo,Octavian; Skepta,724.113,112,163,26
177,Mistletoe,Justin Bieber,721.256,11,191,2
178,10000 Hours (with Justin Bieber),Dan + Shay; Justin Bieber,720.393,5,179,4
179,Promiscuous,Nelly Furtado; Timbaland,713.725,143,177,31
180,just like magic,Ariana Grande,712.041,8,173,5
181,Goosebumps,HVME,709.221,170,175,4
182,Get You The Moon (feat. Snøw),Kina; Snøw,707.671,90,178,5
183,E-GIRLS ARE RUINING MY LIFE!,CORPSE; Savage Ga$p,705.455,145,184,4
