Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,cardigan,Taylor Swift,7.742.178,1,—,1
2,the 1,Taylor Swift,7.420.303,2,—,1
3,exile (feat. Bon Iver),Taylor Swift; Bon Iver,6.977.835,3,—,1
4,the last great american dynasty,Taylor Swift,5.961.910,4,—,1
5,my tears ricochet,Taylor Swift,5.721.464,5,—,1
6,ROCKSTAR (feat. Roddy Ricch),DaBaby; Roddy Ricch,5.193.958,1,1,99
7,Savage Love (Laxed - Siren Beat),Jawsh 685; Jason Derulo,5.136.042,2,2,43
8,mirrorball,Taylor Swift,5.028.753,8,—,1
9,august,Taylor Swift,5.022.656,9,—,1
10,seven,Taylor Swift,4.751.526,10,—,1
11,Blinding Lights,The Weeknd,4.500.730,1,3,239
12,this is me trying,Taylor Swift,4.499.491,12,—,1
13,illicit affairs,Taylor Swift,4.278.116,13,—,1
14,invisible string,Taylor Swift,4.243.086,14,—,1
15,Watermelon Sugar,Harry Styles,3.998.449,4,4,251
16,mad woman,Taylor Swift,3.902.267,16,—,1
17,betty,Taylor Swift,3.835.696,17,—,1
18,Roses - Imanbek Remix,SAINt JHN; Imanbek,3.679.874,2,5,212
19,epiphany,Taylor Swift,3.614.451,19,—,1
20,peace,Taylor Swift,3.381.893,20,—,1
21,Come & Go (with Marshmello),Juice WRLD; Marshmello,3.257.542,2,6,16
22,UN DIA (ONE DAY) (Feat. Tainy),J Balvin; Dua Lipa; Bad Bunny; Tainy,3.171.918,22,—,1
23,hoax,Taylor Swift,3.061.511,23,—,1
24,Breaking Me,Topic; A7S,2.964.040,8,9,126
25,POPSTAR (feat. Drake),DJ Khaled; Drake,2.903.664,4,7,8
26,Wishing Well,Juice WRLD,2.857.266,6,8,15
27,death bed (coffee for your head),Powfu; beabadoobee,2.686.729,4,10,162
28,Dance Monkey,Tones And I,2.632.693,1,12,373
29,WHATS POPPIN (feat. DaBaby Tory Lanez & Lil Wayne) - Remix,Jack Harlow; Tory Lanez; DaBaby; Lil Wayne,2.536.919,11,11,31
30,La Jeepeta - Remix,Nio Garcia; Anuel AA; Myke Towers; Brray; Juanka,2.532.594,14,15,70
31,Rain On Me (with Ariana Grande),Lady Gaga; Ariana Grande,2.507.672,1,13,64
32,ily (i love you baby) (feat. Emilee),Surf Mesa; Emilee,2.467.126,9,14,120
