Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,ROCKSTAR (feat. Roddy Ricch),DaBaby; Roddy Ricch,5.187.786,1,1,53
2,Blinding Lights,The Weeknd,4.624.380,1,2,193
3,Roses - Imanbek Remix,SAINt JHN; Imanbek,3.947.933,2,3,166
4,Rain On Me (with Ariana Grande),Lady Gaga; Ariana Grande,3.663.467,1,4,18
5,Toosie Slide,Drake,3.405.098,1,5,67
6,death bed (coffee for your head),Powfu; beabadoobee,3.360.166,4,6,116
7,Don't Start Now,Dua Lipa,2.876.834,2,7,221
8,Dance Monkey,Tones And I,2.702.785,1,8,327
9,ily (i love you baby) (feat. Emilee),Surf Mesa; Emilee,2.588.525,9,9,74
10,THE SCOTTS,THE SCOTTS; Travis Scott; Kid Cudi,2.575.535,1,11,46
11,Blueberry Faygo,Lil Mosey,2.572.198,8,10,123
12,Party Girl,StaySolidRocky,2.523.716,12,14,39
13,Break My Heart,Dua Lipa,2.516.390,6,12,75
14,The Box,Roddy Ricch,2.395.697,1,13,180
15,Watermelon Sugar,Harry Styles,2.352.928,5,16,205
16,Supalonely,BENEE; Gus Dapperton,2.344.089,10,15,97
17,Stuck with U (with Justin Bieber),Ariana Grande; Justin Bieber,2.320.076,1,17,32
18,GOOBA,6ix9ine,2.162.067,2,18,32
19,Someone You Loved,Lewis Capaldi,2.103.569,4,19,513
20,Intentions (feat. Quavo),Justin Bieber; Quavo,2.080.507,4,20,123
21,Sour Candy (with BLACKPINK),Lady Gaga; BLACKPINK,2.008.454,2,21,12
22,Breaking Me,Topic; A7S,1.983.178,22,25,80
23,Falling,Trevor Daniel,1.978.853,5,22,205
24,TKN (feat. Travis Scott),ROSALÍA; Travis Scott,1.933.270,8,23,12
25,Savage Remix (feat. Beyoncé),Megan Thee Stallion; Beyoncé,1.895.451,11,26,41
26,Sunday Best,Surfaces,1.880.958,12,24,143
27,WHATS POPPIN,Jack Harlow,1.822.681,24,35,127
28,Say So,Doja Cat,1.792.915,5,27,166
29,Circles,Post Malone,1.749.528,1,28,284
30,Play Date,Melanie Martinez,1.705.325,27,33,44
31,goosebumps,Travis Scott,1.684.893,10,30,166
32,ROXANNE,Arizona Zervas,1.646.803,2,34,225
33,Before You Go,Lewis Capaldi,1.599.480,17,38,202
34,MAMACITA,Black Eyed Peas; Ozuna; J. Rey Soul,1.595.703,30,36,52
35,Life Is Good (feat. Drake),Future; Drake,1.587.973,3,37,151
36,Yo Perreo Sola,Bad Bunny,1.582.842,16,31,101
37,Tusa,KAROL G; Nicki Minaj,1.582.057,3,32,214
38,Be Kind (with Halsey),Marshmello; Halsey,1.575.155,19,42,39
39,Safaera,Bad Bunny; Jowell & Randy; Ñengo Flow,1.573.036,7,29,24
40,In Your Eyes,The Weeknd,1.530.850,4,43,81
41,HIGHEST IN THE ROOM,Travis Scott,1.526.527,1,39,249
42,Boss Bitch,Doja Cat,1.525.528,18,45,99
43,Lose Somebody,Kygo; OneRepublic,1.520.289,30,47,25
44,Memories Remix (feat. Nipsey Hussle & YG),Maroon 5; Nipsey Hussle; YG,1.511.557,2,44,263
45,Adore You,Harry Styles,1.510.853,3,46,186
46,Hasta Que Dios Diga,Anuel AA; Bad Bunny,1.506.952,36,40,11
47,SICKO MODE,Travis Scott,1.502.767,2,41,166
48,After Party,Don Toliver,1.462.996,40,50,53
49,bad guy,Billie Eilish,1.407.360,1,49,438
50,Señorita,Shawn Mendes; Camila Cabello,1.406.085,1,48,354
51,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,1.305.677,1,52,600
52,Rojo,J Balvin,1.268.387,14,51,102
53,If the World Was Ending (feat. Julia Michaels),JP Saxe; Julia Michaels,1.236.288,37,54,166
54,Chicago Freestyle (feat. Giveon),Drake; Giveon,1.206.705,8,58,39
55,Elegí (feat. Dímelo Flow),Rauw Alejandro; Dalex; Lenny Tavárez; Dímelo Flow,1.185.929,53,53,67
56,Kings & Queens,Ava Max,1.184.888,56,67,71
57,Favorito,Camilo,1.181.958,28,55,65
58,Walk Em Down (feat. Roddy Ricch),NLE Choppa; Roddy Ricch,1.179.523,48,64,81
59,Ride It,Regard,1.171.787,12,59,277
60,PORFA,Feid; Justin Quiles,1.168.721,51,56,66
61,Say So (feat. Nicki Minaj),Doja Cat; Nicki Minaj,1.168.442,22,57,39
62,everything i wanted,Billie Eilish,1.155.521,1,61,208
63,Relación,Sech,1.151.325,60,60,32
64,lovely (with Khalid),Billie Eilish; Khalid,1.142.598,19,63,778
65,La Jeepeta - Remix,Nio Garcia; Anuel AA; Myke Towers; Brray; Juanka,1.134.597,59,62,24
66,Godzilla (feat. Juice WRLD),Eminem; Juice WRLD,1.132.341,3,66,144
67,Lucid Dreams,Juice WRLD,1.109.072,2,65,758
68,Physical,Dua Lipa,1.100.490,8,71,82
69,MORE & MORE,TWICE,1.071.026,58,70,8
70,Skechers,DripReport,1.064.927,32,69,86
71,Savage,Megan Thee Stallion,1.053.741,15,68,82
72,hot girl bummer,blackbear,1.039.729,9,73,291
73,Deep End Freestyle,Sleepy Hallow; Fousheé,1.039.228,67,74,24
74,I Don't Care (with Justin Bieber),Ed Sheeran; Justin Bieber,996.256,1,76,396
75,Lose Control,MEDUZA; Becky Hill; Goodboys,994.129,27,79,235
76,Shallow,Lady Gaga; Bradley Cooper,988.251,2,75,620
77,Tattoo,Rauw Alejandro,982.829,41,72,109
78,Righteous,Juice WRLD,982.031,7,78,46
79,Tell Me U Luv Me (with Trippie Redd),Juice WRLD; Trippie Redd,946.882,38,77,11
80,Tak Tiki Tak,Harry Nach,923.318,80,82,6
81,Amarillo,J Balvin,917.258,17,80,81
82,CÓMO SE SIENTE - Remix,Jhayco; Bad Bunny,905.175,21,83,30
83,Rover (feat. DTG),S1mba; DTG,897.411,83,96,16
84,La Difícil,Bad Bunny,888.490,4,81,101
85,Ballin' (with Roddy Ricch),Mustard; Roddy Ricch,874.014,35,91,246
86,10000 Hours (with Justin Bieber),Dan + Shay; Justin Bieber,872.968,5,93,249
87,when the party's over,Billie Eilish,872.766,7,92,601
88,rockstar (feat. 21 Savage),Post Malone; 21 Savage,870.540,1,87,166
89,Believer,Imagine Dragons,869.819,15,89,166
90,Stupid Love,Lady Gaga,869.532,6,94,18
91,RITMO (Bad Boys For Life),Black Eyed Peas; J Balvin,863.559,6,85,238
92,Secrets,Regard; RAYE,861.902,92,107,4
93,7 rings,Ariana Grande,860.625,1,95,508
94,Diosa,Myke Towers,847.108,49,84,115
95,Jocelyn Flores,XXXTENTACION,841.243,2,97,143
96,Flex (feat. Juice WRLD),Polo G; Juice WRLD,836.861,75,86,25
97,Beautiful People (feat. Khalid),Ed Sheeran; Khalid,828.211,3,99,347
98,Ignorantes,Bad Bunny; Sech,826.769,4,90,116
99,SAD!,XXXTENTACION,824.894,1,100,166
100,Robbery,Juice WRLD,817.894,11,104,184
101,Boot,Apache 207,814.198,52,122,4
102,Morado,J Balvin,809.011,27,88,151
103,Yummy,Justin Bieber,801.844,2,105,158
104,Falling,Harry Styles,801.326,18,112,112
105,El Efecto,Rauw Alejandro; Chencho Corleone,799.869,91,102,34
106,Know Your Worth,Khalid; Disclosure,796.443,27,119,123
107,This City,Sam Fischer,795.462,98,115,53
108,Ransom,Lil Tecca,792.028,3,110,372
109,Happier,Marshmello; Bastille,788.299,2,108,662
110,Say You Won't Let Go,James Arthur,782.114,7,116,166
111,DOLLAZ ON MY HEAD (feat. Young Thug),Gunna; Young Thug,781.786,53,121,6
112,Si Veo a Tu Mamá,Bad Bunny,779.750,6,98,101
