Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,HUMBLE.,Kendrick Lamar,6.577.558,1,4,15
2,Shape of You,Ed Sheeran,5.726.828,1,1,99
3,DNA.,Kendrick Lamar,5.264.594,3,—,1
4,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar; Rihanna,4.189.773,4,—,1
5,ELEMENT.,Kendrick Lamar,4.105.779,5,—,1
6,Something Just Like This,The Chainsmokers; Coldplay,4.027.515,2,2,51
7,YAH.,Kendrick Lamar,3.762.994,7,—,1
8,BLOOD.,Kendrick Lamar,3.648.690,8,—,1
9,It Ain't Me (with Selena Gomez),Kygo; Selena Gomez,3.615.319,2,3,58
10,Mask Off,Future,3.603.179,5,5,57
11,FEEL.,Kendrick Lamar,3.550.240,11,—,1
12,Passionfruit,Drake,3.472.967,2,6,27
13,That's What I Like,Bruno Mars,3.237.193,5,7,104
14,PRIDE.,Kendrick Lamar,3.230.464,14,—,1
15,XXX. FEAT. U2.,Kendrick Lamar; U2,3.206.982,15,—,1
16,Stay,Zedd; Alessia Cara,3.119.273,5,8,50
17,LOVE. FEAT. ZACARI.,Kendrick Lamar; Zacari,3.005.687,17,—,1
18,LUST.,Kendrick Lamar,2.940.374,18,—,1
19,Despacito,Luis Fonsi; Daddy Yankee,2.938.725,3,9,91
20,Symphony (feat. Zara Larsson),Clean Bandit; Zara Larsson,2.930.733,9,10,29
21,Paris,The Chainsmokers,2.837.559,2,11,92
22,Galway Girl,Ed Sheeran,2.656.660,2,12,43
23,FEAR.,Kendrick Lamar,2.514.335,23,—,1
24,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo; Nicki Minaj; Ty Dolla $ign,2.509.899,13,13,50
25,Slide (feat. Frank Ocean & Migos),Calvin Harris; Frank Ocean; Migos; Funk Wav,2.392.341,12,15,50
26,Issues,Julia Michaels,2.326.645,9,16,88
27,Scared to Be Lonely,Martin Garrix; Dua Lipa,2.301.755,5,17,78
28,DUCKWORTH.,Kendrick Lamar,2.243.713,28,—,1
29,Sign of the Times,Harry Styles,2.241.411,13,14,8
30,GOD.,Kendrick Lamar,2.221.983,30,—,1
31,iSpy (feat. Lil Yachty),KYLE; Lil Yachty,2.088.447,18,18,104
32,You Don't Know Me (feat. RAYE),Jax Jones; RAYE,1.977.152,17,25,96
33,XO Tour Llif3,Lil Uzi Vert,1.943.504,20,20,21
34,I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN; Taylor Swift,1.926.774,2,19,104
35,Cold (feat. Future),Maroon 5; Future,1.895.813,17,21,59
36,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit; Sean Paul; Anne-Marie,1.888.374,3,22,104
37,Believer,Imagine Dragons,1.845.989,17,24,72
38,The One,The Chainsmokers,1.763.173,16,23,18
39,Solo Dance,Martin Jensen,1.728.912,24,27,104
40,Call on Me (Ryan Riback Remix),Starley; Ryan Riback,1.726.277,12,26,104
41,Castle on the Hill,Ed Sheeran,1.662.268,2,28,99
42,I Feel It Coming,The Weeknd; Daft Punk,1.615.498,7,30,104
43,Closer,The Chainsmokers; Halsey,1.613.301,2,31,104
44,Portland,Drake; Quavo; Travis Scott,1.577.350,3,33,27
45,SUBEME LA RADIO,Enrique Iglesias; Descemer Bueno; Zion & Lennox,1.573.672,29,29,50
46,Chained To The Rhythm,Katy Perry; Skip Marley,1.547.798,6,32,64
47,Congratulations,Post Malone; Quavo,1.529.916,35,35,81
48,Location,Khalid,1.509.167,34,34,68
49,Starboy,The Weeknd; Daft Punk,1.477.444,1,36,104
50,Say You Won't Let Go,James Arthur,1.447.327,7,37,104
51,Green Light,Lorde,1.426.071,22,38,44
52,Tunnel Vision,Kodak Black,1.417.950,37,42,56
53,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer; PARTYNEXTDOOR; Nicki Minaj,1.377.176,16,43,78
54,Selfish (feat. Rihanna),Future; Rihanna,1.374.423,41,41,50
55,Me Rehúso,Danny Ocean,1.348.292,35,39,57
56,Perfect,Ed Sheeran,1.338.247,6,44,43
57,Chantaje (feat. Maluma),Shakira; Maluma,1.324.438,11,40,104
58,El Amante,Nicky Jam,1.296.079,32,45,85
59,Weak,AJR,1.278.077,25,47,104
60,Fake Love,Drake,1.269.081,6,48,104
61,Now Or Never,Halsey,1.268.943,44,46,10
62,Happier,Ed Sheeran,1.181.771,7,50,43
63,Blem,Drake,1.168.703,8,49,27
64,Bad and Boujee (feat. Lil Uzi Vert),Migos; Lil Uzi Vert,1.126.494,8,53,104
65,Bounce Back,Big Sean,1.124.622,19,56,104
66,September Song,JP Cooper,1.122.847,52,52,103
67,Still Got Time (feat. PARTYNEXTDOOR),ZAYN; PARTYNEXTDOOR,1.095.258,40,51,22
68,Touch,Little Mix,1.052.865,55,55,103
69,How Far I'll Go - From "Moana",Alessia Cara,1.042.359,18,54,104
70,One Dance,Drake; Wizkid; Kyla,1.032.803,5,58,104
71,Let Me Love You,DJ Snake; Justin Bieber,1.019.616,3,57,104
72,Good Life (with G-Eazy & Kehlani),G-Eazy; Kehlani,981.647,72,75,17
73,Body Like A Back Road,Sam Hunt,977.949,60,62,72
74,24K Magic,Bruno Mars,936.951,7,61,104
75,Tuesday,Burak Yeter; Danelle Sandoval,930.955,60,60,58
76,Gyalchester,Drake,930.634,9,59,27
77,T-Shirt,Migos,907.629,37,66,91
78,Look At Me!,XXXTENTACION,891.925,68,68,44
79,No Promises (feat. Demi Lovato),Cheat Codes; Demi Lovato,886.970,63,64,15
80,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann; Cheat Codes; CADE,877.312,67,67,12
81,Otra vez (feat. J Balvin),Zion & Lennox; J Balvin,844.487,47,63,104
82,Swang,Rae Sremmurd,844.181,67,71,104
83,Reggaetón Lento (Bailemos),CNCO,837.623,30,65,104
84,Dive,Ed Sheeran,831.054,9,73,43
