Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,Shape of You,Ed Sheeran,7.398.092,1,1,21
2,Paris,The Chainsmokers,4.159.004,2,2,14
3,Castle on the Hill,Ed Sheeran,3.651.760,2,3,21
4,I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN; Taylor Swift,3.520.010,4,4,26
5,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit; Sean Paul; Anne-Marie,3.240.693,3,6,26
6,Starboy,The Weeknd; Daft Punk,3.199.664,1,5,26
7,Say You Won't Let Go,James Arthur,2.786.858,7,7,26
8,Closer,The Chainsmokers; Halsey,2.773.089,2,8,26
9,Despacito,Luis Fonsi; Daddy Yankee,2.676.609,9,11,13
10,I Feel It Coming,The Weeknd; Daft Punk,2.647.528,7,9,26
11,Don't Wanna Know (feat. Kendrick Lamar),Maroon 5; Kendrick Lamar,2.549.928,5,10,26
12,Call on Me (Ryan Riback Remix),Starley; Ryan Riback,2.397.721,12,12,26
13,Bad and Boujee (feat. Lil Uzi Vert),Migos; Lil Uzi Vert,2.357.422,11,13,26
14,Fake Love,Drake,2.285.785,6,14,26
15,Chantaje (feat. Maluma),Shakira; Maluma,2.246.012,11,15,26
16,Just Hold On,Steve Aoki; Louis Tomlinson,2.225.138,15,16,26
17,Let Me Love You,DJ Snake; Justin Bieber,2.159.740,3,17,26
18,Bad Things (with Camila Cabello),Machine Gun Kelly; Camila Cabello,2.113.645,18,18,26
19,24K Magic,Bruno Mars,2.021.318,7,19,26
20,How Far I'll Go - From "Moana",Alessia Cara,1.868.933,20,20,26
21,All Night,The Vamps; Matoma,1.743.924,21,23,26
22,One Dance,Drake; Wizkid; Kyla,1.733.208,5,22,26
23,Side To Side,Ariana Grande; Nicki Minaj,1.724.014,17,21,26
24,Cold Water (feat. Justin Bieber & MØ),Major Lazer; Justin Bieber; MØ,1.674.353,14,24,26
25,Black Beatles,Rae Sremmurd; Gucci Mane,1.628.914,9,25,26
26,Hear Me Now,Alok; Zeeba; Bruno Martini,1.618.346,26,28,26
27,In the Name of Love,Martin Garrix; Bebe Rexha,1.613.866,14,27,26
28,Mercy,Shawn Mendes,1.607.272,21,26,26
29,Shed a Light,Robin Schulz; David Guetta; Cheat Codes,1.543.660,29,29,26
30,Solo Dance,Martin Jensen,1.540.858,30,31,26
31,Now and Later,Sage The Gemini,1.498.509,29,30,26
32,Love Me Now,John Legend,1.451.704,30,32,26
33,I Would Like,Zara Larsson,1.436.907,28,34,26
34,Scars To Your Beautiful,Alessia Cara,1.429.802,27,33,26
35,Starving,Hailee Steinfeld; Grey; Zedd,1.416.985,20,35,26
36,All Time Low,Jon Bellion,1.396.480,36,38,26
37,My Way,Calvin Harris,1.395.769,23,36,26
38,Reggaetón Lento (Bailemos),CNCO,1.390.257,30,37,26
39,Bounce Back,Big Sean,1.354.662,39,40,26
40,By Your Side,Jonas Blue; RAYE,1.343.093,31,39,26
41,All We Know,The Chainsmokers; Phoebe Ryan,1.309.147,22,41,26
42,Alone,Alan Walker,1.292.121,37,43,26
43,Heathens,Twenty One Pilots,1.266.000,25,42,26
44,Weak,AJR,1.212.626,44,45,26
45,Treat You Better,Shawn Mendes,1.192.749,21,44,26
46,Caroline,Aminé,1.175.851,41,46,26
47,Don't Let Me Down,The Chainsmokers; Daya,1.134.780,20,47,26
48,Issues,Julia Michaels,1.117.918,48,52,10
49,Safari,J Balvin; Pharrell Williams; BIA; Sky Rompiendo,1.101.450,33,49,26
50,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth; Selena Gomez,1.081.188,39,48,26
51,Don't Leave,Snakehips; MØ,1.078.449,51,51,21
52,CAN'T STOP THE FEELING! (from DreamWorks Animation's "TROLLS"),Justin Timberlake,1.051.522,19,50,26
53,iSpy (feat. Lil Yachty),KYLE; Lil Yachty,1.022.964,52,53,26
54,Make Me (Cry),Noah Cyrus; Labrinth,963.990,52,56,26
55,Human,Rag'n'Bone Man,944.430,51,54,26
56,Water Under the Bridge,Adele,941.555,53,55,26
57,Sunset Lover,Petit Biscuit,939.714,55,58,26
58,Otra vez (feat. J Balvin),Zion & Lennox; J Balvin,939.613,47,59,26
59,Lot to Learn,Luke Christopher,936.118,57,57,26
60,Photograph,Ed Sheeran,911.748,40,60,26
61,El Amante,Nicky Jam,906.049,61,61,7
62,Broccoli (feat. Lil Yachty),DRAM; Lil Yachty,877.538,31,63,26
