ID,Track,Singer(s),Stream
1,Toosie Slide,Drake,132909365
2,THE SCOTTS,THE SCOTTS; Travis Scott; Kid Cudi,122870585
3,Blinding Lights,The Weeknd,163818802
4,Pain 1993 (with Playboi Carti),Drake; Playboi Carti,34514033
5,Roses - Imanbek Remix,SAINt JHN; Imanbek,141261730
6,death bed (coffee for your head),Powfu; beabadoobee,118389405
7,Don't Start Now,Dua Lipa,104556016
8,Chicago Freestyle (feat. Giveon),Drake; Giveon,41522604
9,Dance Monkey,Tones And I,94954569
10,The Box,Roddy Ricch,90347257
11,Savage Remix (feat. Beyoncé),Megan Thee Stallion; Beyoncé,69228262
12,Say So,Doja Cat,75712517
13,Blueberry Faygo,Lil Mosey,90627932
14,D4L,Future; Drake; Young Thug,10867967
15,Deep Pockets,Drake,6967764
16,ROCKSTAR (feat. Roddy Ricch),DaBaby; Roddy Ricch,137729867
17,Not You Too (feat. Chris Brown),Drake; Chris Brown,8308692
18,Desires (with Future),Drake; Future,9291788
19,SICKO MODE,Travis Scott,60486502
20,When To Say When,Drake,6928391
21,Break My Heart,Dua Lipa,83852775
22,goosebumps,Travis Scott,62314145
23,Time Flies,Drake,10060398
24,Supalonely,BENEE; Gus Dapperton,82611676
25,Demons (feat. Fivio Foreign & Sosa Geek),Drake; Fivio Foreign; Sosa Geek,13197609
26,Righteous,Juice WRLD,54011179
27,Landed,Drake,7449107
28,Intentions (feat. Quavo),Justin Bieber; Quavo,72932624
29,Be Kind (with Halsey),Marshmello; Halsey,59968139
30,Falling,Trevor Daniel,94821947
31,Losses,Drake,5208269
32,Sunday Best,Surfaces,68725002
33,HIGHEST IN THE ROOM,Travis Scott,54805102
34,War,Drake,6912399
35,Boss Bitch,Doja Cat,60829596
36,From Florida With Love,Drake,5891303
37,Someone You Loved,Lewis Capaldi,64911806
38,Yo Perreo Sola,Bad Bunny,61563425
39,ROXANNE,Arizona Zervas,59212646
40,Circles,Post Malone,61862801
41,Safaera,Bad Bunny; Jowell & Randy; Ñengo Flow,57055559
42,ily (i love you baby) (feat. Emilee),Surf Mesa; Emilee,74842492
43,Tusa,KAROL G; Nicki Minaj,55642466
44,WHATS POPPIN,Jack Harlow,57802680
45,In Your Eyes,The Weeknd,54608644
46,Life Is Good (feat. Drake),Future; Drake,54696140
47,Adore You,Harry Styles,54235493
48,Savage,Megan Thee Stallion,43671674
49,Physical,Dua Lipa,47850941
50,Say So (feat. Nicki Minaj),Doja Cat; Nicki Minaj,51338050
