ID,Track,Singer(s),Stream
1,positions,Ariana Grande,143495421
2,Mood (feat. iann dior),24kGoldn; iann dior,129235880
3,DÁKITI,Bad Bunny; Jhayco,213026859
4,Lemonade (feat. Gunna Don Toliver & NAV),Internet Money; Gunna; Don Toliver; NAV,111591674
5,34+35,Ariana Grande,76968972
6,Hawái,Maluma,80308441
7,WAP (feat. Megan Thee Stallion),Cardi B; Megan Thee Stallion,81877635
8,Dynamite,BTS,107764478
9,Blinding Lights,The Weeknd,87154324
10,What You Know Bout Love,Pop Smoke,91870095
11,Lonely (with benny blanco),Justin Bieber; benny blanco,94001785
12,For The Night (feat. Lil Baby & DaBaby),Pop Smoke; Lil Baby; DaBaby,73579981
13,Holy (feat. Chance The Rapper),Justin Bieber; Chance the Rapper,74090708
14,Watermelon Sugar,Harry Styles,74081291
15,you broke me first,Tate McRae,72111925
16,motive (with Doja Cat),Ariana Grande; Doja Cat,34944304
17,Head & Heart (feat. MNEK),Joel Corry; MNEK,69001329
18,Relación - Remix,Sech; Daddy Yankee; J Balvin; ROSALÍA; Farruko,62659080
19,ROCKSTAR (feat. Roddy Ricch),DaBaby; Roddy Ricch,58467038
20,Put Your Records On,Ritt Momney,58047823
21,Laugh Now Cry Later (feat. Lil Durk),Drake; Lil Durk,54559495
22,La Tóxica,Farruko,54755807
23,Se Te Nota (with Guaynaa),Lele Pons; Guaynaa,54990100
24,Vida de Rico,Camilo,53358437
25,Savage Love (Laxed - Siren Beat),Jawsh 685; Jason Derulo,47142111
26,off the table (with The Weeknd),Ariana Grande; The Weeknd,20269543
27,La Curiosidad,Jay Wheeler; DJ Nelson; Myke Towers,50140835
28,Heather,Conan Gray,57204409
29,pov,Ariana Grande,55610536
30,La Nota,Manuel Turizo; Rauw Alejandro; Myke Towers,57598128
31,UN DIA (ONE DAY) (Feat. Tainy),J Balvin; Dua Lipa; Bad Bunny; Tainy,49499928
32,Roses - Imanbek Remix,SAINt JHN; Imanbek,46935940
33,Wonder,Shawn Mendes,53769434
34,Someone You Loved,Lewis Capaldi,54972616
35,just like magic,Ariana Grande,18167921
36,Jeans,Justin Quiles,49142327
37,Una Locura,Ozuna; J Balvin; Chencho Corleone,48090776
38,Levitating (feat. DaBaby),Dua Lipa; DaBaby,57487172
39,Take You Dancing,Jason Derulo,48820692
40,Dreams - 2004 Remaster,Fleetwood Mac,40330735
41,Dance Monkey,Tones And I,46521277
42,Ay DiOs Mío!,KAROL G,43618308
43,safety net (feat. Ty Dolla $ign),Ariana Grande; Ty Dolla $ign,12634429
44,shut up,Ariana Grande,11080622
45,Midnight Sky,Miley Cyrus,47234863
46,Despeinada,Ozuna; Camilo,40950114
47,Breaking Me,Topic; A7S,43910887
48,Before You Go,Lewis Capaldi,47220133
49,Parce (feat. Justin Quiles),Maluma; Lenny Tavárez; Justin Quiles,46849002
50,nasty,Ariana Grande,10894827
51,Ice Cream (with Selena Gomez),BLACKPINK; Selena Gomez,37796410
52,Tattoo - Remix with Camilo,Rauw Alejandro; Camilo,37643355
53,POPSTAR (feat. Drake),DJ Khaled; Drake,36824873
54,Mi Niña,Wisin; Myke Towers; Los Legendarios,47233941
55,La Jeepeta - Remix,Nio Garcia; Anuel AA; Myke Towers; Brray; Juanka,34055256
56,Come & Go (with Marshmello),Juice WRLD; Marshmello,39852021
57,my hair,Ariana Grande,8822953
58,Lovesick Girls,BLACKPINK,34936854
59,Golden,Harry Styles,42648644
60,six thirty,Ariana Grande,7215202
