ID,Track,Singer(s),Stream
1,ROCKSTAR (feat. Roddy Ricch),DaBaby; Roddy Ricch,155822985
2,Blinding Lights,The Weeknd,142509893
3,Rain On Me (with Ariana Grande),Lady Gaga; Ariana Grande,106702710
4,Roses - Imanbek Remix,SAINt JHN; Imanbek,122086930
5,Toosie Slide,Drake,99754219
6,death bed (coffee for your head),Powfu; beabadoobee,100092944
7,Sour Candy (with BLACKPINK),Lady Gaga; BLACKPINK,52741665
8,Don't Start Now,Dua Lipa,85325515
9,THE SCOTTS,THE SCOTTS; Travis Scott; Kid Cudi,73475394
10,ily (i love you baby) (feat. Emilee),Surf Mesa; Emilee,80676051
11,Dance Monkey,Tones And I,82819583
12,Break My Heart,Dua Lipa,78358354
13,Blueberry Faygo,Lil Mosey,75716870
14,Stuck with U (with Justin Bieber),Ariana Grande; Justin Bieber,69550020
15,Supalonely,BENEE; Gus Dapperton,70411700
16,The Box,Roddy Ricch,69924232
17,GOOBA,6ix9ine,64633477
18,TKN (feat. Travis Scott),ROSALÍA; Travis Scott,54358287
19,Watermelon Sugar,Harry Styles,85996822
20,Party Girl,StaySolidRocky,79053614
21,Intentions (feat. Quavo),Justin Bieber; Quavo,62599085
22,Breaking Me,Topic; A7S,68989286
23,Falling,Trevor Daniel,80892525
24,Savage Remix (feat. Beyoncé),Megan Thee Stallion; Beyoncé,56700883
25,Someone You Loved,Lewis Capaldi,61513330
26,Sunday Best,Surfaces,56716052
27,Circles,Post Malone,52278888
28,Say So,Doja Cat,53053420
29,Play Date,Melanie Martinez,50117600
30,Lose Somebody,Kygo; OneRepublic,47377184
31,ROXANNE,Arizona Zervas,46466839
32,WHATS POPPIN,Jack Harlow,51302190
33,goosebumps,Travis Scott,49900738
34,Life Is Good (feat. Drake),Future; Drake,45589071
35,MAMACITA,Black Eyed Peas; Ozuna; J. Rey Soul,56618876
36,Hasta Que Dios Diga,Anuel AA; Bad Bunny,48075721
37,Be Kind (with Halsey),Marshmello; Halsey,46853433
38,Say So (feat. Nicki Minaj),Doja Cat; Nicki Minaj,30400233
39,Boss Bitch,Doja Cat,41385336
40,Tusa,KAROL G; Nicki Minaj,49458525
41,Yo Perreo Sola,Bad Bunny,47616648
42,Safaera,Bad Bunny; Jowell & Randy; Ñengo Flow,46052251
43,Before You Go,Lewis Capaldi,48945466
44,SICKO MODE,Travis Scott,43650518
45,HIGHEST IN THE ROOM,Travis Scott,45012405
46,In Your Eyes,The Weeknd,49354273
47,Stupid Love,Lady Gaga,21682179
48,Adore You,Harry Styles,45461636
49,Tell Me U Luv Me (with Trippie Redd),Juice WRLD; Trippie Redd,18615158
50,Memories Remix (feat. Nipsey Hussle & YG),Maroon 5; Nipsey Hussle; YG,44634157
51,After Party,Don Toliver,41282053
52,bad guy,Billie Eilish,40814960
53,Señorita,Shawn Mendes; Camila Cabello,43429934
54,If the World Was Ending (feat. Julia Michaels),JP Saxe; Julia Michaels,35351451
55,Rojo,J Balvin,38165275
56,Ride It,Regard,35849831
57,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,39172252
58,911,Lady Gaga,5273155
59,Favorito,Camilo,35427300
60,Walk Em Down (feat. Roddy Ricch),NLE Choppa; Roddy Ricch,34908963
61,Kings & Queens,Ava Max,41109472
62,Alice,Lady Gaga,4358438
63,Physical,Dua Lipa,32152837
64,Godzilla (feat. Juice WRLD),Eminem; Juice WRLD,33066660
65,everything i wanted,Billie Eilish,33615538
66,PORFA,Feid; Justin Quiles,35840864
67,Elegí (feat. Dímelo Flow),Rauw Alejandro; Dalex; Lenny Tavárez; Dímelo Flow,36310650
68,MORE & MORE,TWICE,25198290
69,lovely (with Khalid),Billie Eilish; Khalid,32912693
70,Savage,Megan Thee Stallion,29836586
71,Lucid Dreams,Juice WRLD,33248239
72,Skechers,DripReport,29663148
73,Free Woman,Lady Gaga,3377483
74,Chicago Freestyle (feat. Giveon),Drake; Giveon,35156126
75,hot girl bummer,blackbear,30458854
76,Righteous,Juice WRLD,27921301
77,Lose Control,MEDUZA; Becky Hill; Goodboys,29899268
78,I Don't Care (with Justin Bieber),Ed Sheeran; Justin Bieber,30513187
79,La Jeepeta - Remix,Nio Garcia; Anuel AA; Myke Towers; Brray; Juanka,43433690
80,Amarillo,J Balvin,28084158
81,Shallow,Lady Gaga; Bradley Cooper,30172555
82,Tattoo,Rauw Alejandro,29224825
83,Deep End Freestyle,Sleepy Hallow; Fousheé,29113603
84,Relación,Sech,42467194
85,RITMO (Bad Boys For Life),Black Eyed Peas; J Balvin,27619992
86,Daisies,Katy Perry,22682496
87,CÓMO SE SIENTE - Remix,Jhayco; Bad Bunny,28016312
88,Enigma,Lady Gaga,2205604
89,La Difícil,Bad Bunny,25908971
90,Sine From Above (with Elton John),Lady Gaga; Elton John,2199654
91,Ballin' (with Roddy Ricch),Mustard; Roddy Ricch,25423807
92,Fun Tonight,Lady Gaga,2190164
93,Flex (feat. Juice WRLD),Polo G; Juice WRLD,24005916
94,Believer,Imagine Dragons,26523237
95,Replay,Lady Gaga,2172319
96,when the party's over,Billie Eilish,24970904
97,Know Your Worth,Khalid; Disclosure,21358328
98,This City,Sam Fischer,24392821
99,Diosa,Myke Towers,24604264
100,7 rings,Ariana Grande,25836586
101,Ignorantes,Bad Bunny; Sech,24484831
102,rockstar (feat. 21 Savage),Post Malone; 21 Savage,25789311
103,10000 Hours (with Justin Bieber),Dan + Shay; Justin Bieber,24723919
104,Beautiful People (feat. Khalid),Ed Sheeran; Khalid,25194691
105,Plastic Doll,Lady Gaga,1498805
106,Morado,J Balvin,24945326
107,Yummy,Justin Bieber,23410994
108,Jocelyn Flores,XXXTENTACION,25316020
109,Level of Concern,Twenty One Pilots,3833186
110,SAD!,XXXTENTACION,24801274
111,Fútbol & Rumba (feat. Enrique Iglesias),Anuel AA; Enrique Iglesias,15831230
112,Salt,Ava Max,22670444
113,El Efecto,Rauw Alejandro; Chencho Corleone,24439137
114,BELIEVE IT,PARTYNEXTDOOR; Rihanna,11056948
115,PA' ROMPERLA,Bad Bunny; Don Omar,20261492
116,Happier,Marshmello; Bastille,23913970
117,Babylon,Lady Gaga,1422041
118,Chromatica II,Lady Gaga,1389702
119,Like It Is,Kygo; Zara Larsson; Tyga,13850484
120,Ransom,Lil Tecca,23162660
121,Shape of You,Ed Sheeran,23916184
122,Si Veo a Tu Mamá,Bad Bunny,22641303
123,Higher Love,Kygo; Whitney Houston,20798086
124,China,Anuel AA; Daddy Yankee; KAROL G; Ozuna; J Balvin,22652884
125,Say You Won't Let Go,James Arthur,23101921
126,Robbery,Juice WRLD,24281129
127,High Fashion (feat. Mustard),Roddy Ricch; Mustard,22555709
128,Bohemian Rhapsody - Remastered 2011,Queen,23873259
129,Myron,Lil Uzi Vert,22018668
130,Selfish,Madison Beer,12106737
131,PAM,Justin Quiles; Daddy Yankee; El Alfa,23019007
132,OUT WEST (feat. Young Thug),JACKBOYS; Travis Scott; Young Thug,22762281
133,I’m Ready (with Demi Lovato),Sam Smith; Demi Lovato,7637206
134,BYE ME FUI,Bad Bunny,12362477
135,Perfect,Ed Sheeran,22924085
136,Like That (feat. Gucci Mane),Doja Cat; Gucci Mane,20484709
137,Bandit (with YoungBoy Never Broke Again),Juice WRLD; YoungBoy Never Broke Again,21835414
138,Without Me,Halsey,21867226
139,Goodbyes (feat. Young Thug),Post Malone; Young Thug,21543883
140,Rover (feat. DTG),S1mba; DTG,28450812
141,Lalala,Y2K; bbno$,21195488
142,It's You,Ali Gatie,21048645
143,Broken Glass,Kygo; Kim Petras,2681205
144,Azul,J Balvin,28480864
145,Hola - Remix,Dalex; Lenny Tavárez; Chencho Corleone; Juhn; Dímelo Flow,21674265
146,BOP,DaBaby,20895836
147,Youngblood,5 Seconds of Summer,21035434
148,P2,Lil Uzi Vert,11949247
149,1000 Doves,Lady Gaga,675236
150,IDK You Yet,Alexander 23,17354467
151,In Your Eyes (feat. Alida),Robin Schulz; Alida,17841495
152,Sigues Con El,Arcángel; Sech; Dímelo Flow,20731228
153,Sweet but Psycho,Ava Max,20450805
154,Be Alright,Dean Lewis,17030057
155,Bruises,Lewis Capaldi,20245154
156,Solitaires (feat. Travis Scott),Future; Travis Scott,7438025
157,DOLLAZ ON MY HEAD (feat. Young Thug),Gunna; Young Thug,22728060
158,No Idea,Don Toliver,18669076
159,Chromatica I,Lady Gaga,662339
160,Jangueo,Alex Rose; Rafa Pabön,21619718
161,Get You The Moon (feat. Snøw),Kina; Snøw,19165519
162,Sucker,Jonas Brothers,19974086
163,July,Noah Cyrus,17194659
164,Old Town Road - Remix,Lil Nas X; Billy Ray Cyrus,20614085
165,Lose You To Love Me,Selena Gomez,17658271
166,Make You Mine,PUBLIC,14186275
167,Moonlight,XXXTENTACION,20350978
168,Wow.,Post Malone,20284461
169,Go Crazy,Chris Brown; Young Thug,23668885
170,The Less I Know The Better,Tame Impala,20251234
171,In meinem Benz,AK AUSSERKONTROLLE; Bonez MC,3430612
172,Surrender,Natalie Taylor,13450834
173,What A Man Gotta Do,Jonas Brothers,8285130
174,Secrets,Regard; RAYE,27636648
175,Vete,Bad Bunny,13609450
176,La Santa,Bad Bunny; Daddy Yankee,15245995
177,All of Me,John Legend,20349127
178,No Me Conoce - Remix,Jhayco; J Balvin; Bad Bunny,19967588
179,Turks (with Gunna & ft. Travis Scott),NAV; Gunna; Travis Scott,12174872
180,Lights Up,Harry Styles,16666916
181,Money In The Grave (Drake ft. Rick Ross),Drake; Rick Ross,16658939
182,I Like Me Better,Lauv,17492113
183,Let Me Down Slowly,Alec Benjamin,11219584
184,Reggaetonera,Anuel AA,5855705
185,BAD CON NICKY,Bad Bunny; Nicky Jam,5713762
186,Airwaves,Pashanim,17618830
187,Something Just Like This,The Chainsmokers; Coldplay,19280366
188,El Efecto - Remix,Rauw Alejandro; Chencho Corleone; KEVVO; Bryant Myers; Lyanno; Dalex,19777297
189,Better Now,Post Malone,18364509
190,My Oh My (feat. DaBaby),Camila Cabello; DaBaby,10647906
191,High Hopes,Panic! At The Disco,16405705
192,LA CANCIÓN,J Balvin; Bad Bunny,19916457
193,You should be sad,Halsey,2448839
194,Freedom,Kygo; Zak Abel,612166
195,Piece Of Your Heart,MEDUZA; Goodboys,10340699
196,Dancing With A Stranger (with Normani),Sam Smith; Normani,13893115
197,Riptide,Vance Joy,11143735
198,Jangueo,Anuel AA; Tego Calderón,607312
199,Suicidal (Remix) [feat. Juice WRLD],YNW Melly; Juice WRLD,3679783
200,This Is America,Childish Gambino,9869654
201,Alright,Kendrick Lamar,2885202
202,Say It Loud - I'm Black And I'm Proud - Pt. 1,James Brown,2084130
203,Don't Shoot (feat. Rick Ross 2 Chainz Diddy Fabolous Wale DJ Khaled Swizz Beatz Yo Gotti Currensy Problem King Pharaoh & TGT),The Game; Rick Ross; 2 Chainz; Diddy; Fabolous; Wale; DJ Khaled; Swizz Beatz; Yo Gotti; Curren$y; Problem; King Pharaoh; TGT,1794828
204,MIDDLE CHILD,J. Cole,2216075
205,Don't Die,Killer Mike,820955
206,Keep Ya Head Up,2Pac,749327
207,S.O.T.L. (Silence of the Lambs) [feat. Lil Wayne],Ludacris; Lil Wayne,734209
208,Freedom (feat. Kendrick Lamar),Beyoncé; Kendrick Lamar,691229
209,16 Shots,VIC MENSA,650377
210,FLY,KC Rebell; Summer Cem,1278808
211,Fame,Apache 207,1280647
212,Need It,Migos; YoungBoy Never Broke Again,1281561
213,Fantasias,Rauw Alejandro; Farruko,9463920
214,Tak Tiki Tak,Harry Nach,27660505
215,Na Raba Toma Tapão,Niack,12055510
216,Dior,Pop Smoke,19540976
217,Oprah's Bank Account (Lil Yachty & DaBaby feat. Drake),Lil Yachty; DaBaby; Drake,625746
218,Heartless,The Weeknd,2400021
219,If I Can't Have You,Shawn Mendes,7423578
220,thank u next,Ariana Grande,15821405
221,Closer,The Chainsmokers; Halsey,16338980
222,All Girls Are The Same,Juice WRLD,12589231
223,Callaita,Bad Bunny; Tainy,5007634
224,I'm Yours,Jason Mraz,15550957
225,Never Seen the Rain,Tones And I,1239835
226,Congratulations,Post Malone; Quavo,606946
227,Boot,Apache 207,6702588
228,VALLA NEIN (feat. Luciano),KC Rebell; Summer Cem; Luciano,4285852
229,DAS RENNEN,RIN,938639
230,Riot,XXXTENTACION,3526829
231,JU$T (feat. Pharrell Williams & Zack de la Rocha),Run The Jewels; El-P; Killer Mike; Zack De La Rocha; Pharrell Williams,839395
232,KMDF,Haftbefehl; Shindy,723414
233,Polvere (feat. Capo Plaza),Tedua; Chris Nolan; AVA; Capo Plaza,642366
234,Don't Stop Believin',Journey,7313766
235,Don't Stop Me Now - Remastered 2011,Queen,8455018
236,Africa,TOTO,5816466
237,Every Breath You Take,The Police,6380221
238,Another One Bites The Dust - Remastered 2011,Queen,4356945
239,Under Pressure - Remastered 2011,Queen; David Bowie,3798109
240,Sigues Con El - Remix,Arcángel; Sech; Romeo Santos,1294927
241,Wake Me Up,Avicii,7638529
242,Astronomia,Vicetone; Tony Igy,631617
243,Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5; Cardi B,7491392
244,XO Tour Llif3,Lil Uzi Vert,4841348
245,changes,XXXTENTACION,6042930
246,Thunder,Imagine Dragons,9242030
247,SLOW DANCING IN THE DARK,Joji,1154236
248,Djomb - Bien ou quoi,Bosh,14070853
249,La flaca,Jarabe De Palo,1291984
250,2002,Anne-Marie,610371
251,BUTTERFLY EFFECT,Travis Scott,1205781
252,Photograph,Ed Sheeran,1211055
253,How Do You Sleep?,Sam Smith,612640
254,TROLLZ (with Nicki Minaj),6ix9ine; Nicki Minaj,29186172
255,The Bigger Picture,Lil Baby,23567208
256,Tommy Lee (feat. Post Malone),Tyla Yaweh; Post Malone,21776551
257,GO (feat. Juice WRLD),The Kid LAROI; Juice WRLD,22033989
258,Make It Rain,Pop Smoke; Rowdy Rebel,5849740
259,ROCKSTAR (feat. Roddy Ricch) - BLM REMIX,DaBaby; Roddy Ricch,7239832
260,Caramelo,Ozuna,20970813
261,Shotta Flow 5,NLE Choppa,10323522
262,Emotions 2.0,Ufo361; CÉLINE,5470632
263,M' Manc (con Geolier & Sfera Ebbasta),Shablo; Geolier; Sfera Ebbasta,3501005
264,Some Say - Felix Jaehn Remix,Nea; Felix Jaehn,17483188
265,Learn To Fly,Surfaces; Elton John,726764
266,Emotionally Scarred,Lil Baby,13154997
267,Banana (feat. Shaggy) - DJ FLe - Minisiren Remix,Conkarah; Shaggy; DJ Fle,16016066
268,Mr. Brightside,The Killers,8872250
269,Savage Love (Laxed - Siren Beat),Jawsh 685; Jason Derulo,54253204
270,Let Her Go,Passenger,7288473
271,21,Polo G,5801293
272,Snow On Tha Bluff,J. Cole,7278965
273,Mariposa,Peach Tree Rascals,8001592
274,Are You Bored Yet? (feat. Clairo),Wallows; Clairo,7308555
275,El Mismo Aire - con Pablo Alborán,Camilo; Pablo Alborán,1291832
276,Fuck Love (feat. Trippie Redd),XXXTENTACION; Trippie Redd,627165
277,Control,Zoe Wees,623077
278,Stay Gold,BTS,11625117
279,Big Body Benz,Bonez MC,7491323
280,Ich weiß nicht mal wie sie heißt,Capital Bra; Bozza,6507676
281,Bleed,A Boogie Wit da Hoodie,3867026
282,FEEL THE BEAT,Black Eyed Peas; Maluma,763231
283,VACATION,Tyga,6672152
284,Tigers,Bilal Wahib,668024
285,BLACK PARADE,Beyoncé,10587574
286,Stunnin' (feat. Harm Franklin),Curtis Waters; Harm Franklin,8691130
287,Mediterranea,Irama,1896550
288,Can't Hold Us (feat. Ray Dalton),Macklemore & Ryan Lewis; Macklemore; Ryan Lewis; Ray Dalton,2552386
289,We Paid (feat. 42 Dugg),Lil Baby; 42 Dugg,9088386
290,La Curiosidad,Jay Wheeler; DJ Nelson; Myke Towers,6183227
291,El Manual,Anuel AA,1312228
292,WHATS POPPIN (feat. DaBaby Tory Lanez & Lil Wayne) - Remix,Jack Harlow; Tory Lanez; DaBaby; Lil Wayne,11561650
293,God's Plan,Drake,618833
294,How You Like That,BLACKPINK,21582441
295,XXL,Miksu / Macloud; Summer Cem; Luciano; Jamule,3990797
296,Parasite Eve,Bring Me The Horizon,2341189
297,Past Life (with Selena Gomez),Trevor Daniel; Selena Gomez,3751480
298,Desce Pro Play (PA PA PA),ZAAC; Anitta; Tyga,3936285
299,Know My Rights (feat. Lil Baby),6LACK; Lil Baby,2261362
300,Love Somebody,Lauv,833616
301,Girls in the Hood,Megan Thee Stallion,2783229
302,Djadja (feat. Maluma) - Remix,Aya Nakamura; Maluma,4015448
303,Girlfriend,Charlie Puth,732096
304,Never Let Me Down,VIZE; Tom Gregory,674247
305,PORFA Remix ( Feat. Maluma Nicky Jam Sech) - Remix,Feid; J Balvin; Maluma; Nicky Jam; Sech; Justin Quiles,2579752
306,Karaoke,Boomdabash; Alessandra Amoroso,2523584
307,Narcos,Anuel AA,1904568
308,Wonderwall - Remastered,Oasis,653582
309,Kill This Love,BLACKPINK,2486305
310,Prospect (ft. Lil Baby),iann dior; Lil Baby,1324391
311,Wash Us In The Blood,Kanye West; Travis Scott,1740720
312,Wait a Minute!,WILLOW,611623
