ID,Track,Singer(s),Stream
1,DÁKITI,Bad Bunny; Jhayco,173341205
2,All I Want for Christmas Is You,Mariah Carey,158417533
3,positions,Ariana Grande,112003279
4,LA NOCHE DE ANOCHE,Bad Bunny; ROSALÍA,93918119
5,Last Christmas,Wham!,140483985
6,Mood (feat. iann dior),24kGoldn; iann dior,111253934
7,Therefore I Am,Billie Eilish,84979923
8,Dynamite,BTS,89715083
9,BICHOTA,KAROL G,106184510
10,Monster (Shawn Mendes & Justin Bieber),Shawn Mendes; Justin Bieber,77170959
11,Lemonade (feat. Gunna Don Toliver & NAV),Internet Money; Gunna; Don Toliver; NAV,88763055
12,Santa Tell Me,Ariana Grande,109666024
13,Blinding Lights,The Weeknd,104331845
14,34+35,Ariana Grande,88354397
15,It's Beginning to Look a Lot like Christmas,Michael Bublé,101993787
16,Life Goes On,BTS,52424912
17,Prisoner (feat. Dua Lipa),Miley Cyrus; Dua Lipa,62831893
18,Rockin' Around The Christmas Tree,Brenda Lee,103830691
19,Jingle Bell Rock,Bobby Helms,99460899
20,TE MUDASTE,Bad Bunny,55373262
21,Lonely (with benny blanco),Justin Bieber; benny blanco,63976836
22,What You Know Bout Love,Pop Smoke,72293251
23,It's the Most Wonderful Time of the Year,Andy Williams,90243552
24,YO VISTO ASÍ,Bad Bunny,21124513
25,Underneath the Tree,Kelly Clarkson,80964494
26,you broke me first,Tate McRae,61619954
27,For The Night (feat. Lil Baby & DaBaby),Pop Smoke; Lil Baby; DaBaby,55695410
28,WAP (feat. Megan Thee Stallion),Cardi B; Megan Thee Stallion,65563868
29,Watermelon Sugar,Harry Styles,64831622
30,Hawái,Maluma,67431712
31,HACIENDO QUE ME AMAS,Bad Bunny,30305921
32,HOLIDAY,Lil Nas X,66349014
33,Mistletoe,Justin Bieber,68935281
34,Head & Heart (feat. MNEK),Joel Corry; MNEK,58968060
35,Holy (feat. Chance The Rapper),Justin Bieber; Chance the Rapper,49022701
36,Levitating (feat. DaBaby),Dua Lipa; DaBaby,60836363
37,Whoopty,CJ,69821646
38,pov,Ariana Grande,41461587
39,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,68387611
40,Heather,Conan Gray,50700672
41,Relación - Remix,Sech; Daddy Yankee; J Balvin; ROSALÍA; Farruko,52077367
42,La Nota,Manuel Turizo; Rauw Alejandro; Myke Towers,54705161
43,Someone You Loved,Lewis Capaldi,54381581
44,ROCKSTAR (feat. Roddy Ricch),DaBaby; Roddy Ricch,58572018
45,Sleigh Ride,The Ronettes,70629485
46,BOOKER T,Bad Bunny,17066144
47,Wonder,Shawn Mendes,44960547
48,Chica Ideal,Sebastian Yatra; Guaynaa,50890166
49,TE DESEO LO MEJOR,Bad Bunny,10353340
50,Feliz Navidad,José Feliciano,66769676
51,Do They Know It's Christmas? - 1984 Version,Band Aid,63032411
52,Vida de Rico,Camilo,47087428
53,Put Your Records On,Ritt Momney,39631661
54,Body,Megan Thee Stallion,40234787
55,La Tóxica,Farruko,48329386
56,Se Te Nota (with Guaynaa),Lele Pons; Guaynaa,42208777
57,Holly Jolly Christmas,Michael Bublé,59929666
58,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra; B. Swanson Quartet,61839943
59,Laugh Now Cry Later (feat. Lil Durk),Drake; Lil Durk,42082861
60,Midnight Sky,Miley Cyrus,33790124
61,Driving Home for Christmas - 2019 Remaster,Chris Rea,56841702
62,Hawái - Remix,Maluma; The Weeknd,33671688
63,Before You Go,Lewis Capaldi,43365780
64,Jeans,Justin Quiles,41269102
65,UN DIA (ONE DAY) (Feat. Tainy),J Balvin; Dua Lipa; Bad Bunny; Tainy,39958850
66,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,57404206
67,Reloj,Rauw Alejandro; Anuel AA,51909916
68,Mi Niña,Wisin; Myke Towers; Los Legendarios,42599175
69,Take You Dancing,Jason Derulo,36726922
70,Dance Monkey,Tones And I,53705900
71,LA DROGA,Bad Bunny,6203014
72,Roses - Imanbek Remix,SAINt JHN; Imanbek,52738064
73,SO DONE,The Kid LAROI,36645638
74,Una Locura,Ozuna; J Balvin; Chencho Corleone,41178645
75,La Curiosidad,Jay Wheeler; DJ Nelson; Myke Towers,42411796
76,Parce (feat. Justin Quiles),Maluma; Lenny Tavárez; Justin Quiles,37523610
77,Ay DiOs Mío!,KAROL G,39637069
78,The Business,Tiësto,44623858
79,Paradise (feat. Dermot Kennedy),MEDUZA; Dermot Kennedy,37877322
80,HOY COBRÉ,Bad Bunny,4227623
81,Breaking Me,Topic; A7S,38291254
82,Don't Start Now,Dua Lipa,47642885
83,MALDITA POBREZA,Bad Bunny,4089822
84,Angels Like You,Miley Cyrus,11743427
85,Golden,Harry Styles,33699479
86,Sofia,Clairo,31184682
87,lovely (with Khalid),Billie Eilish; Khalid,34470002
88,Happy Xmas (War Is Over) - Remastered 2010,John Lennon; Yoko Ono,54773991
89,Train Wreck,James Arthur,32439179
90,Sweater Weather,The Neighbourhood,41755928
91,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,36427924
92,Blue & Grey,BTS,7557419
93,ANTES QUE SE ACABE,Bad Bunny,4035677
94,SORRY PAPI,Bad Bunny; ABRA,4029787
95,Fly To My Room,BTS,6448779
96,120,Bad Bunny,3950889
97,Savage Love (Laxed - Siren Beat),Jawsh 685; Jason Derulo,40763720
98,death bed (coffee for your head),Powfu; beabadoobee,37945940
99,Daisy,Ashnikko,30498225
100,Circles,Post Malone,36427184
101,Stuck with U (with Justin Bieber),Ariana Grande; Justin Bieber,30500580
102,Despeinada,Ozuna; Camilo,32324605
103,TRELLAS,Bad Bunny,2811468
104,EL MUNDO ES MÍO,Bad Bunny,2792293
105,Deep End,Fousheé,27627606
106,Come & Go (with Marshmello),Juice WRLD; Marshmello,32247018
107,Telepathy,BTS,4546094
108,Tattoo - Remix with Camilo,Rauw Alejandro; Camilo,33451824
109,Memories Remix (feat. Nipsey Hussle & YG),Maroon 5; Nipsey Hussle; YG,33213594
110,Lucid Dreams,Juice WRLD,34306967
111,goosebumps,Travis Scott,32244539
112,Señorita,Shawn Mendes; Camila Cabello,31585702
