ID,Track,Singer(s),Stream
1,WAP (feat. Megan Thee Stallion),Cardi B; Megan Thee Stallion,174856818
2,Hawái,Maluma,145767288
3,Mood (feat. iann dior),24kGoldn; iann dior,167895566
4,Dynamite,BTS,121113009
5,Blinding Lights,The Weeknd,107124117
6,Savage Love (Laxed - Siren Beat),Jawsh 685; Jason Derulo,101946280
7,Watermelon Sugar,Harry Styles,106936792
8,Ice Cream (with Selena Gomez),BLACKPINK; Selena Gomez,75592141
9,Laugh Now Cry Later (feat. Lil Durk),Drake; Lil Durk,96179282
10,ROCKSTAR (feat. Roddy Ricch),DaBaby; Roddy Ricch,96588868
11,Mood Swings (feat. Lil Tjay),Pop Smoke; Lil Tjay,69862977
12,Roses - Imanbek Remix,SAINt JHN; Imanbek,72690805
13,For The Night (feat. Lil Baby & DaBaby),Pop Smoke; Lil Baby; DaBaby,86955861
14,Breaking Me,Topic; A7S,70793945
15,Ay DiOs Mío!,KAROL G,68394927
16,Heather,Conan Gray,76708062
17,UN DIA (ONE DAY) (Feat. Tainy),J Balvin; Dua Lipa; Bad Bunny; Tainy,66043663
18,Head & Heart (feat. MNEK),Joel Corry; MNEK,80556610
19,Come & Go (with Marshmello),Juice WRLD; Marshmello,59754740
20,Rain On Me (with Ariana Grande),Lady Gaga; Ariana Grande,53389096
21,La Curiosidad,Jay Wheeler; DJ Nelson; Myke Towers,61988519
22,Lemonade (feat. Gunna Don Toliver & NAV),Internet Money; Gunna; Don Toliver; NAV,98252166
23,La Jeepeta - Remix,Nio Garcia; Anuel AA; Myke Towers; Brray; Juanka,56527032
24,Tattoo - Remix with Camilo,Rauw Alejandro; Camilo,56490492
25,Midnight Sky,Miley Cyrus,55452978
26,Caramelo,Ozuna,56014198
27,Smile (with The Weeknd),Juice WRLD; The Weeknd,45439323
28,Dance Monkey,Tones And I,58070234
29,Someone You Loved,Lewis Capaldi,56995023
30,death bed (coffee for your head),Powfu; beabadoobee,51813442
31,Wishing Well,Juice WRLD,51223731
32,Before You Go,Lewis Capaldi,53859549
33,you broke me first,Tate McRae,70436803
34,Relación,Sech,40799616
35,WHATS POPPIN (feat. DaBaby Tory Lanez & Lil Wayne) - Remix,Jack Harlow; Tory Lanez; DaBaby; Lil Wayne,51084534
36,Over Now (with The Weeknd),Calvin Harris; The Weeknd,31660401
37,Agua (with J Balvin),Tainy; J Balvin,47139076
38,How You Like That,BLACKPINK,42842945
39,Go Crazy,Chris Brown; Young Thug,48710170
40,The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke; 50 Cent; Roddy Ricch,41448664
41,Break My Heart,Dua Lipa,42703421
42,Don't Start Now,Dua Lipa,46174440
43,Blueberry Faygo,Lil Mosey,45248340
