ID,Track,Singer(s),Stream
1,Mood (feat. iann dior),24kGoldn; iann dior,162389782
2,WAP (feat. Megan Thee Stallion),Cardi B; Megan Thee Stallion,124132267
3,Lemonade (feat. Gunna Don Toliver & NAV),Internet Money; Gunna; Don Toliver; NAV,132272727
4,Hawái,Maluma,113973157
5,Dynamite,BTS,116671918
6,Holy (feat. Chance The Rapper),Justin Bieber; Chance the Rapper,96103644
7,Blinding Lights,The Weeknd,100811179
8,Watermelon Sugar,Harry Styles,92997993
9,For The Night (feat. Lil Baby & DaBaby),Pop Smoke; Lil Baby; DaBaby,97380672
10,Savage Love (Laxed - Siren Beat),Jawsh 685; Jason Derulo,70993280
11,Laugh Now Cry Later (feat. Lil Durk),Drake; Lil Durk,75981847
12,Head & Heart (feat. MNEK),Joel Corry; MNEK,83407189
13,ROCKSTAR (feat. Roddy Ricch),DaBaby; Roddy Ricch,77330495
14,you broke me first,Tate McRae,79490233
15,What You Know Bout Love,Pop Smoke,100881186
16,Heather,Conan Gray,69520069
17,Relación - Remix,Sech; Daddy Yankee; J Balvin; ROSALÍA; Farruko,74087564
18,POPSTAR (feat. Drake),DJ Khaled; Drake,57603164
19,Roses - Imanbek Remix,SAINt JHN; Imanbek,62886769
20,FRANCHISE (feat. Young Thug & M.I.A.),Travis Scott; Young Thug; M.I.A.,36009323
21,UN DIA (ONE DAY) (Feat. Tainy),J Balvin; Dua Lipa; Bad Bunny; Tainy,60060195
22,Breaking Me,Topic; A7S,58101973
23,La Curiosidad,Jay Wheeler; DJ Nelson; Myke Towers,60474584
24,Ay DiOs Mío!,KAROL G,56295177
25,Ice Cream (with Selena Gomez),BLACKPINK; Selena Gomez,64840220
26,Someone You Loved,Lewis Capaldi,59663816
27,Mood Swings (feat. Lil Tjay),Pop Smoke; Lil Tjay,52472613
28,Midnight Sky,Miley Cyrus,51991392
29,Put Your Records On,Ritt Momney,64821808
30,Before You Go,Lewis Capaldi,54193620
31,Take You Dancing,Jason Derulo,56895741
32,Dance Monkey,Tones And I,54397349
33,Tattoo - Remix with Camilo,Rauw Alejandro; Camilo,49952065
34,Come & Go (with Marshmello),Juice WRLD; Marshmello,50998581
35,La Jeepeta - Remix,Nio Garcia; Anuel AA; Myke Towers; Brray; Juanka,48739598
36,La Tóxica,Farruko,59334098
37,death bed (coffee for your head),Powfu; beabadoobee,46110347
38,my ex's best friend (with blackbear),Machine Gun Kelly; blackbear,41154944
39,WHATS POPPIN (feat. DaBaby Tory Lanez & Lil Wayne) - Remix,Jack Harlow; Tory Lanez; DaBaby; Lil Wayne,37745125
40,Despeinada,Ozuna; Camilo,51385899
41,Caramelo,Ozuna,42950359
42,Vida de Rico,Camilo,58395351
43,Wishing Well,Juice WRLD,44243795
44,Don't Start Now,Dua Lipa,45046817
45,Se Te Nota (with Guaynaa),Lele Pons; Guaynaa,53579743
46,Rain On Me (with Ariana Grande),Lady Gaga; Ariana Grande,41311095
47,Go Crazy,Chris Brown; Young Thug,40596675
48,Mi Cuarto,Jerry Di,42983989
49,Mad at Disney,salem ilese,37195755
50,Stuck with U (with Justin Bieber),Ariana Grande; Justin Bieber,38243159
51,Blueberry Faygo,Lil Mosey,40377056
52,Circles,Post Malone,39205552
53,Kings & Queens,Ava Max,34955249
54,Dreams - 2004 Remaster,Fleetwood Mac,59563366
55,How You Like That,BLACKPINK,53016364
56,Me Gusta (with Cardi B & Myke Towers),Anitta; Myke Towers; Cardi B,31680457
57,Agua (with J Balvin),Tainy; J Balvin,34283105
58,Adore You,Harry Styles,36930871
59,ily (i love you baby) (feat. Emilee),Surf Mesa; Emilee,34475435
60,Break My Heart,Dua Lipa,33240243
61,GREECE (feat. Drake),DJ Khaled; Drake,31585330
62,The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke; 50 Cent; Roddy Ricch,34327510
63,Memories Remix (feat. Nipsey Hussle & YG),Maroon 5; Nipsey Hussle; YG,36468544
64,goosebumps,Travis Scott,37209384
65,Señorita,Shawn Mendes; Camila Cabello,36610065
66,The Box,Roddy Ricch,35817983
67,Better,ZAYN,13821284
68,Diamonds,Sam Smith,33793093
69,Smile (with The Weeknd),Juice WRLD; The Weeknd,30366310
70,Djadja (feat. Maluma) - Remix,Aya Nakamura; Maluma,31194189
71,Intentions (feat. Quavo),Justin Bieber; Quavo,32948069
72,Jeans,Justin Quiles,43912723
73,Lucid Dreams,Juice WRLD,35601652
74,forget me too (feat. Halsey),Machine Gun Kelly; Halsey,11531861
75,Toosie Slide,Drake,32210502
76,Robbery,Juice WRLD,33849601
77,Still Don't Know My Name,Labrinth,27984475
78,Heart Of Glass (Live from the iHeart Festival),Miley Cyrus,21815160
79,HIGHEST IN THE ROOM,Travis Scott,33161009
80,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,33945182
81,Falling,Trevor Daniel,62652621
82,lovely (with Khalid),Billie Eilish; Khalid,32537292
83,Ayer Me Llamó Mi Ex (feat. Lenny Santos),KHEA; Lenny Santos,28264405
84,You Got It,Vedo,29901703
85,Lean,Super Yei; Jone Quest; Towy; Osquel; Sammy & Falsetto; Beltito; Sammy,29515978
86,Shallow,Lady Gaga; Bradley Cooper,31943092
87,bad guy,Billie Eilish,32772103
88,Una Locura,Ozuna; J Balvin; Chencho Corleone,49417447
89,Tusa,KAROL G; Nicki Minaj,31429404
90,Electric Love,BØRNS,30373786
91,Mamichula - con Nicki Nicole,Trueno; Nicki Nicole; Bizarrap; Taiu; TATOOL,22395136
92,SICKO MODE,Travis Scott,30782890
93,If the World Was Ending (feat. Julia Michaels),JP Saxe; Julia Michaels,30283805
94,Dior,Pop Smoke,29152376
95,Party Girl,StaySolidRocky,29425216
96,Your Man,Joji,6221936
97,Favorito,Camilo,27159815
98,Jerusalema (feat. Nomcebo Zikode),Master KG; Nomcebo Zikode,31244663
99,Parce (feat. Justin Quiles),Maluma; Lenny Tavárez; Justin Quiles,38141880
100,Tick Tock (feat. 24kGoldn),Clean Bandit; Mabel; 24kGoldn,30854823
101,Life Is Good (feat. Drake),Future; Drake,28874672
102,Daisy,Ashnikko,40548296
103,MAMACITA,Black Eyed Peas; Ozuna; J. Rey Soul,24007776
104,Wolves (feat. Post Malone),Big Sean; Post Malone,24861114
105,Ride It,Regard,27654218
106,Believer,Imagine Dragons,28969648
107,Be Kind (with Halsey),Marshmello; Halsey,26812263
108,In Your Eyes,The Weeknd,23526964
109,Don Don,Daddy Yankee; Anuel AA; Kendo Kaponi,27388581
110,Say You Won't Let Go,James Arthur,27843403
111,Relación,Sech,24621449
112,ROXANNE,Arizona Zervas,27775609
113,Hasta Que Dios Diga,Anuel AA; Bad Bunny,23436290
114,OK Not To Be OK,Marshmello; Demi Lovato,22006915
115,Be Like That - feat. Swae Lee & Khalid,Kane Brown; Swae Lee; Khalid,27273529
116,Caramelo - Remix,Ozuna; KAROL G; Myke Towers,25411554
117,Stunnin' (feat. Harm Franklin),Curtis Waters; Harm Franklin,17398184
118,everything i wanted,Billie Eilish,25905061
119,cardigan,Taylor Swift,10094864
120,Azul,J Balvin,27317612
121,Martin & Gina,Polo G,26756523
122,Gimme Love,Joji,3676611
123,Hello (feat. A Boogie Wit da Hoodie),Pop Smoke; A Boogie Wit da Hoodie,25291758
124,Say So,Doja Cat,24810241
125,Got It On Me,Pop Smoke,25551813
126,Sweater Weather,The Neighbourhood,28338345
127,I Don't Care (with Justin Bieber),Ed Sheeran; Justin Bieber,25194511
128,Jocelyn Flores,XXXTENTACION,26047861
129,El Mismo Aire - con Pablo Alborán,Camilo; Pablo Alborán,15630455
130,TKN (feat. Travis Scott),ROSALÍA; Travis Scott,16198068
131,Madrid (feat. Myke Towers),Maluma; Myke Towers,23909697
132,Perfect,Ed Sheeran,25236742
133,Sunday Best,Surfaces,21952244
134,THE SCOTTS,THE SCOTTS; Travis Scott; Kid Cudi,21962917
135,7 rings,Ariana Grande,26060116
136,Quiéreme Mientras Se Pueda,Manuel Turizo,25053776
137,Supalonely,BENEE; Gus Dapperton,11258606
138,Play Date,Melanie Martinez,20390219
139,Someone To You,BANNERS,25851152
140,DOLLAZ ON MY HEAD (feat. Young Thug),Gunna; Young Thug,10405447
141,All of Me,John Legend,24320519
142,Lets Link,WhoHeem,7950596
143,Bande organisée,Kofs; Soso Maness; Elams; Jul; SCH; Naps; Solda; Houari; 13 Organisé,18311015
144,All Girls Are The Same,Juice WRLD,25455430
145,bloody valentine,Machine Gun Kelly,1591098
146,my future,Billie Eilish,10197696
147,Shape of You,Ed Sheeran,24450087
148,Daylight,Joji; Diplo,788574
149,Godzilla (feat. Juice WRLD),Eminem; Juice WRLD,23358717
150,feel something,Bea Miller,785481
151,Rojo,J Balvin,22913399
152,After Party,Don Toliver,22600121
153,Yo Perreo Sola,Bad Bunny,15370488
154,Are You Bored Yet? (feat. Clairo),Wallows; Clairo,20646778
155,Beautiful People (feat. Khalid),Ed Sheeran; Khalid,21364123
156,SAD!,XXXTENTACION,23798816
157,Be Alright,Dean Lewis,22476837
158,hot girl bummer,blackbear,23768758
159,rockstar (feat. 21 Savage),Post Malone; 21 Savage,23325386
160,when the party's over,Billie Eilish,18929512
161,Elegí (feat. Dímelo Flow),Rauw Alejandro; Dalex; Lenny Tavárez; Dímelo Flow,13357291
162,Safaera,Bad Bunny; Jowell & Randy; Ñengo Flow,16654419
163,Bohemian Rhapsody - Remastered 2011,Queen,23806738
164,Without Me,Halsey,20460430
165,Tap In,Saweetie,740469
166,Epidemic,Polo G,740273
167,Lose Somebody,Kygo; OneRepublic,13207160
168,Head Shoulders Knees & Toes (feat. Norma Jean Martine),Ofenbach; Quarterhead; Norma Jean Martine,22705922
169,Lose Control,MEDUZA; Becky Hill; Goodboys,17514500
170,PORFA Remix ( Feat. Maluma Nicky Jam Sech) - Remix,Feid; J Balvin; Maluma; Nicky Jam; Sech; Justin Quiles,7025546
171,10000 Hours (with Justin Bieber),Dan + Shay; Justin Bieber,18270823
172,Happier,Marshmello; Bastille,19535517
173,SLOW DANCING IN THE DARK,Joji,12085273
174,24 (feat. Lil Baby),Money Man; Lil Baby,23727461
175,Star Shopping,Lil Peep,16001506
176,Boy With Luv (feat. Halsey),BTS; Halsey,11728758
177,Take Me To Church,Hozier,18655507
178,The Less I Know The Better,Tame Impala,19478553
179,Get You The Moon (feat. Snøw),Kina; Snøw,16092778
180,Ew,Joji,705597
181,Photograph,Ed Sheeran,16020583
182,No Guidance (feat. Drake),Chris Brown; Drake,4779055
183,Hate The Other Side (with Marshmello & The Kid Laroi),Juice WRLD; Marshmello; The Kid LAROI; Polo G,700840
184,+Linda,Dalex,3375164
185,Let Her Go,Passenger,15746893
186,Thinking out Loud,Ed Sheeran,13124045
187,Oh Juliana,Niack,8501288
