ID,Track,Singer(s),Stream
1,Blinding Lights,The Weeknd,180890101
2,Don't Start Now,Dua Lipa,132179959
3,Roses - Imanbek Remix,SAINt JHN; Imanbek,144681814
4,The Box,Roddy Ricch,117447974
5,Dance Monkey,Tones And I,114427641
6,death bed (coffee for your head),Powfu; beabadoobee,122493363
7,Say So,Doja Cat,99448063
8,Blueberry Faygo,Lil Mosey,103277175
9,Break My Heart,Dua Lipa,86078266
10,Intentions (feat. Quavo),Justin Bieber; Quavo,84524864
11,Safaera,Bad Bunny; Jowell & Randy; Ñengo Flow,72951409
12,Falling,Trevor Daniel,108578749
13,Physical,Dua Lipa,66885955
14,Sunday Best,Surfaces,78771826
15,In Your Eyes,The Weeknd,67122438
16,Supalonely,BENEE; Gus Dapperton,80265200
17,ROXANNE,Arizona Zervas,69155731
18,Tusa,KAROL G; Nicki Minaj,65369154
19,Someone You Loved,Lewis Capaldi,68203882
20,Circles,Post Malone,65312294
21,Yo Perreo Sola,Bad Bunny,69223114
22,Rojo,J Balvin,55348305
23,La Difícil,Bad Bunny,45498459
24,Adore You,Harry Styles,58165261
25,Savage,Megan Thee Stallion,69858507
26,Memories Remix (feat. Nipsey Hussle & YG),Maroon 5; Nipsey Hussle; YG,54555378
27,Godzilla (feat. Juice WRLD),Eminem; Juice WRLD,49483240
28,After Hours,The Weeknd,36759134
29,BELIEVE IT,PARTYNEXTDOOR; Rihanna,43638701
30,bad guy,Billie Eilish,52413034
31,Boss Bitch,Doja Cat,63368453
32,Si Veo a Tu Mamá,Bad Bunny,41392393
33,everything i wanted,Billie Eilish,48112455
34,Turks (feat. Travis Scott),NAV; Gunna; Travis Scott,36425273
35,Life Is Good (feat. Drake),Future; Drake,54341905
36,Ignorantes,Bad Bunny; Sech,42493418
37,WHATS POPPIN,Jack Harlow,57037201
38,Before You Go,Lewis Capaldi,49713689
39,Yummy,Justin Bieber,40393768
40,Señorita,Shawn Mendes; Camila Cabello,47450452
41,Amarillo,J Balvin,42030059
42,Morado,J Balvin,36381002
43,Like It Is,Kygo; Zara Larsson; Tyga,36151229
44,Tattoo,Rauw Alejandro,42684222
45,Sigues Con El,Arcángel; Sech; Dímelo Flow,33563228
46,lovely (with Khalid),Billie Eilish; Khalid,39100718
47,You should be sad,Halsey,33716854
48,Vete,Bad Bunny,31498863
49,La Santa,Bad Bunny; Daddy Yankee,29835792
50,High Fashion (feat. Mustard),Roddy Ricch; Mustard,35143151
51,Heartless,The Weeknd,28246090
52,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,37206181
53,My Oh My (feat. DaBaby),Camila Cabello; DaBaby,31916028
54,Lose Control,MEDUZA; Becky Hill; Goodboys,39249192
55,Ride It,Regard,40549450
56,Skechers,DripReport,45826731
