ID,Track,Singer(s),Stream
1,ROCKSTAR (feat. Roddy Ricch),DaBaby; Roddy Ricch,160103316
2,Savage Love (Laxed - Siren Beat),Jawsh 685; Jason Derulo,149709480
3,Blinding Lights,The Weeknd,135909466
4,Roses - Imanbek Remix,SAINt JHN; Imanbek,111833706
5,How You Like That,BLACKPINK,79763346
6,Watermelon Sugar,Harry Styles,116928135
7,death bed (coffee for your head),Powfu; beabadoobee,85103023
8,Rain On Me (with Ariana Grande),Lady Gaga; Ariana Grande,82632836
9,Toosie Slide,Drake,74511756
10,Dance Monkey,Tones And I,79347727
11,Party Girl,StaySolidRocky,39477901
12,Breaking Me,Topic; A7S,87356494
13,ily (i love you baby) (feat. Emilee),Surf Mesa; Emilee,75991813
14,Don't Start Now,Dua Lipa,71546349
15,Break My Heart,Dua Lipa,71012232
16,Blueberry Faygo,Lil Mosey,69296847
17,Stuck with U (with Justin Bieber),Ariana Grande; Justin Bieber,63229261
18,Supalonely,BENEE; Gus Dapperton,58806972
19,The Box,Roddy Ricch,56152000
20,MAMACITA,Black Eyed Peas; Ozuna; J. Rey Soul,67599166
21,Someone You Loved,Lewis Capaldi,61086137
22,THE SCOTTS,THE SCOTTS; Travis Scott; Kid Cudi,50327644
23,WHATS POPPIN (feat. DaBaby Tory Lanez & Lil Wayne) - Remix,Jack Harlow; Tory Lanez; DaBaby; Lil Wayne,66200589
24,La Jeepeta - Remix,Nio Garcia; Anuel AA; Myke Towers; Brray; Juanka,72584500
25,Intentions (feat. Quavo),Justin Bieber; Quavo,53999640
26,Wash Us In The Blood,Kanye West; Travis Scott,17997571
27,Before You Go,Lewis Capaldi,54682847
28,TKN (feat. Travis Scott),ROSALÍA; Travis Scott,59595571
29,Relación,Sech,62312497
30,GOOBA,6ix9ine,42323529
31,Say So,Doja Cat,46932861
32,Sunday Best,Surfaces,48809181
33,Falling,Trevor Daniel,69440351
34,Savage Remix (feat. Beyoncé),Megan Thee Stallion; Beyoncé,42790469
35,Circles,Post Malone,47032161
36,In Your Eyes,The Weeknd,46497841
37,Hasta Que Dios Diga,Anuel AA; Bad Bunny,43563822
38,Be Kind (with Halsey),Marshmello; Halsey,44843909
39,Play Date,Melanie Martinez,40807372
40,goosebumps,Travis Scott,43939352
41,Tusa,KAROL G; Nicki Minaj,46647574
42,Kings & Queens,Ava Max,46028920
43,Adore You,Harry Styles,42995936
44,Señorita,Shawn Mendes; Camila Cabello,44091210
45,Lose Somebody,Kygo; OneRepublic,38469167
46,Caramelo,Ozuna,57351043
47,Memories Remix (feat. Nipsey Hussle & YG),Maroon 5; Nipsey Hussle; YG,41877232
48,Yo Perreo Sola,Bad Bunny,36799524
49,HIGHEST IN THE ROOM,Travis Scott,39319139
50,Safaera,Bad Bunny; Jowell & Randy; Ñengo Flow,37460793
51,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,38618321
52,bad guy,Billie Eilish,38653135
53,SICKO MODE,Travis Scott,36841093
54,WHATS POPPIN,Jack Harlow,35273429
55,Life Is Good (feat. Drake),Future; Drake,36934755
56,After Party,Don Toliver,33189495
57,ROXANNE,Arizona Zervas,36612844
58,Chicago Freestyle (feat. Giveon),Drake; Giveon,34427859
59,Sour Candy (with BLACKPINK),Lady Gaga; BLACKPINK,25563602
60,Elegí (feat. Dímelo Flow),Rauw Alejandro; Dalex; Lenny Tavárez; Dímelo Flow,36928633
61,Ride It,Regard,36363377
62,Rojo,J Balvin,33668344
63,We Paid (feat. 42 Dugg),Lil Baby; 42 Dugg,32832562
64,Lucid Dreams,Juice WRLD,37714254
65,If the World Was Ending (feat. Julia Michaels),JP Saxe; Julia Michaels,32078306
66,Azul,J Balvin,35283357
67,Banana (feat. Shaggy) - DJ FLe - Minisiren Remix,Conkarah; Shaggy; DJ Fle,35757881
68,GO (feat. Juice WRLD),The Kid LAROI; Juice WRLD,34140476
69,everything i wanted,Billie Eilish,32422129
70,PORFA,Feid; Justin Quiles,26936002
71,Secrets,Regard; RAYE,35497645
72,Boss Bitch,Doja Cat,29782917
73,lovely (with Khalid),Billie Eilish; Khalid,32457659
74,Favorito,Camilo,34466199
75,Tak Tiki Tak,Harry Nach,32642406
76,Godzilla (feat. Juice WRLD),Eminem; Juice WRLD,30651593
77,Rover (feat. DTG),S1mba; DTG,30870145
78,TROLLZ (with Nicki Minaj),6ix9ine; Nicki Minaj,17694498
79,Walk Em Down (feat. Roddy Ricch),NLE Choppa; Roddy Ricch,24920609
80,I Don't Care (with Justin Bieber),Ed Sheeran; Justin Bieber,30296478
81,The Bigger Picture,Lil Baby,23310283
82,Shallow,Lady Gaga; Bradley Cooper,30781736
83,Physical,Dua Lipa,28481881
84,Go Crazy,Chris Brown; Young Thug,42715217
85,Some Say - Felix Jaehn Remix,Nea; Felix Jaehn,31744934
86,Stunnin' (feat. Harm Franklin),Curtis Waters; Harm Franklin,35576806
87,hot girl bummer,blackbear,28456496
88,Lose Control,MEDUZA; Becky Hill; Goodboys,27761186
89,La Curiosidad,Jay Wheeler; DJ Nelson; Myke Towers,47457749
90,CÓMO SE SIENTE - Remix,Jhayco; Bad Bunny,29226868
91,Believer,Imagine Dragons,28694586
92,Jocelyn Flores,XXXTENTACION,26473109
93,RITMO (Bad Boys For Life),Black Eyed Peas; J Balvin,26175016
94,Tattoo,Rauw Alejandro,25849993
95,Reggaetonera,Anuel AA,25860065
96,Savage,Megan Thee Stallion,21503715
97,rockstar (feat. 21 Savage),Post Malone; 21 Savage,26113320
98,China,Anuel AA; Daddy Yankee; KAROL G; Ozuna; J Balvin,16179490
99,Djadja (feat. Maluma) - Remix,Aya Nakamura; Maluma,41492494
100,Beautiful People (feat. Khalid),Ed Sheeran; Khalid,25811506
101,Righteous,Juice WRLD,46421110
102,SAD!,XXXTENTACION,25499808
103,Amarillo,J Balvin,24250016
104,7 rings,Ariana Grande,25821673
105,Skechers,DripReport,21779706
106,Robbery,Juice WRLD,30048166
107,Tommy Lee (feat. Post Malone),Tyla Yaweh; Post Malone,5150842
108,This City,Sam Fischer,10510748
109,when the party's over,Billie Eilish,24161358
110,Shape of You,Ed Sheeran,25276128
111,Happier,Marshmello; Bastille,24304332
112,Say You Won't Let Go,James Arthur,24029599
113,La Difícil,Bad Bunny,17626268
114,Ballin' (with Roddy Ricch),Mustard; Roddy Ricch,22621381
115,Deep End Freestyle,Sleepy Hallow; Fousheé,6893814
116,Flex (feat. Juice WRLD),Polo G; Juice WRLD,20370214
117,Dior,Pop Smoke,38861797
118,Bohemian Rhapsody - Remastered 2011,Queen,24935156
119,Perfect,Ed Sheeran,31683829
120,PAM,Justin Quiles; Daddy Yankee; El Alfa,23588273
121,El Efecto,Rauw Alejandro; Chencho Corleone,23858208
122,Desce Pro Play (PA PA PA),ZAAC; Anitta; Tyga,25267288
123,10000 Hours (with Justin Bieber),Dan + Shay; Justin Bieber,18545763
124,OUT WEST (feat. Young Thug),JACKBOYS; Travis Scott; Young Thug,21023040
125,Ransom,Lil Tecca,18150113
126,Morado,J Balvin,20499504
127,Ignorantes,Bad Bunny; Sech,14856354
128,Mariposa,Peach Tree Rascals,27158425
129,DOLLAZ ON MY HEAD (feat. Young Thug),Gunna; Young Thug,24673636
130,Without Me,Halsey,22364953
131,Are You Bored Yet? (feat. Clairo),Wallows; Clairo,28214212
132,High Fashion (feat. Mustard),Roddy Ricch; Mustard,15100780
133,Bandit (with YoungBoy Never Broke Again),Juice WRLD; YoungBoy Never Broke Again,20335498
134,Jangueo,Anuel AA; Tego Calderón,28060824
135,XXL,Miksu / Macloud; Summer Cem; Luciano; Jamule,2114095
136,Past Life (with Selena Gomez),Trevor Daniel; Selena Gomez,18750691
137,Stay Gold,BTS,4804613
138,Like That (feat. Gucci Mane),Doja Cat; Gucci Mane,13375662
139,Yummy,Justin Bieber,14937052
140,Diosa,Myke Towers,15532482
141,Prospect (ft. Lil Baby),iann dior; Lil Baby,6078522
142,Old Town Road - Remix,Lil Nas X; Billy Ray Cyrus,14460219
143,Moonlight,XXXTENTACION,19177805
144,Youngblood,5 Seconds of Summer,16116111
145,Bruises,Lewis Capaldi,15374073
146,Goodbyes (feat. Young Thug),Post Malone; Young Thug,11951018
147,All of Me,John Legend,19931321
148,BLACK PARADE,Beyoncé,1372504
149,It's You,Ali Gatie,16050012
150,Lalala,Y2K; bbno$,10603319
151,Jangueo,Alex Rose; Rafa Pabön,694035
152,Salt,Ava Max,2689914
153,The Less I Know The Better,Tame Impala,18118846
154,BOP,DaBaby,11896458
155,Daisies,Katy Perry,1365700
156,Sweet but Psycho,Ava Max,16621407
157,21,Polo G,17198853
158,Wow.,Post Malone,7274770
159,Get You The Moon (feat. Snøw),Kina; Snøw,15277959
160,Si Veo a Tu Mamá,Bad Bunny,8598344
161,All Girls Are The Same,Juice WRLD,21472114
162,Narcos,Anuel AA,7844696
163,MORE & MORE,TWICE,1318887
164,Something Just Like This,The Chainsmokers; Coldplay,18680869
165,Be Alright,Dean Lewis,11831226
166,Myron,Lil Uzi Vert,1322626
167,Sucker,Jonas Brothers,4487653
168,Higher Love,Kygo; Whitney Houston,15621318
169,PORFA Remix ( Feat. Maluma Nicky Jam Sech) - Remix,Feid; J Balvin; Maluma; Nicky Jam; Sech; Justin Quiles,33007514
170,July,Noah Cyrus,6410633
171,Hola - Remix,Dalex; Lenny Tavárez; Chencho Corleone; Juhn; Dímelo Flow,15194994
172,LA CANCIÓN,J Balvin; Bad Bunny,9121279
173,Better Now,Post Malone,4513943
174,Closer,The Chainsmokers; Halsey,8420359
175,thank u next,Ariana Grande,5762148
176,I Like Me Better,Lauv,3835193
177,Emotionally Scarred,Lil Baby,1303224
178,Money In The Grave (Drake ft. Rick Ross),Drake; Rick Ross,1292785
179,High Hopes,Panic! At The Disco,1904731
180,Thunder,Imagine Dragons,5137440
181,Sigues Con El,Arcángel; Sech; Dímelo Flow,10415671
182,No Me Conoce - Remix,Jhayco; J Balvin; Bad Bunny,8413923
183,Riptide,Vance Joy,19239778
184,Let Her Go,Passenger,6400110
185,Dancing With A Stranger (with Normani),Sam Smith; Normani,2537738
186,Know Your Worth,Khalid; Disclosure,1267562
