ID,Track,Singer(s),Stream
1,Dance Monkey,Tones And I,178668964
2,The Box,Roddy Ricch,175963538
3,Blinding Lights,The Weeknd,169968754
4,Tusa,KAROL G; Nicki Minaj,126621790
5,Don't Start Now,Dua Lipa,135244434
6,Yummy,Justin Bieber,110253868
7,ROXANNE,Arizona Zervas,110535731
8,Godzilla (feat. Juice WRLD),Eminem; Juice WRLD,92272768
9,Life Is Good (feat. Drake),Future; Drake,103188925
10,Falling,Trevor Daniel,132547880
11,everything i wanted,Billie Eilish,96642921
12,Memories Remix (feat. Nipsey Hussle & YG),Maroon 5; Nipsey Hussle; YG,82946939
13,Circles,Post Malone,87242755
14,bad guy,Billie Eilish,74654845
15,RITMO (Bad Boys For Life),Black Eyed Peas; J Balvin,70854419
16,Someone You Loved,Lewis Capaldi,81523688
17,Señorita,Shawn Mendes; Camila Cabello,68488311
18,Physical,Dua Lipa,62056946
19,Sigues Con El,Arcángel; Sech; Dímelo Flow,62779281
20,You should be sad,Halsey,64096713
21,My Oh My (feat. DaBaby),Camila Cabello; DaBaby,62394417
22,Adore You,Harry Styles,67729328
23,Vete,Bad Bunny,56059564
24,Before You Go,Lewis Capaldi,63625679
25,Lose You To Love Me,Selena Gomez,48603704
26,Say So,Doja Cat,69422758
27,Suicidal,YNW Melly,51793822
28,Ride It,Regard,51571798
29,Hola - Remix,Dalex; Lenny Tavárez; Chencho Corleone; Juhn; Dímelo Flow,51877346
30,Morado,J Balvin,51745922
31,Lose Control,MEDUZA; Becky Hill; Goodboys,53662623
32,Fantasias,Rauw Alejandro; Farruko,46189340
33,Rare,Selena Gomez,42279154
34,What A Man Gotta Do,Jonas Brothers,47990905
35,Muévelo,Nicky Jam; Daddy Yankee,44086761
36,Roses - Imanbek Remix,SAINt JHN; Imanbek,56648286
37,hot girl bummer,blackbear,44223719
38,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,45866164
39,I Don't Care (with Justin Bieber),Ed Sheeran; Justin Bieber,46044844
40,BOP,DaBaby,43726011
41,Ballin' (with Roddy Ricch),Mustard; Roddy Ricch,41419963
42,China,Anuel AA; Daddy Yankee; KAROL G; J Balvin; Ozuna,40233463
43,when the party's over,Billie Eilish,42048397
44,Ayy Macarena,Tyga,34847075
45,Get Me,Justin Bieber; Kehlani,13066178
46,What If I Told You That I Love You,Ali Gatie,45065946
47,SUGAR,BROCKHAMPTON,43841905
48,HIGHEST IN THE ROOM,Travis Scott,40691776
49,Bandit (with YoungBoy Never Broke Again),Juice WRLD; YoungBoy Never Broke Again,34460970
50,Me Gusta,Shakira; Anuel AA,41479172
51,Good News,Mac Miller,21372648
52,I Do It (ft. Big Sean Lil Baby),Lil Wayne; Big Sean; Lil Baby,12131697
53,Beautiful People (feat. Khalid),Ed Sheeran; Khalid,38479911
54,lovely (with Khalid),Billie Eilish; Khalid,39295307
55,Lucid Dreams,Juice WRLD,37043292
56,No Idea,Don Toliver,35242306
57,High Fashion (feat. Mustard),Roddy Ricch; Mustard,50045935
58,10000 Hours (with Justin Bieber),Dan + Shay; Justin Bieber,40217540
59,Whine Up,Nicky Jam; Anuel AA,31406253
60,Black Swan,BTS,32527912
61,Watermelon Sugar,Harry Styles,34506268
62,No Me Conoce - Remix,Jhayco; J Balvin; Bad Bunny,34612855
63,Lalala,Y2K; bbno$,32558390
64,LA CANCIÓN,J Balvin; Bad Bunny,34442454
65,7 rings,Ariana Grande,33765435
66,Only The Young - Featured in Miss Americana,Taylor Swift,18346034
67,Callaita,Bad Bunny; Tainy,34073781
68,Adicto (with Anuel AA & Ozuna),Tainy; Anuel AA; Ozuna,28606455
69,Old Town Road - Remix,Lil Nas X; Billy Ray Cyrus,30503726
70,TOES (feat. Lil Baby & Moneybagg Yo),DaBaby; Lil Baby; Moneybagg Yo,31860858
71,If the World Was Ending (feat. Julia Michaels),JP Saxe; Julia Michaels,35717120
72,Blanco,J Balvin,28459877
73,Que Tire Pa Lante,Daddy Yankee,26555703
74,Shallow,Lady Gaga; Bradley Cooper,34053210
75,Aventura,Lunay; Ozuna; Anuel AA,26846915
76,Futsal Shuffle 2020,Lil Uzi Vert,25286945
77,Ransom,Lil Tecca,27267815
78,Woah,Lil Baby,31091996
79,Sunday Best,Surfaces,46866121
80,Liberdade Provisória - Live - Ibirapuera / 2019,Henrique & Juliano,22101987
81,Eleven,Khalid,9681375
82,Bellaquita - Remix,Dalex; Lenny Tavárez; Anitta; NATTI NATASHA; Farruko; Justin Quiles,27289683
83,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran; Camila Cabello; Cardi B,27891369
84,Goodbyes (feat. Young Thug),Post Malone; Young Thug,30062862
85,Baby,Joker Bra; VIZE,16147908
86,It's You,Ali Gatie,30729631
87,Heartless,The Weeknd,29613774
88,Happier,Marshmello; Bastille,28764229
89,Alone Pt. II,Alan Walker; Ava Max,30042944
90,How Do You Sleep?,Sam Smith,29330169
91,Own It (feat. Ed Sheeran & Burna Boy),Stormzy; Burna Boy; Ed Sheeran,28207035
92,Without Me,Halsey,27079299
93,OUT WEST (feat. Young Thug),JACKBOYS; Travis Scott; Young Thug,30316389
94,Believer,Imagine Dragons,27620867
95,VIBEZ,DaBaby,25592273
96,Indeciso,Reik; J Balvin; Lalo Ebratt,22589364
97,bury a friend,Billie Eilish,25056573
98,Quizas,Rich Music LTD; Sech; Dalex; Justin Quiles; Lenny Tavárez; Feid; Wisin; Zion,24251441
99,Sucker,Jonas Brothers,27077796
100,Bohemian Rhapsody - Remastered 2011,Queen,26592028
101,Robbery,Juice WRLD,25560341
102,Forever Yours - Avicii Tribute,Kygo; Avicii; Sandro Cavazza,17402611
103,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott; ROSALÍA; Lil Baby,11761952
104,Anyone,Demi Lovato,5910896
105,rockstar (feat. 21 Savage),Post Malone; 21 Savage,26936799
106,Never Seen the Rain,Tones And I,30634251
107,Yellow Hearts,Ant Saunders,13625194
108,Wow.,Post Malone,26108053
109,Good as Hell (feat. Ariana Grande) - Remix,Lizzo; Ariana Grande,11386214
110,Piece Of Your Heart,MEDUZA; Goodboys,24245984
111,Money In The Grave (Drake ft. Rick Ross),Drake; Rick Ross,25248185
112,Shape of You,Ed Sheeran,25765214
113,Bruises,Lewis Capaldi,27187950
114,Yo x Ti Tu x Mi,ROSALÍA; Ozuna,10906544
115,Si Te Vas,Sech; Ozuna,23171354
116,Truth Hurts,Lizzo,22551435
117,ocean eyes,Billie Eilish,26435444
118,Soltera - Remix,Lunay; Daddy Yankee; Bad Bunny,19216846
119,July,Noah Cyrus,24941858
120,King Of My City,A Boogie Wit da Hoodie,5445695
121,FML,Arizona Zervas,6061895
122,Trampoline (with ZAYN),SHAED; ZAYN,23707596
123,SAD!,XXXTENTACION,23801303
124,Tutu,Camilo; Pedro Capó,19405600
125,Perreo en La Luna,Rich Music LTD; Sech; Dalex; Justin Quiles; Lenny Tavárez; Feid,21589315
126,me & ur ghost,blackbear,24901889
127,SICKO MODE,Travis Scott,24108407
128,Those Kinda Nights (feat. Ed Sheeran),Eminem; Ed Sheeran,6140022
129,Lights Up,Harry Styles,24356189
130,Tudo Ok,Thiaguinho MT; Mila; JS o Mão de Ouro,8970139
131,thank u next,Ariana Grande,23127344
132,all the good girls go to hell,Billie Eilish,20704489
133,Sweet but Psycho,Ava Max,22819304
134,Infeliz,Arcángel; Bad Bunny,19065293
135,GOODMORNINGTOKYO!,TOKYO’S REVENGE,22202229
136,Hate Me (with Juice WRLD),Ellie Goulding; Juice WRLD,22110685
137,Dancing With A Stranger (with Normani),Sam Smith; Normani,24199183
138,Get You The Moon (feat. Snøw),Kina; Snøw,24902458
139,Con Altura,ROSALÍA; J Balvin; El Guincho,10165763
140,Higher Love,Kygo; Whitney Houston,22168615
141,SENTADÃO,PEDRO SAMPAIO; Felipe Original; JS o Mão de Ouro,7629109
142,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake; J Balvin; Tyga,11580078
143,DJ No Pare (feat. Zion Dalex Lenny Tavárez) - Remix,Justin Quiles; NATTI NATASHA; Farruko; Lenny Tavárez; Dalex; Zion,13764821
144,Mon Ami,Samra,3609537
145,Break My Stride,Matthew Wilder,5037060
146,Jocelyn Flores,XXXTENTACION,22881438
147,Pa' Olvidarme De Ella,Piso 21; Christian Nodal,12870942
148,Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5; Cardi B,22465017
149,Con Calma,Daddy Yankee; Snow,8535865
150,Kein Wort,Juju; Loredana; Miksu / Macloud,2264457
151,Eastside (with Halsey & Khalid),benny blanco; Halsey; Khalid,22893807
152,Say You Won't Let Go,James Arthur,24840803
153,No Guidance (feat. Drake),Chris Brown; Drake,20430756
154,Perfect,Ed Sheeran,23604732
155,Moonlight,XXXTENTACION,20184730
156,You Need To Calm Down,Taylor Swift,22336648
157,A Gente Fez Amor - Ao Vivo,Gusttavo Lima,5926495
158,QUE PRETENDES,J Balvin; Bad Bunny,11668852
159,Girl,Myke Towers,26164626
160,goosebumps,Travis Scott,22057313
161,Suge,DaBaby,9315052
162,Otro Trago - Remix,Sech; Ozuna; Anuel AA; Darell; Nicky Jam,6367309
163,wish you were gay,Billie Eilish,16699503
164,Better Now,Post Malone,21472872
165,High Hopes,Panic! At The Disco,19086704
166,Sum 2 Prove,Lil Baby,10287649
167,3 Nights,Dominic Fike,15156149
168,Panini,Lil Nas X,2801168
169,Turn Me On (feat. Vula),Riton; Oliver Heldens; Vula,4286815
170,Mahogany,Lil Wayne,743551
171,If I Can't Have You,Shawn Mendes,18657546
172,Que Calor,Major Lazer; J Balvin; El Alfa; Diplo,21159406
173,Maniac,Conan Gray,22548812
174,223's (feat. 9lokknine),YNW Melly; 9lokknine,2784565
175,EARFQUAKE,Tyler; The Creator,10850694
176,Psycho,Red Velvet,6479010
177,Can We Kiss Forever?,Kina; Adriana Proenza,18624438
178,i love you,Billie Eilish,15209907
179,11 PM,Maluma,1435363
180,you should see me in a crown,Billie Eilish,11089821
181,Hot (Remix) [feat. Gunna and Travis Scott],Young Thug; Travis Scott; Gunna,7229030
182,Graveyard,Halsey,4908167
183,Only Human,Jonas Brothers,11282738
184,Liar,Camila Cabello,3487803
185,All of Me,John Legend,22025218
186,God's Plan,Drake,5470523
187,I Like Me Better,Lauv,22029849
188,Youngblood,5 Seconds of Summer,17765797
189,Going Bad (feat. Drake),Meek Mill; Drake,6264213
190,Thunder,Imagine Dragons,6130776
191,Calma - Remix,Pedro Capó; Farruko,708064
192,One Kiss (with Dua Lipa),Calvin Harris; Dua Lipa,706995
193,Talk (feat. Disclosure),Khalid; Disclosure,9790792
194,Takeaway,The Chainsmokers; ILLENIUM; Lennon Stella,17455499
195,Darkness,Eminem,1355692
196,MIDDLE CHILD,J. Cole,10403144
197,Let Me Down Slowly,Alec Benjamin,14433550
198,I.F.L.Y.,Bazzi,16630005
199,Fantasía,Ozuna,695562
200,All I Want - From "High School Musical: The Musical: The Series",Olivia Rodrigo; Disney,14368093
201,Be Alright,Dean Lewis,14049452
202,idontwannabeyouanymore,Billie Eilish,2650564
203,Mean It,Lauv; LANY,2729947
204,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift; Brendon Urie; Panic! At The Disco,7055259
205,Legends,Juice WRLD,629715
206,The London (feat. J. Cole & Travis Scott),Young Thug; J. Cole; Travis Scott,3356324
207,All Girls Are The Same,Juice WRLD,628445
208,changes,XXXTENTACION,1250460
209,Hips Don't Lie (feat. Wyclef Jean),Shakira; Wyclef Jean,5061446
210,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),Shakira; Freshlyground,1464503
211,Leila,Reynmen,1404298
212,Lover,Taylor Swift,2775227
213,WHATS POPPIN,Jack Harlow,30208565
214,SLOW DANCING IN THE DARK,Joji,14153941
215,Photograph,Ed Sheeran,9778679
216,Wake Up Call (feat. Trippie Redd),KSI; Trippie Redd,713110
