ID,Track,Singer(s),Stream
1,Savage Love (Laxed - Siren Beat),Jawsh 685; Jason Derulo,134230259
2,ROCKSTAR (feat. Roddy Ricch),DaBaby; Roddy Ricch,127322000
3,Blinding Lights,The Weeknd,120994883
4,Watermelon Sugar,Harry Styles,122110000
5,my future,Billie Eilish,60347099
6,Roses - Imanbek Remix,SAINt JHN; Imanbek,91416658
7,cardigan,Taylor Swift,58947006
8,Breaking Me,Topic; A7S,84711639
9,Come & Go (with Marshmello),Juice WRLD; Marshmello,75675416
10,UN DIA (ONE DAY) (Feat. Tainy),J Balvin; Dua Lipa; Bad Bunny; Tainy,76892514
11,exile (feat. Bon Iver),Taylor Swift; Bon Iver,50537317
12,La Jeepeta - Remix,Nio Garcia; Anuel AA; Myke Towers; Brray; Juanka,68807073
13,Dance Monkey,Tones And I,68630295
14,Wishing Well,Juice WRLD,67983395
15,death bed (coffee for your head),Powfu; beabadoobee,66593051
16,Rain On Me (with Ariana Grande),Lady Gaga; Ariana Grande,61572846
17,ily (i love you baby) (feat. Emilee),Surf Mesa; Emilee,59530231
18,Caramelo,Ozuna,66420227
19,Agua (with J Balvin),Tainy; J Balvin,61786483
20,MAMACITA,Black Eyed Peas; Ozuna; J. Rey Soul,57940190
21,WHATS POPPIN (feat. DaBaby Tory Lanez & Lil Wayne) - Remix,Jack Harlow; Tory Lanez; DaBaby; Lil Wayne,59971156
22,Relación,Sech,59308605
23,Tattoo - Remix with Camilo,Rauw Alejandro; Camilo,61208031
24,Break My Heart,Dua Lipa,57355149
25,the 1,Taylor Swift,36757964
26,Don't Start Now,Dua Lipa,55605184
27,POPSTAR (feat. Drake),DJ Khaled; Drake,46026674
28,Toosie Slide,Drake,51690055
29,Blueberry Faygo,Lil Mosey,55320316
30,La Curiosidad,Jay Wheeler; DJ Nelson; Myke Towers,62051351
31,The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke; 50 Cent; Roddy Ricch,55486556
32,Someone You Loved,Lewis Capaldi,58201844
33,Mamichula - con Nicki Nicole,Trueno; Nicki Nicole; Bizarrap; Taiu; TATOOL,47892169
34,Head & Heart (feat. MNEK),Joel Corry; MNEK,66257696
35,Party Girl,StaySolidRocky,50528119
36,How You Like That,BLACKPINK,51609514
37,Stuck with U (with Justin Bieber),Ariana Grande; Justin Bieber,50703079
38,TKN (feat. Travis Scott),ROSALÍA; Travis Scott,44704253
39,GREECE (feat. Drake),DJ Khaled; Drake,52282546
40,Djadja (feat. Maluma) - Remix,Aya Nakamura; Maluma,52308827
41,Go Crazy,Chris Brown; Young Thug,52255387
42,the last great american dynasty,Taylor Swift,22384759
43,Supalonely,BENEE; Gus Dapperton,38781409
44,The Box,Roddy Ricch,44928166
45,Before You Go,Lewis Capaldi,53393346
46,august,Taylor Swift,25398498
47,my tears ricochet,Taylor Swift,21579297
48,Kings & Queens,Ava Max,48381907
49,Tusa,KAROL G; Nicki Minaj,40255658
50,Intentions (feat. Quavo),Justin Bieber; Quavo,42333583
51,For The Night (feat. Lil Baby & DaBaby),Pop Smoke; Lil Baby; DaBaby,63353087
52,Adore You,Harry Styles,42779243
53,Circles,Post Malone,42066021
54,Señorita,Shawn Mendes; Camila Cabello,38841504
55,Sunday Best,Surfaces,35457998
56,bad guy,Billie Eilish,36623691
57,goosebumps,Travis Scott,39687108
58,Hawái,Maluma,88678703
59,mirrorball,Taylor Swift,15182495
60,seven,Taylor Swift,13752452
61,Nobody's Love,Maroon 5,31451062
62,THE SCOTTS,THE SCOTTS; Travis Scott; Kid Cudi,33914577
63,Over Your Head,Future; Lil Uzi Vert,4579873
64,Be Kind (with Halsey),Marshmello; Halsey,37160700
65,Memories Remix (feat. Nipsey Hussle & YG),Maroon 5; Nipsey Hussle; YG,37921388
66,In Your Eyes,The Weeknd,35456073
67,invisible string,Taylor Swift,15160338
68,Ay DiOs Mío!,KAROL G,58190915
69,Falling,Trevor Daniel,65285113
70,Say So,Doja Cat,33897501
71,Secrets,Regard; RAYE,34370137
72,Conversations,Juice WRLD,30878162
73,Hasta Que Dios Diga,Anuel AA; Bad Bunny,34674010
74,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,37308315
75,Ride It,Regard,34125491
76,this is me trying,Taylor Swift,11607930
77,HIGHEST IN THE ROOM,Travis Scott,35794334
78,PORFA Remix ( Feat. Maluma Nicky Jam Sech) - Remix,Feid; J Balvin; Maluma; Nicky Jam; Sech; Justin Quiles,31812718
79,illicit affairs,Taylor Swift,11387783
