ID,Track,Singer(s),Stream
1,Blinding Lights,The Weeknd,191543221
2,The Box,Roddy Ricch,154986821
3,Dance Monkey,Tones And I,146936653
4,Don't Start Now,Dua Lipa,140673162
5,Ignorantes,Bad Bunny; Sech,87240945
6,La Difícil,Bad Bunny,102227773
7,Intentions (feat. Quavo),Justin Bieber; Quavo,111136537
8,Tusa,KAROL G; Nicki Minaj,99724467
9,Si Veo a Tu Mamá,Bad Bunny,90290823
10,Falling,Trevor Daniel,130565005
11,ROXANNE,Arizona Zervas,93751884
12,Say So,Doja Cat,108833045
13,La Santa,Bad Bunny; Daddy Yankee,66226975
14,Vete,Bad Bunny,63301844
15,Stupid Love,Lady Gaga,58244702
16,Yummy,Justin Bieber,67716099
17,No Time To Die,Billie Eilish,55777067
18,Pero Ya No,Bad Bunny,45458548
19,Circles,Post Malone,80290228
20,Life Is Good (feat. Drake),Future; Drake,66959313
21,Someone You Loved,Lewis Capaldi,78803694
22,everything i wanted,Billie Eilish,64525433
23,Memories Remix (feat. Nipsey Hussle & YG),Maroon 5; Nipsey Hussle; YG,70249178
24,Yo Perreo Sola,Bad Bunny,58481150
25,Sunday Best,Surfaces,80664362
26,Godzilla (feat. Juice WRLD),Eminem; Juice WRLD,74422729
27,Adore You,Harry Styles,68852541
28,After Hours,The Weeknd,68740212
29,Blueberry Faygo,Lil Mosey,81486690
30,bad guy,Billie Eilish,62616594
31,Roses - Imanbek Remix,SAINt JHN; Imanbek,95071086
32,Bichiyal,Bad Bunny; Yaviah,35692429
33,Soliá,Bad Bunny,28920581
34,Safaera,Bad Bunny; Jowell & Randy; Ñengo Flow,94044367
35,Señorita,Shawn Mendes; Camila Cabello,57377580
36,death bed (coffee for your head),Powfu; beabadoobee,90539753
37,Before You Go,Lewis Capaldi,58327174
38,You should be sad,Halsey,51992302
39,RITMO (Bad Boys For Life),Black Eyed Peas; J Balvin,49934273
40,Sigues Con El,Arcángel; Sech; Dímelo Flow,52871655
41,My Oh My (feat. DaBaby),Camila Cabello; DaBaby,49808053
42,Está Cabrón Ser Yo,Bad Bunny; Anuel AA,24595726
43,René,Residente,17705840
44,Morado,J Balvin,55905225
45,Physical,Dua Lipa,64960121
46,Rojo,J Balvin,69517186
47,Que Malo,Bad Bunny; Ñengo Flow,21610889
48,A Tu Merced,Bad Bunny,36254920
49,Moral of the Story,Ashe,47468319
50,La Zona,Bad Bunny,20626247
51,<3,Bad Bunny,16576637
52,25/8,Bad Bunny,27457549
53,High Fashion (feat. Mustard),Roddy Ricch; Mustard,46593529
54,Una Vez,Bad Bunny; Mora,20199273
55,Lose Control,MEDUZA; Becky Hill; Goodboys,42686612
56,Hablamos Mañana,Bad Bunny; Duki; Pablo Chill-E,23601486
57,Hola - Remix,Dalex; Lenny Tavárez; Chencho Corleone; Juhn; Dímelo Flow,41249114
58,Forever (feat. Post Malone & Clever),Justin Bieber; Post Malone; Clever,38326179
59,Ride It,Regard,43553667
60,ON,BTS,25054476
61,To Die For,Sam Smith,37457560
62,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,43175619
63,Diosa,Myke Towers,42816021
64,P FKN R,Bad Bunny; Kendo Kaponi; Arcángel,12233643
65,Keii,Anuel AA,35577725
66,I Don't Care (with Justin Bieber),Ed Sheeran; Justin Bieber,41123279
67,WHATS POPPIN,Jack Harlow,49260622
68,hot girl bummer,blackbear,39852089
69,Puesto Pa' Guerrial,Bad Bunny; Myke Towers,9644606
70,Heatin Up (feat. Gunna),Lil Baby; Gunna,12217802
71,Muévelo,Nicky Jam; Daddy Yankee,32935492
72,10000 Hours (with Justin Bieber),Dan + Shay; Justin Bieber,37594895
73,Suicidal,YNW Melly,32407905
74,What If I Told You That I Love You,Ali Gatie,35455806
75,What A Man Gotta Do,Jonas Brothers,36398864
76,SUGAR,BROCKHAMPTON,28840333
77,LA CANCIÓN,J Balvin; Bad Bunny,30876748
78,lovely (with Khalid),Billie Eilish; Khalid,40428197
79,Woah,Lil Baby,23788198
80,Ballin' (with Roddy Ricch),Mustard; Roddy Ricch,34028386
81,ON (Feat. Sia),BTS; Sia,11884498
82,That Way,Lil Uzi Vert; WanMor,15443448
83,Fantasias,Rauw Alejandro; Farruko,28946909
84,Callaita,Bad Bunny; Tainy,30075207
85,China,Anuel AA; Daddy Yankee; KAROL G; J Balvin; Ozuna,31656677
86,Beautiful People (feat. Khalid),Ed Sheeran; Khalid,35124470
87,when the party's over,Billie Eilish,34762500
88,Shallow,Lady Gaga; Bradley Cooper,33336666
89,No Me Conoce - Remix,Jhayco; J Balvin; Bad Bunny,28565128
90,Lucid Dreams,Juice WRLD,35694378
91,HIGHEST IN THE ROOM,Travis Scott,34194638
92,Know Your Worth,Khalid; Disclosure,34181490
93,Lose You To Love Me,Selena Gomez,31601692
94,If the World Was Ending (feat. Julia Michaels),JP Saxe; Julia Michaels,36223091
95,BOP,DaBaby,30770530
96,Me Gusta,Shakira; Anuel AA,31697479
97,Feel Me,Selena Gomez,23270858
98,The Other Side (from Trolls World Tour),SZA; Justin Timberlake,17256229
99,CITY OF ANGELS,24kGoldn,39799797
100,Watermelon Sugar,Harry Styles,30984098
101,Tattoo,Rauw Alejandro,42664036
102,7 rings,Ariana Grande,30378669
103,It's You,Ali Gatie,30295823
104,Lalala,Y2K; bbno$,30436964
105,Bandit (with YoungBoy Never Broke Again),Juice WRLD; YoungBoy Never Broke Again,28370072
106,No Idea,Don Toliver,30239641
107,Live Off My Closet (feat. Future),Lil Baby; Future,4338651
108,Blanco,J Balvin,29828521
109,Never Seen the Rain,Tones And I,32056453
110,Black Swan,BTS,13224680
111,Alone Pt. II,Alan Walker; Ava Max,24495021
112,Old Town Road - Remix,Lil Nas X; Billy Ray Cyrus,27189008
113,Goodbyes (feat. Young Thug),Post Malone; Young Thug,29446484
114,Happier,Marshmello; Bastille,28221433
115,OUT WEST (feat. Young Thug),JACKBOYS; Travis Scott; Young Thug,27180441
116,Rare,Selena Gomez,7956559
117,Go Stupid (feat. NLE Choppa & Mike WiLL Made-It),Polo G; Stunna 4 Vegas; NLE Choppa; Mike WiLL Made-It,27857614
118,TOES (feat. Lil Baby & Moneybagg Yo),DaBaby; Lil Baby; Moneybagg Yo,20204943
119,Believer,Imagine Dragons,28637556
120,Bohemian Rhapsody - Remastered 2011,Queen,26278486
121,rockstar (feat. 21 Savage),Post Malone; 21 Savage,30388351
122,Ransom,Lil Tecca,25919814
123,Medusa,Jhayco; Anuel AA; J Balvin,25793957
124,How Do You Sleep?,Sam Smith,25431592
125,Heartless,The Weeknd,40218858
126,Bruises,Lewis Capaldi,26036399
127,Ayy Macarena,Tyga,16133513
128,Sum 2 Prove,Lil Baby,4206524
129,Whine Up,Nicky Jam; Anuel AA,16456534
130,Without Me,Halsey,25644463
131,Sucker,Jonas Brothers,25622028
132,Boy With Luv (feat. Halsey),BTS; Halsey,11226292
133,Wow.,Post Malone,25992958
134,Get You The Moon (feat. Snøw),Kina; Snøw,25782115
135,Numbers (feat. Roddy Ricch Gunna and London On Da Track),A Boogie Wit da Hoodie; London On Da Track; Roddy Ricch; Gunna,9996575
136,Shape of You,Ed Sheeran,24970044
137,Filter,BTS,3920992
138,Say You Won't Let Go,James Arthur,25018632
139,ocean eyes,Billie Eilish,23602579
140,Commercial (feat. Lil Uzi Vert),Lil Baby; Lil Uzi Vert,3119139
141,Robbery,Juice WRLD,24254956
142,Definitivamente,Daddy Yankee; Sech,11567728
143,SAD!,XXXTENTACION,25086251
144,Bellaquita - Remix,Dalex; Lenny Tavárez; Anitta; NATTI NATASHA; Farruko; Justin Quiles,4566364
145,Girl,Myke Towers,11568808
146,Money In The Grave (Drake ft. Rick Ross),Drake; Rick Ross,23054257
147,Jocelyn Flores,XXXTENTACION,24583703
148,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran; Camila Cabello; Cardi B,11317206
149,Que Tire Pa Lante,Daddy Yankee,4490263
150,Still Be Friends (feat. Tory Lanez & Tyga),G-Eazy; Tory Lanez; Tyga,11984472
151,Aventura,Lunay; Ozuna; Anuel AA,8261031
152,SICKO MODE,Travis Scott,23958727
153,Infeliz,Arcángel; Bad Bunny,3792863
154,Good as Hell (feat. Ariana Grande),Lizzo; Ariana Grande,20726286
155,Perfect,Ed Sheeran,23048786
156,Adicto (with Anuel AA & Ozuna),Tainy; Anuel AA; Ozuna,10813019
157,Lights Up,Harry Styles,20625318
158,Soltera - Remix,Lunay; Daddy Yankee; Bad Bunny,2165945
159,VIBEZ,DaBaby,10689512
160,Maniac,Conan Gray,22614587
161,Liberdade Provisória - Live - Ibirapuera / 2019,Henrique & Juliano,6193125
162,Can We Kiss Forever?,Kina; Adriana Proenza,20559796
163,Dancing With A Stranger (with Normani),Sam Smith; Normani,22820023
164,July,Noah Cyrus,22468593
165,Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5; Cardi B,17974901
166,GOODMORNINGTOKYO!,TOKYO’S REVENGE,3550971
167,Eastside (with Halsey & Khalid),benny blanco; Halsey; Khalid,20844502
168,Sweet but Psycho,Ava Max,21357103
169,Modern Loneliness,Lauv,11810595
170,QUE PRETENDES,J Balvin; Bad Bunny,3561346
171,thank u next,Ariana Grande,18591872
172,Piece Of Your Heart,MEDUZA; Goodboys,22044638
173,I Like Me Better,Lauv,18494775
174,Moonlight,XXXTENTACION,15188087
175,My Time,BTS,2134955
176,Futsal Shuffle 2020,Lil Uzi Vert,5549749
177,goosebumps,Travis Scott,22662999
178,Hate Me (with Juice WRLD),Ellie Goulding; Juice WRLD,15057647
179,Old Me,5 Seconds of Summer,8155139
180,Lottery (Renegade),K CAMP,672503
181,All of Me,John Legend,17425989
182,Better Now,Post Malone,21388666
183,Truth Hurts,Lizzo,2787758
184,bury a friend,Billie Eilish,4805702
185,Quizas,Rich Music LTD; Sech; Dalex; Justin Quiles; Lenny Tavárez; Feid; Wisin; Zion,2784660
186,Dior,Pop Smoke,20342538
187,Louder than bombs,BTS,1363961
188,me & ur ghost,blackbear,3608492
189,Matrix,Apache 207,2122922
190,Trampoline (with ZAYN),SHAED; ZAYN,3529031
191,I.F.L.Y.,Bazzi,12301932
